Unnamed: 0,price,packaging,product,aroma,text,overall_sentiment,processed
4810,0,0,0,0,"Lulur ini cukup efektif untuk mengelupas kulit mati saya saat wajah saya sangat kering. itu tidak membuat jerawat, dan itu tidak membuat wajah lebih peka. bebas pewangi dan tidak ada pewangi yang bikin iritasi, serta bahan-bahannya alami sehingga aman digunakan di wajah.",neutral,"['lulur', 'efektif', 'kelupas', 'kulit', 'mati', 'sat', 'wajah', 'keringitu', 'tidak_jerawat', 'tidak_wajah', 'pekabebas', 'wangi', 'tidak_wangi', 'iritasi', 'bahanbahanya', 'alami', 'hinga', 'aman', 'wajah']"
680,0,0,-1,0,"Parah banget, kecewa banget sama sunblock dari vaseline ini, gue pake pas lagi snorkeling kan? Masih terbakar sinar matahari, kulitnya juga gosong semua, tidak ada efeknya sama sekali, seperti pakai sunblock, lengket banget di kulit saya, pokoknya tidak oke sama sekali, saya sama sekali tidak ada niat untuk membelinya kembali",negative,"['parah', 'banget', 'kecewa', 'banget', 'sunblock', 'vaseline', 'gue', 'pakai', 'pas', 'snorkeling', 'kanmasih', 'bakar', 'sinar', 'matahari', 'kulit', 'gosong', 'tidak_efek', 'pakai', 'sunblock', 'lengket', 'banget', 'kulit', 'pokok', 'tidak_oke', 'tidak_niat', 'bel']"
2737,0,0,1,0,"serius, ini penyelamatku! sebelum digunakan, kulit saya menjadi merah di sekitar hidung dan ada banyak bercak kering di kulit saya. Saat pertama kali menggunakannya, ada sedikit sensasi geli, tapi hanya sebentar. dan kemudian setelah menggunakannya secara teratur, luar biasa! kulit saya tidak pernah terlihat lebih baik! Kemerahan berkurang, jerawat cepat mengering dan mengelupas, pori-pori tampak mengecil, terasa halus, dan bercak kering hilang. Saya sekarang menggunakannya seminggu, 2 minggu kemudian berhenti, lalu rutinitas diulang. bernilai setiap sen!",positive,"['serius', 'penyelamatkusebelum', 'kulit', 'merah', 'hidung', 'bercak', 'kering', 'kulit', 'sayasat', 'kali', 'memengunaka', 'sensasi', 'geli', 'sebentardan', 'sete', 'memengunaka', 'atur', 'biasakulit', 'tidak_lihat', 'baikemerahan', 'jerawat', 'cepat', 'ering', 'kelupas', 'poripor', 'asa', 'halus', 'bercak', 'kering', 'hilangsaya', 'memengunaka', 'semingu', 'memingu', 'henti', 'rutinitas', 'diulangbernilai', 'sen']"
226,1,0,1,0,"tabir surya grail suci, sangat favorit !! Cukup susah dicari ya soalnya saya sudah cek di beberapa toko obat ternyata tidak ada yang jual. harganya murah. + tekstur gel, tidak lengket di wajah + agak lama + kandungan SPF tinggi + kemasan kompak - susah ditemukan, harus ke Aeon dulu: p - harus sering dioleskan, apalagi setelah berkeringat / berenang. sejauh ini saya suka produknya.",positive,"['tabir', 'surya', 'grail', 'suci', 'favorit', 'susah', 'cari', 'iya', 'cek', 'toko', 'obat', 'nyata', 'tidak_jualharganya', 'murah', 'tekstur', 'gel', 'tidak_lengket', 'wajah', 'kandung', 'spf', 'tingi', 'kemas', 'kompak', 'susah', 'temu', 'aeon', 'oles', 'sete', 'keringat', 'berenangsejauh', 'suka', 'produk']"
1847,1,0,1,0,harganya cukup murah dan cocok dengan kulit kombinasi saya (berminyak di tzone dan kering di pipi). membuat kulit terasa segar dan bersih untuk digunakan setelah mencuci muka. selain itu yang saya suka lagi adalah membuat kulit tidak berminyak tapi juga tidak kering ... padahal efek non-berminyak hanya singkat: '' '),positive,"['harga', 'murah', 'cocok', 'kulit', 'kombinasi', 'minyak', 'tzone', 'kering', 'pipimembuat', 'kulit', 'asa', 'segar', 'bersih', 'sete', 'cuci', 'mukaselain', 'suka', 'kulit', 'tidak_minyak', 'tidak_kering', 'efek', 'nonberminyak', 'singkat']"
775,0,0,-1,-1,"benar-benar sama. Saya juga tidak cocok dengan krim bb ini. aromanya kurang enak teksturnya sangat encer untuk ukuran bb cream. di cover saya oke banget saya tidak ada masalah dengan kulit saya juga, tapi yang paling tidak saya suka adalah bb cream ini, kalo udah lama bikin wajah saya kombinasi antara oil refinery dan kusaaaaaam banget. lebih kusam daripada tidak dandan sama sekali. Saya tidak suka buku itu.",negative,"['narbenar', 'samasaya', 'tidak_cocok', 'krim', 'iniaromanya', 'enak', 'tekstur', 'encer', 'ukur', 'creamdi', 'cover', 'oke', 'banget', 'tidak_kulit', 'tidak_suka', 'cream', 'wajah', 'kombinasi', 'oil', 'refinery', 'kusam', 'bangetlebih', 'kusam', 'tidak_dandan', 'sekalisaya', 'tidak_suka', 'buku']"
2494,0,0,1,0,"Produk ini mungkin bukan toner / astringent product favorit saya, tapi akan menyenangkan untuk dicoba karena sensasi sejuk dan kesemutan itu;) untuk kulit berjerawat, produk ini tidak recommended. Saat kulit saya berjerawat, saya tetap memakainya, hanya mengelapnya saja tidak separah menggosok kulit yang bersih dari jerawat. mungkin hanya di usapkan perlahan di bagian pinggirnya dulu dan rasakan kusutnya #eh: p kemampuan membersihkannya lumayan bagus, itu saja cenut nya kicks ';) pokoknya kalo kamu cari toner product baru untuk dicoba , Saya akan merekomendasikan yang ini. Tapi, tentu saja, harap periksa kandungannya atau konsultasikan dengan dokter kulit Anda sebelum mencoba produk baru. jika Anda memiliki alergi atau kulit Anda adalah tipe sensitif.",positive,"['produk', 'bukan_toner', 'astringent', 'product', 'favorit', 'senang', 'coba', 'sensasi', 'sejuk', 'semut', 'kulit', 'jerawat', 'produk', 'tidak_recomendedsat', 'kulit', 'jerawat', 'mengelapnya', 'tidak_parah', 'memengosok', 'kulit', 'bersih', 'jerawatmungkin', 'usap', 'perlahan', 'pingirnya', 'kusut', 'membersihkanya', 'lumayan', 'bagus', 'cenut', 'kicks', 'pokok', 'cari', 'toner', 'product', 'coba', 'rekomendasi', 'initapi', 'harap', 'periksa', 'kandunganya', 'konsultasi', 'dokter', 'kulit', 'belum_coba', 'produk', 'barujika', 'milik', 'alergi', 'kulit', 'tipe', 'sensitif']"
4055,1,0,1,0,"Lulur pemutih favorit dan favorit saya sejak SMP. murah, mudah didapat dan kualitas bagus. membuat kulit saya lebih cerah tapi tidak membuat kulit kering saya semakin kering. lulurnya juga pas, tidak terlalu kasar atau halus.",positive,"['lulur', 'mutih', 'favorit', 'favorit', 'smpmurah', 'mudah', 'kualitas', 'bagusmembuat', 'kulit', 'cerah', 'tidak_kulit', 'kering', 'keringlulurnya', 'pas', 'tidak_kasar', 'halus']"
169,-1,1,1,0,"Ini adalah tabir surya yang saya gunakan saat saya berada di acara luar ruangan yang panjang atau berenang. pro: proteksi sangat tinggi karena spf-nya tinggi ya. kemasannya bagus, tidak gemuk dan warnanya putih yang eye catchy dengan tulisan orange. itu tidak membuat kulit sensitif saya pecah. tidak lengket sama sekali. Sangat tahan air sehingga bisa digunakan untuk berenang (jika saya pakai). Warnanya, jadi bisa digunakan untuk riasan dasar, warnanya coklat. Tidak lengket dan tidak membuat kulit berminyak saya tambah berminyak. teksturnya agak kaya tapi mudah meresap ke dalam diriku. mengandung avene eau thermal yang baik untuk kulit sensitif. Kekurangan: warna coklat jika dicampur terlalu cerah untuk rata-rata kulit orang Indo. harganya cukup mahal (apalagi jika untuk pemakaian sehari-hari). agak susah didapat karena jarang sekali penjualnya. walaupun dalam kemasan tertulis ""luas uvb dan uva protaction"" tapi tidak tertulis pa. membeli kembali ?? tentu saja. Selama saya belum menemukan tabir surya tahan air yang bersahabat dengan kulit sensitif berminyak saya :) secara keseluruhan saya sangat menyukainya!",positive,"['tabir', 'surya', 'sat', 'acara', 'ruang', 'berenangpro', 'proteksi', 'tingi', 'spf', 'tingi', 'yakemasanya', 'bagus', 'tidak_gemuk', 'warna', 'putih', 'eye', 'catchy', 'tulis', 'orangeitu', 'tidak_kulit', 'sensitif', 'pecahtidak', 'lengket', 'sekalisangat', 'tahan', 'air', 'hinga', 'renang', 'pakaiwarnanya', 'rias', 'dasar', 'warna', 'coklatidak', 'lengket', 'tidak_kulit', 'minyak', 'berminyakteksturnya', 'kayak', 'mudah', 'resap', 'dirikumengandung', 'avene', 'eau', 'thermal', 'baik', 'kulit', 'sensitifkekurangan', 'warna', 'coklat', 'campur', 'cerah', 'ratarata', 'kulit', 'orang-orang', 'indoharganya', 'mahal', 'pakai', 'seharihariagak', 'susah', 'jarang', 'penjualnyawalaupun', 'kemas', 'tulis', 'luas', 'uvb', 'uva', 'protaction', 'tidak_tulis', 'pamembeli', 'sajaselama', 'belum_temu', 'tabir', 'surya', 'tahan', 'air', 'sahabat', 'kulit', 'sensitif', 'minyak', 'suka']"
1520,0,0,1,0,"Menurut saya ini efektif untuk wajah saya cabai rawit kecil, saya kasih jempol untuk tonik pembersih jerawat ... kok ada produk jerawat kecil yang meradang di wajah saya, jadi wajah saya datar dan kering. itu semua kempes jadi keluar (soriii nanah) dan cepat kering, tapi tergantung tipe wajah tiap orang :)",positive,"['efektif', 'wajah', 'cabai', 'rawit', 'cil-kecil', 'kasih', 'jempol', 'tonik', 'bersih', 'jerawat', 'produk', 'jerawat', 'cil-kecil', 'radang', 'wajah', 'wajah', 'datar', 'ringitu', 'kempes', 'sori', 'nanah', 'cepat', 'kering', 'gantung', 'tipe', 'wajah', 'orang-orang']"
2939,0,0,1,0,"serum yang membuatku cinta sampai mati. Serumnya berwarna kuning, gunakan saja terlalu banyak ke seluruh wajah. teksturnya cepat meresap dan tidak membuatnya lengket. manfaat yang saya rasakan selama menggunakan serum retinol ini, wajah saya lebih cerah, dapat menangkal efek penuaan dini ketika saya baru berusia 28 tahun tetapi saya benar-benar tidak memiliki kerutan di wajah saya.",positive,"['serum', 'cinta', 'matiserumnya', 'warna', 'kuning', 'wajahteksturnya', 'cepat', 'resap', 'tidak_lengketmanfat', 'kuna', 'serum', 'retinol', 'wajah', 'cerah', 'tangkal', 'efek', 'penu', 'usia', 'tahun-tahun', 'narbenar', 'tidak_milik', 'kerut', 'wajah']"
2238,1,0,1,0,"Ini toner yang mengandung asam salisilat yang mudah didapatkan di indonesia (bisa beli online atau ke apotik), harganya juga terjangkau .. untuk mengobati jerawat lumayan lah tapi kandungan alkoholnya yang tinggi membuatku sedikit Berhati-hatilah saat mengaplikasikannya pada kulit yang terluka atau kering. Tidak perlu saya katakan bahwa produk ini sangat membantu mengontrol oli haha ??.. Setelah diaplikasikan, kulit terasa sejuk dan sejuk. jerawat yang meradang lupa sementara. Direkomendasikan tetapi mohon pertimbangkan untuk menggunakan pelembab yang layak setelah ini.",positive,"['toner', 'andung', 'asam', 'salisilat', 'mudah', 'indonesia', 'beli', 'online', 'apotik', 'harga', 'jangkau', 'obat', 'jerawat', 'lumayan', 'kandung', 'alkohol', 'tingi', 'berhatihatilah', 'sat', 'memengaplikasika', 'kulit', 'luka', 'keringtidak', 'produk', 'bantu', 'kontrol', 'oli', 'haha', 'sete', 'aplikasi', 'kulit', 'asa', 'sejuk', 'sejukjerawat', 'radang', 'lupa', 'sementaradirekomendasikan', 'mohon', 'timbang', 'kuna', 'pelembab', 'layak', 'sete']"
845,1,1,0,0,"kelebihan: - Saya suka banget dengan kemasannya, sangat mudah digunakan terutama untuk di buat di pinggir bibir, jadi gampang tidak luntur - terjangkau - warnanya lumayan kontra: - Warna ini kurang berpigmen dibanding yang lain warna. Saya harus menggesek berkali-kali dan warnanya keluar - ada sensasi mint di bibir yang tidak saya suka - warnanya cool toned, jadi tidak cocok untuk kulit hangat",positive,"['suka', 'banget', 'mudah', 'utama', 'pingir', 'bibir', 'gampang', 'tidak_luntur', 'jangkau', 'warna', 'lumayan', 'kontra', 'warna', 'pigmen', 'banding', 'warnasaya', 'esek', 'kalikal', 'warna', 'sensasi', 'mint', 'bibir', 'tidak_suka', 'warna', 'col', 'toned', 'tidak_cocok', 'kulit', 'hangat']"
1066,0,0,1,1,"Lip cream favoritku selama ini aromanya wangi, warnanya yang gelap cukup berpigmen, menutupi warna bibirku dan tidak mengeringkan bibir bahkan setelah dipakai berjam-jam, padahal aku harus mengaplikasikan ulang karena daya tahannya saja tidak cukup, atau karena aku tipe yang saat aku pakai lipstik semuanya lucu banget: p ... tapi aku suka lip cream ini, warnanya yang imut bikin aku pengen punya semuanya ... oh iya, bagi yang teduh buenos aires itu kegagalan total buat saya, tidak cocok dengan bibir saya, sulit diaplikasikan karena masih sangat muda dan tidak masuk dengan warna kulit saya warm-medium, tapi gunakan untuk duetin dan maroko jadi tidak terlalu mulus, berhasil! jadi udah over fungsinya dh buat lipstik yang terlalu tebal ... hihi favorit sejauh ini, cannes !!",positive,"['lip', 'cream', 'favorit', 'aroma', 'wangi', 'warna', 'gelap', 'pigmen', 'tutup', 'warna', 'bibir', 'tidak_ering', 'bibir', 'sete', 'pakai', 'berjamjam', 'aplikasi', 'ulang', 'daya', 'tahanya', 'tidak_tipe', 'sat', 'pakai', 'lipstik', 'lucu', 'banget', 'suka', 'lip', 'cream', 'warna', 'imut', 'pengin', 'oh', 'iya', 'teduh', 'buenos', 'aires', 'gagal', 'total', 'tidak_cocok', 'bibir', 'sulit', 'aplikasi', 'muda', 'tidak_masuk', 'warna', 'kulit', 'warmedium', 'duet', 'maroko', 'tidak_mulus', 'berhasiljadi', 'over', 'fungsi', 'deh', 'lipstik', 'tebal', 'hihi', 'favorit', 'canes']"
4948,0,0,0,0,"butiran scrubnya enak, tidak terlalu keras yang bisa mengiritasi kulit wajah. Jadi ukuran micro scrubnya pas, lumer di langkah kedua, jadi cukup untuk membersihkan pori-pori, tidak terlalu banyak.",neutral,"['butir', 'scrub', 'enak', 'tidak_keras', 'iritasi', 'kulit', 'wajahjadi', 'ukur', 'micro', 'scrub', 'pas', 'lumer', 'langkah', 'bersih', 'poripor', 'tidak']"
1465,0,0,1,0,"Saya membeli kembali toner ini 2x karena sangat bagus. mengandung asam salisilat yang mengelupas kulit sehingga lebih cerah & amp; bersinar. walaupun teksturnya watery tapi tidak membuat wajah kering, malah membuat wajah lebih lembab tapo-nya terasa bersih. komedo tidak bertambah dengan penggunaan produk ini. 1 botol tahan sekitar 2-3 bulan jadi itu cukup berharga.",positive,"['beli', 'toner', 'bagusmengandung', 'asam', 'salisilat', 'kelupas', 'kulit', 'hinga', 'cerah', 'ampbersinarwalaupun', 'tekstur', 'watery', 'tidak_wajah', 'kering', 'wajah', 'lembab', 'taponya', 'asa', 'bersihkomedo', 'tidak_hun', 'produk', 'botol', 'tahan', 'harga']"
4207,0,0,1,1,"selalu menyukai produk perawatan kulit yang berbau seperti teh hijau. aroma segar dan menenangkan. Lulur purbasari ini mudah didapatkan dimana saja, jadi jika anda ke luar kota dan ingin lulur pasti akan membeli produk ini.",positive,"['suka', 'produk', 'awat', 'kulit', 'bau', 'teh', 'hijauaroma', 'segar', 'menenangkanlulur', 'purbasari', 'mudah', 'dimana-mana', 'kota', 'lulur', 'beli', 'produk']"
2585,0,0,-1,0,"Ovale facial lotion dikatakan bisa membersihkan wajah dari sisa make-up, tapi menurut saya Ovale sangat menyakitkan di wajah karena sepertinya kandungan alkoholnya sangat tinggi. dan jika tidak sengaja terkena area mata, dijamin bisa membasuh area mata sehingga tidak mengiritasi. Saya tidak merekomendasikannya untuk mereka yang memiliki kulit sensitif karena pasti akan membuat iritasi",negative,"['ovale', 'facial', 'lotion', 'bersih', 'wajah', 'sisa', 'memakeup', 'ovale', 'sakit', 'wajah', 'kandung', 'alkohol', 'tingid', 'tidak_sengaja', 'kena', 'area', 'mata', 'jamin', 'basuh', 'area', 'mata', 'hinga', 'tidak_mengiritasisaya', 'tidak_memerekomendasika', 'milik', 'kulit', 'sensitif', 'iritasi']"
2871,0,0,1,1,"untuk pertama kali menggunakan produk ini langsung jatuh hati. Enak digunakan .. hanya daebak !!! suka banget pake .. pelembab bikin enak ... wanginya lembut, manfaatnya juga terasa ,, kulit lembab \ u2026. cepat kering \ u2026. kenyal seperti itu setelah menggunakan produk \ u2026. wajib coba ,,,, agar anda juga bisa merasakan sendiri manfaatnya",positive,"['kali', 'kuna', 'produk', 'langsung', 'jatuh', 'hatienak', 'daebak', 'suka', 'banget', 'pakai', 'pelembab', 'enak', 'wangi', 'lembut', 'manfatnya', 'asa', 'kulit', 'lembab', 'ucepat', 'kering', 'ukenyal', 'sete', 'kuna', 'produk', 'uwajib', 'coba', 'memanfat']"
4253,1,0,0,0,"jadi perawatan asam adalah andalan saya sekarang, karena efektif, dan harganya ... sangat terjangkau. produk sebelumnya yang saya pakai, dengan harga ekuivalen dengan Cosrx hanya mendapat kurang dari 10 ml: ') efektif menurut saya, karena saat saya aplikasikan sensasinya mirip dengan merk sebelahnya, sedikit hangat . tidak akan ada lagi komedo yang bermain di wajah kita jika kita rajin menggunakan ini. bukan untuk harian yaa, karena ini bukan toner, cukup dua sampai tiga kali seminggu. Saya bahkan belum terpikir untuk mencoba merek lain setelah mengetahui BHC Cosrx ini :)",positive,"['awat', 'asam', 'andal', 'efektif', 'harga', 'terjangkauproduk', 'belum_pakai', 'harga', 'ekuivalen', 'cosrx', 'ml', 'efektif', 'sat', 'aplikasi', 'sensasi', 'memerk', 'sebelah', 'hangat', 'tidak_komedo', 'main', 'wajah', 'rajin', 'kuna', 'inibukan', 'iya', 'bukan_toner', 'kali', 'mingusaya', 'belum_pikir', 'coba', 'merek', 'sete', 'memengetahu', 'bhc', 'cosrx']"
699,0,0,-1,0,"pada kulit berminyak tidak cocok. terasa lengket di wajah. Saya tidak pernah menggunakan ini, tapi saya tidak menghentikan satu tube sampai habis, masalahnya kulit saya kombinasi, kalau saya pakai jadi berminyak banget. Padahal setelah pakai gel tabir surya ini, saya juga pakai bedak tapi kulit wajah saya jadi lengket banget kalau saya pegang dengan jari tangan ... jadi saya hanya berani pakai ini kalau kulit saya kering, saya rasa & nbsp;",negative,"['kulit', 'minyak', 'tidak_cocokterasa', 'lengket', 'wajahsaya', 'tidak_kuna', 'tidak_henti', 'tube', 'habis', 'kulit', 'kombinasi', 'pakai', 'minyak', 'bangetpadahal', 'sete', 'pakai', 'gel', 'tabir', 'surya', 'pakai', 'bedak', 'kulit', 'wajah', 'lengket', 'banget', 'pegang', 'jari', 'tangan', 'berani', 'pakai', 'kulit', 'kering', 'menbsp']"
4753,0,1,0,1,pertama lihat body scrub ini..socked .. geezier..kpn gampang sekali mendapatkannya (+) gampang didapat (+) bungkusnya gede..jd tahan lama (+) baunya enak banget..wangi segar & amp; manis (+) lulurnya lembut ... membuatnya kering di kulit tapi efektif mengangkat sel kulit mati ... kulit menjadi halus & lembut ... (-) bagus untuk ukuran produk lokal..tp worthed ... sangat bagus & amp; enak (-) Sayangnya tidak ada parfum EDT atau EDP ... saya pasti beli karena baunya wangi ... ada body mist ... tapi body mist cepat lenyap,positive,"['lihat', 'body', 'scrub', 'inisocked', 'gezierkpn', 'gampang', 'mendapatkanya', 'gampang', 'bungkus', 'gedejd', 'tahan', 'bau', 'enak', 'bangetwangi', 'segar', 'ampmanis', 'lulur', 'lembut', 'kering', 'kulit', 'efektif', 'angkat', 'sel', 'kulit', 'mati', 'kulit', 'halus', 'lembut', 'bagus', 'ukur', 'produk', 'lokaltp', 'worthed', 'bagus', 'ampenak', 'sayang', 'tidak_parfum', 'edt', 'edp', 'beli', 'bau', 'wangi', 'body', 'mist', 'body', 'memist', 'cepat', 'lenyap']"
3501,0,0,1,0,"Saya salah satu orang yang cukup suka mencoba berbagai perawatan kulit, termasuk esensi. Saya sudah mencoba ukuran perjalanan produk ini, dan ini cukup berdampak pada wajah saya. Efek pertama adalah membersihkan, tapi lumayan, mungkin sebelum menggunakan perawatan kulit non-organik toksinnya dilepaskan. efeknya tidak seketika dalam beberapa kegunaan, namun ketika botol pertama (travel size) hampir habis maka akan tampak kulit lebih lembab dan bercahaya, serta lebih lembut dan tidak kusam. membeli kembali? Ya, produk semacam ini wajib dimiliki untuk merawat kulit muka saya. harga sepadan dengan setiap sen untuk kulitku.",positive,"['salah', 'orang-orang', 'suka', 'coba', 'awat', 'kulit', 'masuk', 'esensisaya', 'coba', 'ukur', 'jalan', 'produk', 'dampak', 'wajah', 'sayaefek', 'bersih', 'lumayan', 'belum_kuna', 'awat', 'kulit', 'nonorganik', 'toksinya', 'dilepaskanefeknya', 'tidak_gunan', 'botol', 'travel', 'size', 'habis', 'kulit', 'lembab', 'cahaya', 'lembut', 'tidak_kusamembeli', 'mbaliya', 'produk', 'wajib', 'milik', 'rawat', 'kulit', 'memuka-muka', 'sayaharga', 'sepadan', 'sen', 'kulit']"
1460,1,0,1,1,"Saya selalu menggunakan ini sebagai pengganti air biasa untuk campuran masker bedak. baunya sangat segar, dan tidak menyebabkan iritasi. Namun terkadang anda juga suka menggunakan ini jika wajah anda terlihat kusam atau tidak fresh, hasilnya akan lebih fresh dan harganya juga murah. suka!",positive,"['kuna', 'anti', 'air', 'campur', 'masker', 'bedakbaunya', 'segar', 'tidak_iritasinamun', 'kadang', 'suka', 'kuna', 'wajah', 'lihat', 'kusam', 'tidak_fresh', 'hasil', 'fresh', 'harga', 'murahsuka']"
1143,0,1,1,0,"Buttercup merupakan salah satu warna nude andalan yang pernah menjadi best seller dari lini kosmetik Gerrard. kemasannya bagus, mirip dengan kemasan lipstik mac matte retro tetapi dalam warna emas yang ramping. ukuran standar dan praktis untuk dipegang. Tekstur creamy matte, tidak membuat bibir kering. Warnanya soft coral yang warnanya sama persis dengan bibir saya, tidak terlihat seperti lipstik kalau dipakai. Saya mengakalinya dengan lip liner nude yang lebih tua dulu dan kemudian mengaplikasikan lipstik ini agar lebih terlihat warnanya. secara keseluruhan saya suka.",positive,"['butercup', 'rupa', 'salah', 'warna', 'nude', 'andal', 'best', 'selar', 'lini', 'kosmetik', 'gerardkemasanya', 'bagus', 'kemas', 'lipstik', 'mac', 'mate', 'retro', 'warna', 'emas', 'rampingukuran', 'standar', 'praktis', 'dipegangtekstur', 'creamy', 'mate', 'tidak_bibir', 'keringwarnanya', 'soft', 'coral', 'warna', 'persis', 'bibir', 'tidak_lihat', 'lipstik', 'dipakaisaya', 'akal', 'lip', 'liner', 'menude', 'tua', 'aplikasi', 'lipstik', 'lihat', 'warnanyasecara', 'suka']"
2795,1,0,1,0,"produk favorit saya memang dari lab! Saya sudah membeli kembali 2x, saya sangat suka Hydraluron. Sangat bagus untuk melapisi dengan serum lain karena teksturnya yang ringan, cepat dan tidak berminyak sama sekali. harganya juga terjangkau apalagi jika mendapat diskon.",positive,"['produk', 'favorit', 'labsaya', 'beli', 'suka', 'hydraluronsangat', 'bagus', 'lapis', 'serum', 'tekstur', 'ringan', 'cepat', 'tidak_minyak', 'sekaliharganya', 'jangkau', 'diskon']"
1135,0,0,1,1,"nyx paling laris menurut saya karena warnanya bisa digunakan untuk kulit putih dan coklat. membuat wajahku cerah. Yang saya suka dari nyx adalah dia tidak terlalu matte sehingga bibir tidak terlalu kering dan wangi, berbau seperti kue. suka",positive,"['nyx', 'laris', 'warna', 'kulit', 'putih', 'coklatmembuat', 'wajah', 'cerahyang', 'suka', 'nyx', 'tidak_mate', 'hinga', 'bibir', 'tidak_kering', 'wangi', 'bau', 'kuesuka']"
3239,0,0,1,0,"Bagi saya pecinta skincare yang mengandung ginseng, ini adalah essence yang sangat bagus. ginseng terkenal baik untuk memperbaiki tekstur kulit dan membuat kulit sehat, bercahaya dan kenyal. Minyak ampul ginseng liar ini mengandung 54,42% ekstrak organik ginseng liar. Saya hanya menggunakannya di malam hari, cukup 1 tetes. Aroma ginseng seperti aromaterapi membuat tidur nyenyak. Besok pagi bangun kulit lebih lembab, kenyal dan bercahaya.",positive,"['pecinta', 'skincare', 'andung', 'ginseng', 'esence', 'bagusginseng', 'kenal', 'baik', 'baik', 'tekstur', 'kulit', 'kulit', 'sehat', 'cahaya', 'kenyalminyak', 'ampul', 'ginseng', 'liar', 'andung', 'ekstrak', 'organik', 'ginseng', 'liarsaya', 'memengunaka', 'malam', 'tetesaroma', 'ginseng', 'aromaterapi', 'tidur', 'nyenyakbesok', 'pagi', 'bangun', 'kulit', 'lembab', 'kenyal', 'cahaya']"
2274,0,0,1,1,"Yang pertama penasaran, karena nama dan kemasannya yang berair biru terasa menyegarkan. saat saya pakai benar-benar terasa menyegarkan, tidak berbau aneh. tapi rasanya segar. cocok digunakan setelah seharian beraktivitas. sayangnya tambalan kering saya langsung menjaga kue ini, ngeri.",positive,"['penasaran', 'nama-nama', 'air', 'biru', 'asa', 'menyegarkansat', 'pakai', 'narbenar', 'asa', 'segar', 'tidak_bau', 'anehtapi', 'garcocok', 'sete', 'beraktivitasayangnya', 'tambal', 'kering', 'langsung', 'jaga', 'kue', 'ngeri']"
1376,0,0,1,0,"Saya telah menggunakan produk ini selama lebih dari 2 tahun, awalnya karena direkomendasikan oleh dokter kulit. Menurutnya, pitera dari sk-ii bagus untuk kulit sensitif saya. Ternyata cocok untuk kulit saya. Setelah perawatan wajah dengan losion bening, dilanjutkan dengan perawatan wajah esensi.",positive,"['kuna', 'produk', 'tahun-tahun', 'rekomendasi', 'dokter', 'kulitmenurutnya', 'pitera', 'ski', 'bagus', 'kulit', 'sensitif', 'sayaternyata', 'cocok', 'kulit', 'sayasete', 'awat', 'wajah', 'losion', 'bening', 'awat', 'wajah', 'esensi']"
225,-1,-1,-1,0,"Dari segi kualitas kemasannya saya kurang suka, karena tutupnya mudah terkelupas -_-, kalau dilihat bahannya seperti ini adalah physical sunblock artinya cocok untuk kulit berminyak ya. Saat diaplikasikan ada yang berbintik putih, tapi butuh waktu lama untuk menyatu dengan warna kulit, ini adalah jenis tabir surya yang kental dan tidak water proof. harganya juga mahal. secara keseluruhan saya tidak suka produk ini.",negative,"['segi', 'kualitas', 'suka', 'tutup', 'mudah', 'kelupas', 'lihat', 'baha', 'physical', 'sunblock', 'arti', 'cocok', 'kulit', 'minyak', 'yasat', 'aplikasi', 'bintik', 'putih', 'butuh', 'warna', 'kulit', 'jenis', 'tabir', 'surya', 'kental', 'tidak_water', 'profharganya', 'mahalsecara', 'tidak_suka', 'produk']"
1120,1,0,0,0,"Warnanya cenderung lebih pink dan lebih cerah dari san paulo, aku suka ituuuuuuu keduanya membuat wajahmu terlihat lebih segar dan cerah. Tapi entah kenapa aku lebih memilih San Paulo meski hehehe malah menggunakan beberapa warna. karena harganya yang terjangkau untuk pelajar, jadi kalian bisa membeli beberapa warna untuk saling menggantinya agar tidak bosan. tapi milan juga oke;)",positive,"['warna', 'cenderung', 'pink', 'cerah', 'san', 'paulo', 'suka', 'wajah', 'lihat', 'segar', 'cerahtapi', 'pilih', 'san', 'paulo', 'hehehe', 'kuna', 'warnakarena', 'harga', 'jangkau', 'pelajar', 'beli', 'warna', 'mengantinya', 'tidak_bosantapi', 'milan', 'oke']"
598,-1,1,0,0,"Tabir surya dari Sebamed ini bisa digunakan untuk wajah dan badan, tapi karena kalau dipakai di wajah, terasa sangat berminyak jadi fungsinya dialihkan untuk melindungi bagian belakang kaki. hehehe dari segi packaging lumayan praktis ya bentuknya tabung dengan tutup flapping dan sangat travel friendly. Teksturnya lumayan encer, agak berminyak kalau dipakai di wajah. Keunggulannya adalah sunblock ini memiliki SPF yang tinggi, jadi tidak perlu sering-sering dioleskan. cocok untuk aktivitas luar ruangan. produk ini juga tidak membuat wajah jadi breakout. harganya cukup mahal dan cukup mudah ditemukan di toko obat yang ada di mall.",neutral,"['tabir', 'surya', 'sebamed', 'wajah', 'badan', 'pakai', 'wajah', 'asa', 'minyak', 'fungsi', 'alih', 'lindung', 'kakihehehe', 'segi', 'packaging', 'lumayan', 'praktis', 'iya', 'bentuk', 'tabung', 'tutup', 'flaping', 'travel', 'friendlyteksturnya', 'lumayan', 'encer', 'minyak', 'pakai', 'wajahkeungulanya', 'sunblock', 'milik', 'spf', 'tingi', 'tidak_seringsering', 'dioleskancocok', 'aktivitas', 'ruanganproduk', 'tidak_wajah', 'breakoutharganya', 'mahal', 'mudah', 'temu', 'toko', 'obat', 'mal']"
