created_at,id_str,full_text,quote_count,reply_count,retweet_count,favorite_count,lang,user_id_str,conversation_id_str,username,tweet_url,processed,predicted_label,predicted_probability
Mon Jan 29 03:11:19 +0000 2024,1751805194185458121,@javierali @GOAL_ID turunin ekspektasi lu yg kita lawan kemarin langganan masuk pildun dan timnas ini baru masuk piala asia setelah 17 thn absen dan pertama kali masuk 16 besar. mainnya juga udah bagus kok kalo lu liat permainannya bukan skornya ya.,0,0,0,0,in,1503869374213816321,1751628731469475916,Lolipopjr12,https://twitter.com/Lolipopjr12/status/1751805194185458121,id turunin ekspektasi lu lawan kemarin langganan masuk pildun timnas masuk piala asia absen kali masuk besar-besar mainnya bagus lu lihat permainannya bukan skornya,Negatif,[0.89451957]
Mon Jan 29 03:07:36 +0000 2024,1751804255395262685,@lagilagibola Babak 1 pdhal timnas mainnya banyak nyerang ya...next game lbh baik,0,0,0,1,in,362512972,1751637218471628820,tarsiusfan,https://twitter.com/tarsiusfan/status/1751804255395262685,babak timnas mainnya menyerang yanext game,Negatif,[0.9461334]
Mon Jan 29 02:43:45 +0000 2024,1751798257012089086,Nggak berhenti bilang BANGGA ama Timnas sekarang. Skuad termuda di turnamen✅ Mainnya tidak menggambarkan peringkat FIFA sama sekali✅ Rekor dan sejarah baru terpecahkan✅ Struick kalau senyum manis banget✅ https://t.co/f4yvN3U5s9,0,1,0,10,in,1734496526,1751798257012089086,nar_niah,https://twitter.com/nar_niah/status/1751798257012089086,enggak berhenti bilang-bilang bangga timnas skuad termuda turnamen mainnya tidak menggambarkan peringkat fifa rekor sejarah terpecahkan struick senyum manis banget,Negatif,[0.95778054]
Mon Jan 29 02:28:02 +0000 2024,1751794299321397496,"Kalau ini sih, sesuai prediksi karena memang mainnya istimewa. Pengin banget Indonesia dilatih oleh sosok seperti Petar Segrt.  Dulu punya Ivan Kolev dan terbukti timnas tampil baik sekalipun cuma pakai pemain Divisi Utama alias liga lokal. https://t.co/gGVHyr7TgT",0,1,0,0,in,1223843532110061568,1746220644780351599,bungekocom,https://twitter.com/bungekocom/status/1751794299321397496,sesuai prediksi mainnya istimewa pengin banget indonesia dilatih sosok petar segrt ivan kolev terbukti timnas tampil pakai pemain divisi utama alias liga lokal,Negatif,[0.69246644]
Mon Jan 29 02:15:32 +0000 2024,1751791153354350948,"Tadi malam 7 pemain naturalisasi, 4 saya yg urus supaya cepat bisa main dalam waktu 8 bulan (cepatkan)...jd pemain timnas tidak hanya Liga 1 tapi juga pemain naturalisasi...dan semua td malam bagus mainnya...",1,5,0,1,in,99313322,1751791153354350948,AryaSinulingga,https://twitter.com/AryaSinulingga/status/1751791153354350948,malam pemain naturalisasi urus cepat main cepatkanjd pemain timnas tidak liga pemain naturalisasidan malam bagus mainnya,Positif,[0.9926882]
Mon Jan 29 02:14:21 +0000 2024,1751790857559450084,"Dari match semalem kredit khusus gw berikan ke Justin hubner dia di Babak pertama mainnya kelas banget dia bisa defense, dia bisa crossing, shooting, dia di tengah dah kek jadi leader banget kelas emang ni pemain. Masih heran dia lebih milih jadi pemain timnas #TimnasDay",0,0,0,1,in,1209705727196971008,1751790857559450084,sipalingcuek_,https://twitter.com/sipalingcuek_/status/1751790857559450084,match semalem kredit khusus gue justin hubner babak mainnya kelas banget defense crossing shooting deh kayak leader banget kelas pemain heran memilih pemain timnas,Negatif,[0.5849845]
Mon Jan 29 02:07:35 +0000 2024,1751789153262641603,"@Indostransfer Gol ke1 beruntung, gol ke2 kesalahan dari asnawi, gol 3 4 emang udah gaada semangat lagi mainnya timnas. Jadi bener apa kata sty permainan kita udah bagus tapi balik lagi keberuntungannya masih belum berpihak ke kita. Lawan australia bisa main kaki ke kaki aja udah salut saya.",0,0,0,5,in,1070505077708775425,1751766797664297192,gatauahdark,https://twitter.com/gatauahdark/status/1751789153262641603,gol beruntung gol kesalahan asnawi gol enggak ada semangat mainnya timnas apa-apa kata-kata sty permainan bagus keberuntungannya belum berpihak lawan australia main kaki kaki salut,Negatif,[0.9486671]
Mon Jan 29 02:03:48 +0000 2024,1751788199251497061,"@akankulepas @itsecondchance @nrdnmuh @mrdzputra Kesenioritasan juga menurut gua masi mending jordi yang udah punya pngalaman di eropa dan dia juga jdi kapten disna, jdi kalau untuk bawa pemain ya dari segi senioritas dan cara mainnya masi mending jordi dari pada fachrudin, buat apa bawa pemain senior di timnas tpi klo g main😭",0,1,0,0,in,813076052,1751590091334504945,mfrmdhn05,https://twitter.com/mfrmdhn05/status/1751788199251497061,kesenioritasan gua mending jordi pngalaman eropa kapten disna bawa-bawa pemain segi senioritas mainnya mending jordi fachrudin apa-apa bawa-bawa pemain senior timnas main,Negatif,[0.6187854]
Mon Jan 29 01:47:03 +0000 2024,1751783986219893133,"@virtualballers Kelas mainnya 1 tingkat dengan pemain lain Makanya msh angin2an timnas kita Coba semua setara Ivar &amp  Justin, rasanya tdk sulit Timnas bisa masuk kelas dunia.  PR PSSI msh sangat berat.",0,1,0,0,in,700958364260368385,1751607879831011510,Imronich,https://twitter.com/Imronich/status/1751783986219893133,kelas mainnya tingkat pemain anginan timnas coba setara ivar justin tidak sulit timnas masuk kelas dunia pr pssi berat,Negatif,[0.9685708]
Mon Jan 29 01:45:16 +0000 2024,1751783538561810805,"@GOAL_ID main lawan aussie keliatan bgt penetrasi attacknya oke, gua aja sampe bengong timnas indo mainnya kek klub eropa gini",0,0,0,0,in,1121957222982963200,1751628731469475916,buavitamengkudu,https://twitter.com/buavitamengkudu/status/1751783538561810805,id main lawan aussie banget penetrasi attacknya oke gua bengong timnas indonesia mainnya kayak klub eropa,Positif,[0.7008513]
Mon Jan 29 01:39:31 +0000 2024,1751782089333301287,"Gaji umr vs gaji 30-50jtan per bulan, ya putus jauh lah, timnas indonesia mah mending naturalisasi aja semuanya, soalnya pemain localnya kocak kocak. Ada yang bilang “gapapa kalah, indonesia mainnya udah bagus” goblouggg mana mainnya bagus kalau pegang bola aja masih bingung mau-",0,1,0,0,in,900758148633329664,1751782089333301287,Pacarcinaaa,https://twitter.com/Pacarcinaaa/status/1751782089333301287,gaji umr vs gaji jtan putus timnas indonesia mah mending naturalisasi pemain localnya kocak kocak bilang-bilang gapapa kalah indonesia mainnya bagus goblouggg mainnya bagus pegang bola bingung,Positif,[0.7533047]
Mon Jan 29 01:31:39 +0000 2024,1751780109995147492,yg pgn STY cabut ini nntn cara mainnya timnas taun2 sebelum blio masuk ga si wwkwk,0,1,0,0,in,95842406,1751780109995147492,joshuasuu,https://twitter.com/joshuasuu/status/1751780109995147492,pengin sty cabut menonton mainnya timnas blio masuk enggak wwkwk,Negatif,[0.990589]
Mon Jan 29 01:06:20 +0000 2024,1751773740814454790,@utdabout @idextratime Masih mending mainnya timnas daripada emyu sih. Nanti balik setelan pabrik lagi emyu,0,0,0,1,in,1037662523078541312,1751753585912942593,antarest18,https://twitter.com/antarest18/status/1751773740814454790,mending mainnya timnas emyu setelan pabrik emyu,Negatif,[0.85693455]
Mon Jan 29 01:05:33 +0000 2024,1751773543497683312,Terlepas dari hasil. Timnas mainnya keren pakai sangat. #STYSTAY https://t.co/ilv4UoVhVQ,0,0,0,2,in,289131039,1751773543497683312,amhierkhanza,https://twitter.com/amhierkhanza/status/1751773543497683312,terlepas hasil timnas mainnya keren-keren pakai,Positif,[0.9985825]
Mon Jan 29 00:40:29 +0000 2024,1751767232659771567,:apa saya aja yang liat timnas kalah tapi kok bangga liat mainnya #timnasday #AsianCup2023,0,0,0,1,in,385792308,1751767232659771567,hendrickghegen,https://twitter.com/hendrickghegen/status/1751767232659771567,apa-apa lihat timnas kalah bangga lihat mainnya,Positif,[0.784358]
Mon Jan 29 00:04:00 +0000 2024,1751758054696333652,"@GiaPratamaMD Terlepas dari kebobolan 4 goal, Indonesia mainnya asik banget asli, beda banget sama permainan timnas yang sudah sudah",0,0,0,0,in,845834149,1751584335940214959,amdtriyono,https://twitter.com/amdtriyono/status/1751758054696333652,terlepas kebobolan goal indonesia mainnya asik banget asli beda banget permainan timnas,Positif,[0.94769454]
Mon Jan 29 00:02:34 +0000 2024,1751757693734531357,"@SiaranBolaLive Indonesia tadi malam di babak 1 adalah timnas Indonesia terbaik yg pernah kulihat. mainnya asik bgt, bukan kaya timnas Indonesia sprti biasanya. walaupun kebobolan 2. tapi mereka terlalu keren untuk ranking 100 kesana. tinggal evaluasi aja",0,0,0,0,in,223501076,1751603888342671471,_vikrii,https://twitter.com/_vikrii/status/1751757693734531357,indonesia malam babak timnas indonesia terbaik kulihat mainnya asik banget bukan kayak timnas indonesia kebobolan keren-keren ranking kesana tinggal evaluasi,Positif,[0.9971922]
Sun Jan 28 23:06:39 +0000 2024,1751743618510119144,Menyelami timeline yang isinya pada bangga sama timnas walopun kalah dan ga lolos tapi emang mainnya udah keren bgtt. Sejauh ini belom liat tweet yang komen negatif sama skuad termuda di asian cup tapi bisa cetak sejarah lolos sampe ke 16 besar,0,0,0,0,in,1514543672729436161,1751743618510119144,martabakkejuzz,https://twitter.com/martabakkejuzz/status/1751743618510119144,menyelami timeline isinya bangga timnas walopun kalah enggak lolos mainnya keren-keren banget belum lihat tweet komen negatif skuad termuda asian cup cetak sejarah lolos besar-besar,Positif,[0.92013395]
Sun Jan 28 22:57:51 +0000 2024,1751741404496494991,"tp btw... nonton timnas yg skrg bikin candu bgt 😭 mainnya rapih, cantik, terstruktur, build up-nya satisfying, bagus dah pokonya! kenapa next match masih bulan mareeettt ini januari aja kaga abis-abis buseeeett 😭😭😭",0,0,0,0,in,2297437176,1751741404496494991,areumdamwoo,https://twitter.com/areumdamwoo/status/1751741404496494991,btw menonton timnas candu banget mainnya rapi cantik terstruktur build upnya satisfying bagus deh pokoknya next match mareeettt januari kagak abisabis buseeeett,Positif,[0.74483895]
Sun Jan 28 22:46:44 +0000 2024,1751738607688175742,@tvOneNews Pola mainnya sudah selevel Australia yg pernah ikut piala dunia .. sayang timnas masih umur muda .. tunggu 2-5 tahun mendatang ...,0,0,0,0,in,1653381513000656902,1751737953808965644,Fandi2783659388,https://twitter.com/Fandi2783659388/status/1751738607688175742,pola mainnya selevel australia piala dunia sayang timnas umur muda tunggu tahun-tahun,Positif,[0.91430485]
Sun Jan 28 22:32:35 +0000 2024,1751735046007144800,"Timnas mainnya udh enak, rapi, dan pede! Perkembangan yg bagus dan membanggakan. Heran ajaa sih klo masih ada yg nyinyir ke STY.  Satu2nya kritik hrsnya ttg PSSI yg belum bisa benerin liga nya. Selama Liga 1 blm bisa jadi gudang utk stok pemain timnas, naturalsiasi jd solusi",0,0,0,0,in,1236481678878507009,1751735046007144800,masreyhaan,https://twitter.com/masreyhaan/status/1751735046007144800,timnas mainnya enak rapi percaya diri perkembangan bagus membanggakan heran nyinyir sty satunya kritik pssi belum benerin liga liga belum gudang stok pemain timnas naturalsiasi solusi,Negatif,[0.96867096]
Sun Jan 28 21:04:12 +0000 2024,1751712805575938442,Timnas kalah tapi bisa se happy ini karena mainnya itu enak banget.  🇮🇩❤️,0,0,0,0,in,1067686972951429121,1751712805575938442,joshuafebriarys,https://twitter.com/joshuafebriarys/status/1751712805575938442,timnas kalah happy mainnya enak banget,Positif,[0.98773926]
Sun Jan 28 19:46:56 +0000 2024,1751693359167787188,"dari terakhir kali ngikutin timnas mungkin 4 tahun lalu terus ngikutin lagi tahun kemaren pas liat timnas ini makin keren aja mainnya sampe akhirnya ngikutin mereka sampe 16 besar. kerasa wow... udah lama ga kaya gini, seru dan bangga bgt liatnya apalagi dukungnya timnas sendiri.",0,1,0,0,in,1426174707657678848,1751693357162856468,backburfner,https://twitter.com/backburfner/status/1751693359167787188,kali mengikuti timnas tahun-tahun mengikuti tahun-tahun kemarin pas lihat timnas keren-keren mainnya mengikuti besar-besar kerasa wow enggak kayak seru bangga banget lihatnya dukungnya timnas,Positif,[0.9922355]
Sun Jan 28 19:38:06 +0000 2024,1751691135293247890,"@kompascom He..he..benarkan yg saya bilang lawan di 16 besar itu berat2,sdh tau permainannya msih jauh dari Australia msih sj main menyerang,hrusnya timnas mainnya bertahan sj gk usah berambisi untk ingin bnyk mencetak gol,nunggu serangan balik sj sampai babak ke 2 yg penting jgn masukan..!",0,0,0,1,in,1494762101474459648,1751684865232339353,Sofian42143091,https://twitter.com/Sofian42143091/status/1751691135293247890,hehebenarkan bilang-bilang lawan besar-besar beratsdh permainannya australia main menyeranghrusnya timnas mainnya bertahan enggak berambisi mencetak golnunggu serangan babak jangan masukan,Negatif,[0.9549558]
Sun Jan 28 18:37:52 +0000 2024,1751675979196711152,"kerennn pokoknya ttp keren, despite the result timnas bener2 nunjukkin mainnya kerennn",0,0,0,0,in,1065168387083390976,1751675979196711152,sunfvalenbies,https://twitter.com/sunfvalenbies/status/1751675979196711152,keren pokoknya keren-keren despite the result timnas nunjukkin mainnya keren,Positif,[0.9991758]
Sun Jan 28 18:31:04 +0000 2024,1751674269283803482,harusnya kalian pada masih kebawa vibes yg positif abis nonton Timnas tadi walaupun kalah tapi tetap bukan kecewa yg mainnya ancur dan masa depan cerah. masa tadi baru 2-2 aja udh ngomel2 gile ni United fans have no chill😂,0,0,0,0,in,571621755,1751674269283803482,addicted2mosh,https://twitter.com/addicted2mosh/status/1751674269283803482,terbawa vibes positif habis menonton timnas kalah bukan kecewa mainnya hancur cerah ngomel gila united fan have no chill,Negatif,[0.96942973]
Sun Jan 28 18:11:20 +0000 2024,1751669303131459612,"Ga nonton timnas, penasaran. Nonton timnas, stres.  Tapi meski ketinggalan 1-0, kayak ga berasa nonton Indonesia. Mainnya keren.",0,0,0,0,in,39370252,1751669303131459612,adhityamulya,https://twitter.com/adhityamulya/status/1751669303131459612,enggak menonton timnas penasaran menonton timnas stres ketinggalan kayak enggak berasa menonton indonesia mainnya keren-keren,Positif,[0.99327093]
Sun Jan 28 17:56:22 +0000 2024,1751665532628087084,"nt, tpi mainnya timnas udah oke banget sebenarnyaa, kurang finishing doang, next pasti lebih gacor🔥",0,0,0,0,in,1297797876974645248,1751665532628087084,ambitiounman,https://twitter.com/ambitiounman/status/1751665532628087084,mainnya timnas oke banget sebenarnyaa finishing doang next gacor,Positif,[0.59867835]
Sun Jan 28 17:50:07 +0000 2024,1751663960477331914,"@idextratime @bliblidotcom secara keseluruhan permainan timnas kita udah bagus. cuma yang perlu di perbaiki lagi cuma di bagian striker, gelandang, bek dan kiper aja.. selain itu udah bagus mainnya.",0,0,0,0,in,1379535352512139265,1751600630949613964,orang_terdalam,https://twitter.com/orang_terdalam/status/1751663960477331914,permainan timnas bagus perbaiki striker gelandang bek kiper bagus mainnya,Negatif,[0.703095]
Sun Jan 28 17:41:49 +0000 2024,1751661874603782596,"@gery_nasan setuju gua bang, terharu bgt bisa liat timnas mainnya rapi bgt apalagi babak pertama, kek ga nyangka ini timnas nih main kek gini?"" saking dlu sering bgt liat klo main asal crossing. indonesia udh the next level sih, levelnya udh asia bukan asean lgi""",0,0,0,0,in,1203283825926627332,1751604830853013541,sukasukamileah,https://twitter.com/sukasukamileah/status/1751661874603782596,nasan setuju gua bang terharu banget lihat timnas mainnya rapi banget babak kayak enggak menyangka timnas main kayak saking banget lihat main crossing indonesia the next level levelnya asia bukan asean,Positif,[0.7164351]
Sun Jan 28 17:36:09 +0000 2024,1751660446476829092,"Ucapan terima kasih Coach Shin Tae-yong untuk Timnas Indonesia di laga 16 besar vs Australia.    STY singgung gol bundir Elkan Baggot. Tapi Asnawi, Shayne, Struick, Ernando cs mainnya tak juga buruk!  #BeritainBola #AsianCup2023 #PialaAsia2023 #TimnasIndonesia #TimnasDay #STYSTAY https://t.co/GgoPcG9RSq",3,0,0,4,in,1574061914396979202,1751660446476829092,beritainbola,https://twitter.com/beritainbola/status/1751660446476829092,ucapan terima kasih coach shin taeyong timnas indonesia laga besar-besar vs australia sty singgung gol bundir elkan baggot asnawi shayne struick ernando cs mainnya buruk,Negatif,[0.70952356]
Sun Jan 28 17:34:05 +0000 2024,1751659927591104605,"@MafiaWasit Psti bnyak yg kegocek  Tpi klo flashback make format edisi sblm'nya, timnas kita mentok di grup jg soalnya g make peringkat 3 terbaik 🤭 Tpi congrats buat timnas td, walaupun kalah mainnya bs ngasih perlawanan ke Australi""",0,0,0,0,in,2394896934,1751599626833309874,moechaaliem,https://twitter.com/moechaaliem/status/1751659927591104605,kegocek flashback memakai format edisi timnas mentok grup memakai peringkat terbaik congrats timnas kalah mainnya mengasih perlawanan australi,Negatif,[0.838665]
Sun Jan 28 17:33:12 +0000 2024,1751659705590796470,"Cok timnas udah kalah anjggg, mainnya kapan😭",0,0,0,0,in,1614976785825009665,1751659705590796470,semangka_rebus,https://twitter.com/semangka_rebus/status/1751659705590796470,cok timnas kalah anjggg mainnya,Negatif,[0.88904226]
Sun Jan 28 17:31:09 +0000 2024,1751659189905338458,"Gapapa ini mainnya udah lebih baik kok, timnas cuma butuh finishing hebat aja sama harus lebih tenang lagi pas pegang bola.",0,0,0,1,in,413025762,1751659189905338458,IlhamFajarrr_,https://twitter.com/IlhamFajarrr_/status/1751659189905338458,gapapa mainnya timnas butuh finishing hebat tenang pas pegang bola,Positif,[0.92692655]
Sun Jan 28 17:27:38 +0000 2024,1751658305439801748,"@ainurohman saya td nonton live streaming, gila gue kira pertandingan klub luar apa gitu, taunya itu timnas, mainnya udah berubahz gak grasak grusuk lg, perlahan2 udah mulai rapi, berani pegang bola, semoga selalu kek gini timnas mainnya atau klo bisa lebih bagus lg",0,0,0,0,in,946673062732292096,1751581818380591553,Last__Sword,https://twitter.com/Last__Sword/status/1751658305439801748,menonton live streaming gila gue pertandingan klub apa-apa taunya timnas mainnya berubahz enggak grasak grusuk perlahan rapi berani pegang bola semoga kayak timnas mainnya bagus,Positif,[0.9400522]
Sun Jan 28 17:27:36 +0000 2024,1751658294643765327,@barcastuff_idn Kecocokannya 50:50 ini. Flick di timnas Jerman sangat possession tapi minim gol karena kebanyakan muter + gak punya striker tajam. Di Bayern mainnya lebih direct + gegenpressing karena gelandang sama fullback cover areanya luas.,0,0,0,5,in,2372214760,1751641057744548170,PriaPemurung,https://twitter.com/PriaPemurung/status/1751658294643765327,idn kecocokannya flick timnas jerman possession minim gol kebanyakan muter enggak striker tajam bayern mainnya direct gegenpressing gelandang fullback cover areanya luas,Negatif,[0.7157217]
Sun Jan 28 17:23:54 +0000 2024,1751657365362090479,"terimakasih sudah berjuang , kami bangga , liat timnas main skrang excited banget krna mainnya udh bgus bgt dan udah kuat utk ngelawan negara² besar, semoga cepat kita bisa main di piala dunia, aamiinn.  #STYSTAY  #FORZAGARUDA",0,0,0,0,in,1061183770991063041,1751657358760268057,jhn__26,https://twitter.com/jhn__26/status/1751657365362090479,terimakasih berjuang bangga lihat timnas main excited banget mainnya bagus banget kuat melawan negara besar-besar semoga cepat main piala dunia aamiinn,Positif,[0.99858385]
Sun Jan 28 17:05:09 +0000 2024,1751652647592231241,Terima kasih timnas kami bangga Mainnya bagus walaupun harus kalah  #TimnasIndonesia https://t.co/10bwQ8Afks,0,2,1,1,in,1434799128630816770,1751652647592231241,bgstngab,https://twitter.com/bgstngab/status/1751652647592231241,terima kasih timnas bangga mainnya bagus kalah,Positif,[0.9979435]
Sun Jan 28 16:09:48 +0000 2024,1751638716526047280,"liat highlite nya di Yt benenrya timnas Indonesia gak jelek2 amat mainnya, tp finishingnya yg jelek.. dan tentu saja masih kalah kelas sama Australia..",0,0,0,0,in,1402742474,1751638716526047280,TheMornin9,https://twitter.com/TheMornin9/status/1751638716526047280,lihat highlite yt benenrya timnas indonesia enggak jelek mainnya finishingnya jelek kalah kelas australia,Negatif,[0.9825142]
Sun Jan 28 16:02:39 +0000 2024,1751636915475120277,"asnawi kan dari dulu mainnya modal semangat sama ngeyel doang, tapi timnas udah ga butuh karena udah ada yang lebih ngeyelnya berkelas, yaitu Hubner",0,0,0,0,in,1038031505535062016,1751636915475120277,faqihlubis,https://twitter.com/faqihlubis/status/1751636915475120277,asnawi mainnya modal semangat ngeyel doang timnas enggak butuh ngeyelnya berkelas hubner,Negatif,[0.93497556]
Sun Jan 28 15:51:31 +0000 2024,1751634114602774778,@a_celup sama tp gpp tadi timnas mainnya udah bagus,0,0,0,0,in,1414269121496195077,1751629961587519559,jauhicicak,https://twitter.com/jauhicicak/status/1751634114602774778,celup enggak apa-apa timnas mainnya bagus,Positif,[0.9296844]
Sun Jan 28 15:49:37 +0000 2024,1751633638712840447,"Mainnya udah bagus bgt semenjak dipegang Shin Tae Yong, walaupun kalah tapi jelas ada kemajuan pesat di squad timnas sekarang. Kontrak STY harus diperpanjang!",0,0,0,0,in,1139179865968537600,1751633638712840447,fandifach,https://twitter.com/fandifach/status/1751633638712840447,mainnya bagus banget semenjak dipegang shin tae yong kalah jelas-jelas kemajuan pesat squad timnas kontrak sty diperpanjang,Positif,[0.7187376]
Sun Jan 28 15:49:06 +0000 2024,1751633505401139415,"Apresiasi setinggi-tingginya buat pemain, pelatih, dan seluruh official Timnas Indonesia di #AsianCup2023   Mainnya udah keren banget, tinggal dipoles terus dan pertahanin pelatih.",0,0,0,0,in,207482840,1751633505401139415,sofyanaghfar,https://twitter.com/sofyanaghfar/status/1751633505401139415,apresiasi setinggitingginya pemain pelatih official timnas indonesia mainnya keren-keren banget tinggal dipoles pertahanin pelatih,Positif,[0.9944791]
Sun Jan 28 15:48:27 +0000 2024,1751633341449965822,"@tirta_cipeng piala asia kali ini selain timnas mainnya apik, cipeng dapat temen baru dari iraq gara gara eti abu lahab",0,0,0,1,in,1274014646190526465,1751614247468159161,aaquariots,https://twitter.com/aaquariots/status/1751633341449965822,cipeng piala asia kali timnas mainnya apik cipeng teman iraq gara-gara gara-gara eti abu lahab,Negatif,[0.9914595]
Sun Jan 28 15:43:29 +0000 2024,1751632091996193079,"Puas bgt liat mainnya. Lumayan bisa ngimbangin dalam hal 'create chances'  Australia cuma 4 on target. Empat-empatnya jadi gol  Siapa yang paling banyak bisa maksimalin peluang, Maka dia lah yang bakal lebih banyak cetak.  📸Com'n Indonesia  #timnas #timnasday #AsianCup2023 https://t.co/R7EkEqsCKA",0,0,0,0,in,1588025231381516289,1751632091996193079,galeri_bola_,https://twitter.com/galeri_bola_/status/1751632091996193079,puas banget lihat mainnya lumayan ngimbangin create chances australia on target empatempatnya gol maksimalin peluang cetak comn indonesia,Positif,[0.9829624]
Sun Jan 28 15:42:45 +0000 2024,1751631907069239711,"Walau tersingkir tetep bikin bangga, mainnya gokil abis. Sampai ketemu di Piala Asia 2027  #LAzoneID #SeeThingsDifferently #AFC2024 #Indonesia #Australia #Timnas #TimnasDay #AsianCup2023 https://t.co/VDIbPwYdHo",0,0,0,1,in,15205600,1751631907069239711,LAZoneid,https://twitter.com/LAZoneid/status/1751631907069239711,tersingkir bangga mainnya gila habis ketemu piala asia,Positif,[0.955335]
Sun Jan 28 15:39:27 +0000 2024,1751631080518738064,@erickthohir Tolong pertahankan STY ya pak. Saya benar-benar melihat potensi besar timnas Indonesia dibawah binaan STY. Mainnya udah naik kelas jauh banget dibandingkan dulu.,0,0,0,0,in,1410153814993211393,1751608662886637675,cutieeboo__,https://twitter.com/cutieeboo__/status/1751631080518738064,tolong pertahankan sty benarbenar potensi besar-besar timnas indonesia dibawah binaan sty mainnya kelas banget dibandingkan,Positif,[0.85547143]
Sun Jan 28 15:35:57 +0000 2024,1751630197907218456,RAYA OUTFIT IDEAS🩶😍  melahirkan tidak dosa arhan asnawi mainnya besok senin nissan stadium piala dunia bakpia gamon australia struick enhypen cisauk timnas day lucas elkan bradley permainan bung towel rony parulian,0,0,0,0,in,1146393956978065408,1751630197907218456,wintersweettae,https://twitter.com/wintersweettae/status/1751630197907218456,raya outfit ideas melahirkan tidak dosa arhan asnawi mainnya besok senin nissan stadium piala dunia bakpia gamon australia struick enhypen cisauk timnas day lucas elkan bradley permainan towel rony parulian,Negatif,[0.8214612]
Sun Jan 28 15:21:23 +0000 2024,1751626530068001177,"@The_RedsIndo Jersey yang dipake Liverpool vs Norwich, sama-sama pake baju merah-merah vs kuning-ijo, nah andaikan timnas Indonesia tadi vs australia mainnya sama kaya Liverpool begini, nah Indonesia itu Liverpool merah-merah, Australia itu Norwich pake baju kuning-ijo.. aaah andaikan begini😭",0,1,0,0,in,229791884,1751625956719263900,DavidAriefUSA,https://twitter.com/DavidAriefUSA/status/1751626530068001177,redsindo jersey dipakai liverpool vs norwich samasama pakai baju merahmerah vs kuningijo andaikan timnas indonesia vs australia mainnya kayak liverpool indonesia liverpool merahmerah australia norwich pakai baju kuningijo aaah andaikan,Positif,[0.8768245]
Sun Jan 28 15:20:41 +0000 2024,1751626353970229378,"timnas mainnya jelek, udah itu aja",0,0,0,0,in,1251824418822729728,1751626353970229378,nunes_ong,https://twitter.com/nunes_ong/status/1751626353970229378,timnas mainnya jelek,Negatif,[0.93310976]
Sun Jan 28 15:20:17 +0000 2024,1751626256574263799,"@__minchoitabin ga ada yg bilang pdhl yg hujat arhan semua fans shayne ,punten ya mba zainab 😂😂😂  saya mah dukung semua pemain timnas yg mainnya dijalan yg benar,bkn cm arhan,ga benci jg sm shayne ,mlh seneng mereka berdua akur bgt",0,1,0,9,in,987111296876204033,1751615944856879412,oktavyaptr,https://twitter.com/oktavyaptr/status/1751626256574263799,minchoitabin enggak bilang-bilang hujat arhan fan shayne punten mbak zainab mah dukung pemain timnas mainnya dijalan benarbkn arhanga benci shayne senang berdua akur banget,Negatif,[0.7379062]
Sun Jan 28 15:15:08 +0000 2024,1751624960001609742,"Istana Senggol SBY dan Megawati, Timnas AMIN Sindir Jokowi: Emang Boleh Korbankan Negara untuk Kepentingan Anaknya?  Ini Indonesia Mainnya Terong Arhan Asnawi Struick Shayne Ernando Elkan Australia Liga 1  #AsianCup2023📷 #TimnasDay #BandungLautanAmin https://t.co/dz6hHR4cs9",0,0,0,0,in,1677533355909472258,1751624960001609742,Novi_Pujayanti,https://twitter.com/Novi_Pujayanti/status/1751624960001609742,istana senggol surabaya megawati timnas amin sindir jokowi korbankan negara kepentingan anaknya indonesia mainnya terong arhan asnawi struick shayne ernando elkan australia liga,Negatif,[0.5184095]
Sun Jan 28 15:12:57 +0000 2024,1751624410975584512,"Sayang Timnas Indonesia kalah, padahal mainnya udah bagus tuh.",0,0,0,0,in,849402408971141120,1751624410975584512,TEBAR_PES0NA,https://twitter.com/TEBAR_PES0NA/status/1751624410975584512,sayang timnas indonesia kalah mainnya bagus,Positif,[0.8876599]
Sun Jan 28 15:10:49 +0000 2024,1751623872041115741,@Info_SerieA Bahkan timnas primavera aja gk kaya gini mainnya 😁,0,0,0,0,in,1608742460615950338,1751570015600742438,DarwinWitan123,https://twitter.com/DarwinWitan123/status/1751623872041115741,seriea timnas primavera enggak kayak mainnya,Negatif,[0.9531978]
Sun Jan 28 15:05:46 +0000 2024,1751622602312028427,"@bahaspemainbola @erickthohir Sejak main di piala asia timnas Indonesia, baru malam ini mainnya sangat kerenn",0,0,0,0,in,1552646188033142787,1751603617990349081,AgustinusLan,https://twitter.com/AgustinusLan/status/1751622602312028427,main piala asia timnas indonesia malam mainnya keren,Positif,[0.9961019]
Sun Jan 28 14:59:59 +0000 2024,1751621144539734171,"@budibongg Kalah menang biasa uncle, tapi tadi mainnya timnas sungguh luar biasa, walaupun kalah tali saya tetep bangga sama Timnas Indonesia🥰",0,0,0,0,in,1739995121154969600,1751620197776285908,girllucky128884,https://twitter.com/girllucky128884/status/1751621144539734171,kalah menang uncle mainnya timnas sungguh kalah tali bangga timnas indonesia,Positif,[0.6573186]
