full_text,processed,predicted_label,predicted_probability_netral,predicted_probability_negatif,predicted_probability_positif
"@SiaranBolaLive STY OUT SIH GW GA BAKAL NONTON TIMNAS LAGI APALAGI KLAU PELATIHNYA LOKAL HADUH UDH GA BERES DEH, GW SIH MIKIR NANTI NATURALISASI YG MAINNYA OKE MALAH GA DAPAT MAIN, MALAH LOKAL PRET SEMUA YG KURANG MENJANJIKAN, SKIP NONTON TIMNAS GW",sty out gue tonton timnas latih lokal aduh beres deh gue mikir naturalisasi main oke main lokal pret janji skip tonton timnas gue,Negatif,0.011818882,0.8938368,0.09434438
"@idextratime Gue ga terlalu ngikutin mainnya timnas si, cuma beberapa kali emg nonton TAPI AJG BGT EMG YG NGATA²IN SHAYNE KEMAREN, apalagi yg smpe blg² mending mainin arhan"" Halah pantek, diliat dulu cok lawannya siapa gblk😭🙏 Emosi sm fans² buciners ini🙏🙏""",gue main timnas kali tonton ajg banget katai shayne kemarin mending mainin arhan halah pantek lihat cok lawan gblk emosi fan buciners,Negatif,0.06880875,0.71344805,0.21774322
"@_BangFu Udah tua kok ga tau kualitas liga 1 kek mana,hadehhh Emg ga berapa ya sekarang timnas mainnya jauh lebih oke dr sebelum2nya?",bangfu tua kualitas liga kayak manahadehhh timnas main oke,Negatif,0.0388454,0.83923006,0.12192452
Nih liat pembenci sty &amp  yg ga support timnas. Bukti yg paham bola itu tau sty itu berkelas cuy. Mainnya timnas aja beda &amp  berkelas gitu. Dan yg mau hire sty bukan negara dri asean. Dikira sty ga laku lagi gara2 ngelatih timnas rank 145 😒  Klean2 yg ga percaya proses mending diem,lihat benci sty support timnas bukti paham bola sty kelas cuy main timnas beda kelas hire sty negara asean sty laku gara-gara ngelatih timnas rank klean percaya proses mending diam,Negatif,0.24353784,0.46135727,0.29510486
"@StreliziaxAlpha @anakodok2009 @UpdateBolabola Nih gue serius bentar yak. Gak usah diladenin panjang2, ngabisin tenaga lu doang, serius dah. Orang kayak gitu patokannya cuman statistik sama skor, tok!   Orang klo tiap hari nonton bola &amp  sering main bola di real life, tetep bakalan bisa notice kalo timnas kita mainnya oke.",gue serius bentar laden ngabisin tenaga lu doang serius deh orang kayak patok cuman statistik skor tok orang tonton bola main bola real life notice timnas main oke,Negatif,0.0030489576,0.961597,0.035354044
"@anakodok2009 @PokoknyaItuDahh @UpdateBolabola Lah lucu ni orang, lu lihat full gak sih mainnya timnas di afc? Enak mana umpan2 pendek dg longball jaman sblm sty? Selama fase grup timnas main bagus skema build upnya, gol marselino contohnya. Kita emg minus di finishing dan STY yang bawa timnas dari ranj 173 ke 142",lucu orang lu lihat full main timnas afc enak umpan pendek longball jaman sty fase grup timnas main bagus skema build upnya gol marselino contoh minus finishing sty bawa timnas ranj,Negatif,0.052494798,0.61830336,0.32920188
"@makanbolaID Semenjak gagalnya Piala Dunia U20, gw jadi ngga suka Hokky, ditambah dia mainnya jelek, jadi sebel setiap liat nama dia masuk timnas terus disisi lain, gw jadi penasaran ini bocah bikin gw terpesona, sialnya ngga pernah terjadi.",semenjak gagal piala dunia gue suka hokky main jelek sebel lihat nama masuk timnas sisi gue penasaran bocah gue pesona sial,Negatif,0.0072300043,0.95920855,0.033561405
Assalamualaikum tetangga🙏🏼😵 shock ketjil ada pemain timnas yg org Boyolali. Mana main di persija pulak. MANA KULIAH DI UTP😭😭 WOW SHOCK. Kurang jauh sekali sy mainnya https://t.co/XfKSyLBnW3,assalamualaikum tetangga shock ketjil main timnas orang boyolali main persija kuliah utp wow shock main,Negatif,0.0034597851,0.98245645,0.0140838325
@zxdnee HDH SEDIH TP GUE SIH TETEP BANGGA KRN TIMNAS MAINNYA UDH OK😁,hdh sedih gue bangga timnas main ok,Negatif,0.116418354,0.58474314,0.29883856
@Torabikaaduo @CoachJustinL takutnya dari pihak sty ngerasa ga di hargai dan juga nanti ditakutkan skuad u-23 mainnya ga secakep timnas senior. lu tau sendiri lah di negara yang namanya indonesia ini banyak orang yang cuma liat hasil doang.,takut sty harga takut skuad main cakep timnas senior lu negara nama indonesia orang lihat hasil doang,Negatif,0.063274264,0.827123,0.10960269
"Selama ini gue adalah orang yang masa bodo dengan statistik dan mementingkan hasil akhir. Tapi semalem pas nonton timnas meskipun hasil akhirnya hancur, tapi ngeliat mainnya dan statistiknya ada rasa haru dan bangga dengan tim ini.",gue orang bodo statistik hasil semalem pas tonton timnas hasil hancur lihat main statistik bangga tim,Negatif,0.009120221,0.96626115,0.02461861
"@hasyimmah Iya sih, banyak gol bunuh dirinya. Tapi kemarin timnas mainnya bagus bgt, cuma gak menang. Ya kaya emyu sih 😭",iya gol bunuh kemarin timnas main bagus banget menang kayak emyu,Negatif,0.004826415,0.8930563,0.10211733
"@hatuejawa @SiaranBolaLive @Bolalob Kalo ada yg ketawa liat mainnya timnas tadi malem, fix ga ngerti bola.",ketawa lihat main timnas malam fix erti bola,Negatif,0.12619416,0.7719722,0.10183368
"@TimnasIndonesia Seumur2 nonton timnas baik secara langsung maupun tv, baru era ini ngeliat timnas mainnya cantik dan terarah cuma kurang striker tajam..  Salut dan bangga",umur tonton timnas langsung tv era lihat timnas main cantik arah striker tajam salut bangga,Negatif,0.21771145,0.43193915,0.3503494
"@AldenBenny @SiaranBolaLive Dapat penalti itu krn tim nyerang, bukan diem aja tiba2 dikasi penalti sama wasit?  Nonto full match kmrn kan? Lihat gmn timnas mainnya spt apa?",penalti tim serang diam kasi penalti wasit nonto full match kemarin lihat timnas main,Negatif,0.11822631,0.73365885,0.14811486
"@yanangPras @syariiifS Gg mainnya wak, sepanjang sejarah aku hidup gak pernah liat Timnas main mewah kayak gt. Kalo dlu Longball adalah jalan ninjaku.",main wak sejarah hidup lihat timnas main mewah kayak longball jalan ninjaku,Negatif,0.1393572,0.6095044,0.25113836
"Tapi setelah liat Match lawan Argentina, jujur rasa optimis saya naik lagi. Timnas saat itu mainnya solid &amp  kompak banget, keliatan banget semangat juangnya (keliatan gak mau dibantai sama Juara Dunia).",lihat match lawan argentina jujur optimis timnas main solid kompak banget lihat banget semangat juang lihat bantai juara dunia,Negatif,0.0085639935,0.62822187,0.36321416
"@SiaranBolaLive Gw biasanya klo timnas dah ketinggalan 1-0 dah pesimis, malas nonton, tdi malam entah knp nonton sampe 3-0 njir menit 90. Enak aja gitu liat mainnya berasa nontonin liverpool era gegenpressing awal, ngotot dan emg bola dikuasai. Meski lini tengah dan depan kek ada gap terputus",gue timnas deh tinggal deh pesimis malas tonton malam tonton anjir menit enak lihat main asa nontonin liverpool era gegenpressing ngotot bola asai lini kayak gap putus,Negatif,0.060401972,0.7491272,0.19047083
"@AfifFuadS Yang dia bilang objektif sih. Emg timnas jelek bgt mainnya. Lolos jalur hoki, menang sekali karna pinalti dan kartu merah. sisanya nguber pantat, Gaada fighting spiritnya. Gak malu sama malaysia bisa nahan tim sekelas korsel wlupn gak lolos 16bsr?",objektif timnas jelek banget main lolos jalur hoki menang pinalti kartu merah sisa nguber pantat enggak ada fighting spirit malu malaysia tahan tim kelas korsel wlupn lolos bsr,Negatif,0.0016476571,0.98843515,0.009917187
"Pertama kali ngeliat timnas Indonesia mainnya percaya diri, penuh determinasi, mental pantang menyerah. Cmn belum rezekinya aja buat melaju. 👍",kali lihat timnas indonesia main percaya penuh determinasi mental pantang serah cuman rezeki laju,Negatif,0.12745652,0.68410313,0.1884404
"@cco_archive @gberrei @Indostransfer Ngapain nyerempet ama Oman, lhaa mereka aja mainnya pekok msak mau ngarep lolos 🤣 Posisi lagi nyari gol aja pemainnya pda lemes, mnding timnas kita lah yg lolos",archive kapai nyerempet om lhaa main msak harap lolos posisi cari gol main lemes mending timnas lolos,Negatif,0.012775356,0.9524878,0.034736775
"Kalau ini sih, sesuai prediksi karena memang mainnya istimewa. Pengin banget Indonesia dilatih oleh sosok seperti Petar Segrt.  Dulu punya Ivan Kolev dan terbukti timnas tampil baik sekalipun cuma pakai pemain Divisi Utama alias liga lokal. https://t.co/gGVHyr7TgT",sesuai prediksi main istimewa pengin banget indonesia latih sosok tar segrt ivan kolev bukti timnas tampil pakai main divisi utama alias liga lokal,Negatif,0.11261648,0.62563735,0.2617462
"Dari match semalem kredit khusus gw berikan ke Justin hubner dia di Babak pertama mainnya kelas banget dia bisa defense, dia bisa crossing, shooting, dia di tengah dah kek jadi leader banget kelas emang ni pemain. Masih heran dia lebih milih jadi pemain timnas #TimnasDay",match semalem kredit khusus gue ikan justin hubner babak main kelas banget defense crossing shooting deh kayak leader banget kelas main heran pilih main timnas,Negatif,0.0013372658,0.7758827,0.22277999
"@akankulepas @itsecondchance @nrdnmuh @mrdzputra Kesenioritasan juga menurut gua masi mending jordi yang udah punya pngalaman di eropa dan dia juga jdi kapten disna, jdi kalau untuk bawa pemain ya dari segi senioritas dan cara mainnya masi mending jordi dari pada fachrudin, buat apa bawa pemain senior di timnas tpi klo g main😭",senioritas gua mending jordi pngalaman eropa kapten disna bawa main segi senioritas main mending jordi fachrudin bawa main senior timnas main,Negatif,0.029155077,0.87827045,0.092574425
"@virtualballers Kelas mainnya 1 tingkat dengan pemain lain Makanya msh angin2an timnas kita Coba semua setara Ivar &amp  Justin, rasanya tdk sulit Timnas bisa masuk kelas dunia.  PR PSSI msh sangat berat.",kelas main tingkat main angin timnas coba tara ivar justin sulit timnas masuk kelas dunia pr pssi berat,Negatif,0.08266694,0.74450755,0.17282553
"@GOAL_ID main lawan aussie keliatan bgt penetrasi attacknya oke, gua aja sampe bengong timnas indo mainnya kek klub eropa gini",id main lawan aussie lihat banget penetrasi attacknya oke gua bengong timnas indonesia main kayak klub eropa,Negatif,0.10114262,0.6478217,0.25103563
"Gaji umr vs gaji 30-50jtan per bulan, ya putus jauh lah, timnas indonesia mah mending naturalisasi aja semuanya, soalnya pemain localnya kocak kocak. Ada yang bilang “gapapa kalah, indonesia mainnya udah bagus” goblouggg mana mainnya bagus kalau pegang bola aja masih bingung mau-",gaji umr vs gaji jtan putus timnas indonesia mah mending naturalisasi main localnya kocak kocak gapapa kalah indonesia main bagus goblouggg main bagus pegang bola bingung,Negatif,0.17438142,0.4581054,0.36751318
yg pgn STY cabut ini nntn cara mainnya timnas taun2 sebelum blio masuk ga si wwkwk,pengin sty cabut tonton main timnas blio masuk wwkwk,Negatif,0.3192315,0.42681417,0.25395432
@utdabout @idextratime Masih mending mainnya timnas daripada emyu sih. Nanti balik setelan pabrik lagi emyu,mending main timnas emyu setel pabrik emyu,Negatif,0.069411024,0.76867014,0.16191888
harusnya kalian pada masih kebawa vibes yg positif abis nonton Timnas tadi walaupun kalah tapi tetap bukan kecewa yg mainnya ancur dan masa depan cerah. masa tadi baru 2-2 aja udh ngomel2 gile ni United fans have no chill😂,bawa vibes positif habis tonton timnas kalah kecewa main hancur cerah ngomel gila united fan have no chill,Negatif,0.02731556,0.9211337,0.051550765
"@gery_nasan setuju gua bang, terharu bgt bisa liat timnas mainnya rapi bgt apalagi babak pertama, kek ga nyangka ini timnas nih main kek gini?"" saking dlu sering bgt liat klo main asal crossing. indonesia udh the next level sih, levelnya udh asia bukan asean lgi""",nas tuju gua bang haru banget lihat timnas main rapi banget babak kayak sangka timnas main kayak saking banget lihat main crossing indonesia the next level level asia asean,Negatif,0.087472014,0.5416454,0.37088257
"Cok timnas udah kalah anjggg, mainnya kapan😭",cok timnas kalah anjggg main,Negatif,0.19654739,0.591256,0.21219657
"Gapapa ini mainnya udah lebih baik kok, timnas cuma butuh finishing hebat aja sama harus lebih tenang lagi pas pegang bola.",gapapa main timnas butuh finishing hebat tenang pas pegang bola,Negatif,0.27044293,0.45925003,0.27030703
"liat highlite nya di Yt benenrya timnas Indonesia gak jelek2 amat mainnya, tp finishingnya yg jelek.. dan tentu saja masih kalah kelas sama Australia..",lihat highlite yt benenrya timnas indonesia jelek main finishingnya jelek kalah kelas australia,Negatif,0.0034647721,0.9773702,0.019165017
@a_celup sama tp gpp tadi timnas mainnya udah bagus,celup enggak apa timnas main bagus,Negatif,0.063610055,0.6163169,0.32007307
"Walau tersingkir tetep bikin bangga, mainnya gokil abis. Sampai ketemu di Piala Asia 2027  #LAzoneID #SeeThingsDifferently #AFC2024 #Indonesia #Australia #Timnas #TimnasDay #AsianCup2023 https://t.co/VDIbPwYdHo",singkir bangga main gila habis ketemu piala asia,Negatif,0.22017656,0.45138618,0.3284373
"timnas mainnya jelek, udah itu aja",timnas main jelek,Negatif,0.0038159543,0.9618006,0.034383487
"@__minchoitabin ga ada yg bilang pdhl yg hujat arhan semua fans shayne ,punten ya mba zainab 😂😂😂  saya mah dukung semua pemain timnas yg mainnya dijalan yg benar,bkn cm arhan,ga benci jg sm shayne ,mlh seneng mereka berdua akur bgt",minchoitabin hujat arhan fan shayne punten mbak zainab mah dukung main timnas main jalan benarbkn arhanga benci shayne senang akur banget,Negatif,0.109651245,0.5147582,0.3755905
@Info_SerieA Bahkan timnas primavera aja gk kaya gini mainnya 😁,seriea timnas primavera kayak main,Negatif,0.10349248,0.5453937,0.35111374
"kasi tau gua mana pemain papua yg dikasi kesempatan di timnas mainnya jelek?  Boaz, Elie Aiboy, Ruben Sanadi, Todd Rivaldo Ferre, Manu Wanggai, titus bonai, kambuaya, patrich wanggai, okto maniani, osvaldo haay  lu bandingin ama nama2 egy, witan, arhan.  JAUH BANGET  KUALITASNYA",kasih gua main papua kasi timnas main jelek boaz elie aiboy ruben sanad todd rivaldo ferre manu wanggai titus bonai kambuaya patrich wanggai okto maniani osvaldo haay lu banding nama egy witan arhan banget kualitas,Negatif,0.007768339,0.9468316,0.045400113
mainnya timnas cakep bgt kek han so hee,main timnas cakep banget kayak han sok hee,Negatif,0.067741215,0.7738585,0.15840033
@MINULin00s makanya gua berharap sty diperpanjang erik tohir. nanti keren nul ada tambahan 4 org buat masuk timnas pada bagus2 lg mainnya ada yg bekas pildun. buat persiapan maret nanti indo pasti lebih mateng lg,gua harap sty erik tohir keren nul orang masuk timnas bagus main bekas pildun maret indonesia mateng,Negatif,0.057009596,0.6632433,0.27974707
"Emang timnas paling bisa bikin fansnya patah hati Sebelum match udh ikhlas kalah, tiba2 mainnya keren banget, cuma apesnya malah kalah 0-4 😂",timnas fansnya patah hati match ikhlas kalah main keren banget apes kalah,Negatif,0.050504334,0.59656924,0.35292637
@MINULin00s nyampur mostly u22 makanya di afc asian cup indo yg termuda cuy wkkwk. nanti maret buat kualifikasi ke piala dunia 2026 indo vs vietnam. ini aja timnas udah lumayan sekarang gak kyk dulu mainnya cacat,nyampur mostly afc asi cup indonesia muda cuy wkkwk maret kualifikasi piala dunia indonesia vs vietnam timnas lumayan kayak main cacat,Negatif,0.17386115,0.44920135,0.37693745
"Apresiasi lah buat para pemain timnas. Mainnya udah bagus selama 85 menitan, memang kalah kelas dan pengalaman dibanding Australia. Menit 85 ke atas ya kayak udh hilang motivasi aja, fisik juga menurun.  Tapi GREAT JOB lah atas semua usaha dan jerih payahnya 💪💪💪",apresiasi main timnas main bagus menit kalah kelas alam banding australia menit kayak hilang motivasi fisik turun great job usaha jerih payah,Negatif,0.06052988,0.7556129,0.18385723
"Sejauh ini Timnas keren banget mainnya, ga peduli kalah atau menang. Udah lolos 16 besar aja gue bangga. 🤩🇮🇩",timnas keren banget main peduli kalah menang lolos gue bangga,Negatif,0.056489576,0.6310505,0.3124599
"@gojomayat @idextratime Ini bener adanya..., tadi pas lawas Australia ga ada arhan rasanya sedih bgt ga ada gol 😔. Tapi timnas mainnya bagus 🥹❤️❤️❤️",pas lawas australia arhan sedih banget gol timnas main bagus,Negatif,0.006781887,0.5761374,0.4170807
Tadi timnas mainnya keren parah pliss 🥹  #TimnasDay,timnas main keren parah pliss,Negatif,0.041303497,0.8557806,0.102915935
"Timnas gokil si keren mainnya,perlu tambah gelandangan serang",timnas gila keren mainnyaperlu gelandang serang,Negatif,0.1899087,0.51841885,0.29167247
"Sebenarnya lebih banyak yang setuju sama pendapatnya Bung Towel. Cuma malas komen aja. Toh terbukti timnas mainnya gak maju2 dari dulu. Proses sih proses, tapi kalo gak ada progres ya gimana.",tuju towel malas komen bukti timnas main maju proses proses progres,Negatif,0.010189504,0.9566974,0.033113047
"@HabisNontonFilm yang komentar alah sama aja dibantai juga"", eh tai kadal diem lu ya semua. lu ngga tau separah apa timnas dulu mainnya. dulu bisa umpan trobosan ke depan trus sampai aja udah syukur. nah ini udah sebagus itu mainnya masih dikomentarin jelek, kodoklah.""",komentar alah bantai eh tahi kadal diam lu lu parah timnas main umpan trobosan syukur bagus main dikomentarin jelek kodok,Negatif,7.806994e-06,0.9996456,0.00034662348
"Kaga ya gua kritik, Arhan juga pas main jelek lawan Brunei gua kritik. Eh malah gua dikatain penyepong Arhan. Timnas mainnya bagus bgt hari ini tapi emg ada beberapa yg kehilangan bola apalagi di babak kedua. Greget kan netizen banyak peluang buat lakuin lemparan ke dalam, tapi-",kagak gua kritik arhan pas main jelek lawan brunei gua kritik eh gua katai penyepong arhan timnas main bagus banget hilang bola babak greget netizen peluang laku lempar,Negatif,0.0013393081,0.9804921,0.01816857
@tvOneNews Tai ko hancur lebur mainnya TIMNAS jauh lebih bagus dari tahun tahun sebelumnya,tahi hancur lebur main timnas bagus,Negatif,6.009451e-05,0.99880004,0.001139822
"@idextratime @bliblidotcom Witan, egy, asnawi udah gak cocok lagi mereka masuk timnas mainnya gak jelas taik",witan egy asnawi cocok masuk timnas main tahi,Negatif,0.1653325,0.6023379,0.23232965
"@UpdateBolabola Mudah2an setelah berlaga di liga terbaik di dunia, pemain timnas mainnya tetap seperti di piala asia🤔",mudah laga liga dunia main timnas main piala asia,Negatif,0.2266169,0.4276726,0.34571052
"@ainurohman Babak pertama oke banget mainnya. Babak kedua fisik mulai turun diatas menit 60an, selalu ada alur bola gak jelas dan ngga bisa buka ruang. Tapi apresiasi tinggi buat timnas senior di piala asia ini. Semoga di piala asia U-23 besok bisa sampe 8 besar lah ya🫵🏻😎 @PSSI",babak oke banget main babak fisik turun menit an alur bola buka ruang apresiasi timnas senior piala asia moga piala asia besok,Negatif,0.030413311,0.5514545,0.41813216
TimNas Indonesia mainnya kaya Tim liga Inggris 💯,timnas indonesia main kayak tim liga inggris,Negatif,0.14018604,0.60089344,0.25892055
"Gpp timnas udah main cantik malem ini,yg mainnya jelek itu timses 0..",enggak apa timnas main cantik malam iniyg main jelek timses,Negatif,0.01569362,0.9442355,0.04007084
Keren sih mainnya hari ini…  Ayo pemain2 timnas yg masih main di liga 1 coba ke liga LN dong biar mateng  Buat pak erick thohir pleaseeee benahin sistem liga 1 kurangin pemain asing banyakin liga buat para junior,keren main ayo main timnas main liga coba liga ln mateng erick thohir pleaseeee benah sistem liga main asing liga junior,Negatif,0.020217868,0.9062239,0.073558256
Chant suporter indo sampe kedengeran di tv aja udah merinding bgt apalagi lihat mainnya tadi. Tetep timnas 🫵🫶 #TimnasDay #AsianCup2023  https://t.co/8dA24a9c3v,chant suporter indonesia dengar tv merinding banget lihat main timnas,Negatif,0.25053042,0.44235632,0.30711323
"Semoga para fans juga bisa objektif klo mainnya jelek ya jelek klo bagus ya bagus, jangan menutup mata dan berat sebelah demi timnas indonesia maju 🤭🙏😂",moga fan objektif main jelek jelek bagus bagus tutup mata berat belah timnas indonesia maju,Negatif,0.0016288776,0.970042,0.028329145
"Babak kedua timnas kayaknya habis tenaga, tidak sengotot babak pertama mainnya. Kalah 4-0 yah, yah gimana ya. #TimnasIndonesia",babak timnas kayak habis tenaga sengotot babak main kalah,Negatif,0.099933706,0.7148782,0.18518811
Mantap krina udah mainnya Indonesia. Tambah naturalisasi untuk kiper. Yang main di Liga Indonesia jangan dipanggil ke timnas sebelum liganya oke.,mantap krina main indonesia naturalisasi kiper main liga indonesia panggil timnas liga oke,Negatif,0.20174307,0.42879078,0.36946616
"Timnas mainnya ngga jelek, tapi ya beda kelas aja. Nice try, STY. PR nya ada di PSSI yang harus memperbaiki persepakbolaan lokal biar bisa bersaing di AFC edisi berikutnya.",timnas main jelek beda kelas nice try sty pr pssi persepakbolaan lokal saing afc edisi,Negatif,0.0039735953,0.96534806,0.030678388
"AUS mainnya gitu2 doang 4-0 , babak pertama berasa bgt timnas naik kelasnya",aus main doang babak asa banget timnas kelas,Negatif,0.07546124,0.46255302,0.4619857
"Indonesia mainnya keren, sumpah kalau STY dipecat gue bakal berenti nonton timnas lagi.",indonesia main keren sumpah sty pecat gue renti tonton timnas,Negatif,0.0059700953,0.9722102,0.021819705
"yaah pulkam, good game timnas mainnya ga jelek cuma yaa emang peluangnya nihil wajar lawannya juga Australia langganan pildun",pulkam good game timnas main jelek peluang nihil wajar lawan australia langgan pildun,Negatif,0.023063788,0.9001839,0.076752245
mainnya timnas 🥲,main timnas,Negatif,0.12491876,0.5827698,0.29231146
"Apresiasi lah buat para pemain timnas. Mainnya udah bagus selama 85 menitan, memang kalah kelas dan pengalaman dibanding Australia. Menit 85 ke atas ya kayak udh hilang motivasi aja.",apresiasi main timnas main bagus menit kalah kelas alam banding australia menit kayak hilang motivasi,Negatif,0.042472333,0.82100564,0.13652201
"@unmagnetism Gua ga terlalu kecewa indo kalah, mainnya udah bagus bisa ngelawan rank 25 an, gua cuman ga rela nanti timnas di bacotin towel",gua kecewa indonesia kalah main bagus lawan rank an gua cuman rela timnas bacot towel,Negatif,0.018247448,0.8894872,0.092265345
"@Lazwardy1 rankingnya aja beda jauh bang lu berharap apa, timnas per hari ini mainnya udah bisa di nikmati. se engga nya udah ada proses. stop bully ayo kita support aja",rankingnya beda bang lu harap timnas main nikmat proses stop bully ayo support,Negatif,0.017817192,0.9056764,0.07650633
Timnas indo ga pecah telor tapi mainnya bagus https://t.co/5m5o36IYXJ,timnas indonesia pecah telor main bagus,Negatif,0.1276224,0.45920178,0.4131759
Timnas mainnya mirip sama juve pas maen sama empoli,timnas main juve pas main empoli,Negatif,0.12060717,0.5242538,0.35513908
"Timnas first half mainnya top bgt, tapi jujur second half malah kayak loyo. Hiks. 🥲🥲",timnas first half main top banget jujur second half kayak loyo hiks,Negatif,0.016065316,0.70356363,0.28037107
"Timnas kudu sering uji coba sama lawan yang kayak Australia dah. Badannya gede, mainnya lambat tapi mematikan. Soalnya keliatan bgt nahan bola nya aussie kuat, apalagi pake badannya.",timnas kudu uji coba lawan kayak australia deh badan gede main lambat mati lihat banget tahan bola aussie kuat pakai badan,Negatif,0.13926774,0.4725568,0.38817546
@idextratime @bliblidotcom latihan passing doang kah ini ti? soalnya mainnya loyo banget wkwk ini timnas kalau lawan persib pun jadi sayur cok,latih passing doang kah ti main loyo banget wkwk timnas lawan persib sayur cok,Negatif,0.025304604,0.56913066,0.40556476
Baru mo bilang timnas mainnya cakep. Nyerang trs tp kaga nge-gol in dah layak MU bang,timnas main cakep serang kagak ngegol deh layak mu bang,Negatif,0.11749812,0.61510795,0.26739392
@robbysputra nt bang tapi timnas keren mainnya semakin yakin #STYStay,bang timnas keren main,Negatif,0.06486158,0.50825566,0.4268827
GUE GA SANGGUP KOMEN INI TIMNAS KNP JD MEMBLE MAINNYA,gue sanggup komen timnas memble main,Negatif,0.10426877,0.6701833,0.2255479
"Meskipun kalah, tapi timnas Indonesia mainnya udah bagus dan enak. Minus tadi Asnawi mainnya bener2 kacau😌 Semoga tom haye, jay idzes, nathan, ragnar, maarten paes cepetan gabung ke timnas Indonesia, biar nanti pas kualifikasi pildun bisa main",kalah timnas indonesia main bagus enak minus asnawi main kacau moga tom haye jay idzes nathan ragnar maarten paes cepat gabung timnas indonesia pas kualifikasi pildun main,Negatif,0.15331374,0.4520112,0.39467502
"@FaktaSepakbola Sampai sini paham kan, kenapa kita semua begitu berharap kepada pemain naturalisasi, gol pertama gua akui misskom, gol kedua emang asnawi kek taik mainnya, gol ketiga gara2 siapa? Yap riski rido anjing, gua gak butuh pemain lokal di timnas, gua butuh pemain keyurunan semua",paham harap main naturalisasi gol gua misskom gol asnawi kayak tahi main gol gara-gara riski rido anjing gua butuh main lokal timnas gua butuh main keyurunan,Negatif,0.0040239207,0.9783347,0.01764133
Keluarnya asnawi mainnya timnas berubah,asnawi main timnas ubah,Negatif,0.13807178,0.6190309,0.24289735
10menit terakhir menurun.. gpp segitupun timnas mainnya udah keren #TimnasDay,menit turun enggak apa segitupun timnas main keren,Negatif,0.06339485,0.772516,0.1640891
"timnas layak main terus di piala Asia, bagus parah mainnya cuk",timnas layak main piala asia bagus parah main cuk,Negatif,0.16046433,0.44990772,0.38962787
"Terlepas dari Kebobolan 3 gol dan SULIT nge-GOL-in. Sebenernya progres timnas udah baik sih (apalagi gap rangking sgt jauh), mainnya hari ini juga bagus cuma emang tinggal finishing aja. Yang msih banyak ngomong cangcingcong, mending kalian aja yang main guys ☺ #TimnasDay",lepas bobol gol sulit ngegolin progres timnas gap rangking main bagus tinggal finishing omong cangcingcong mending main guys,Negatif,0.013839349,0.9163575,0.0698031
timnas ini kek mu bgt mainnya anjeng sekalinya keserang jebol,timnas kayak mu banget main anjeng serang jebol,Negatif,0.04782383,0.6711652,0.281011
"@GOAL_ID Permainan timnas terlalu membosankan, biar kalah kalo mainnya kaya nguyen enak buat ditonton",id main timnas bosan kalah main kayak nguyen enak tonton,Negatif,0.20735203,0.43762875,0.35501924
"Timnas indo mainnya maluin bgt""",timnas indonesia main maluin banget,Negatif,0.011746346,0.8510884,0.1371653
"Selain faktor STY, para pemain naturalisasi jg bikin permainan timnas naik kelas. Sentuhan, kualitas passing, ketenangan, dan gaya mainnya emang beda dari pemain2 lokal",faktor sty main naturalisasi main timnas kelas sentuh kualitas passing tenang gaya main beda main lokal,Negatif,0.2127128,0.39783892,0.3894483
"pangling jua eh mliat timnas mainnya gokil keini. kalah krna kdd bisi finisher aja ni. pegang bola berani, peluang ya ada aja jua",pangling jua eh mliat timnas main gila kalah kdd bis finisher pegang bola berani peluang jua,Negatif,0.012510804,0.92636454,0.061124653
"Timnas keknya mainnya ga jelek2 amat, tp susah beut buat gol.",timnas kayak main jelek susah banget gol,Negatif,0.00019662442,0.998061,0.0017423822
"Karena timnas Aussie mainnya ga sportif, maka orang Aussie perlu dilarang masuk ke Bali selama setahun ke depan",timnas aussie main sportif orang aussie larang masuk bal,Negatif,0.03559088,0.8811001,0.083309025
"ini timnas lawan aus bagus juga, tinggal berani progressif mainnya",timnas lawan aus bagus tinggal berani progressif main,Negatif,0.022996737,0.8694516,0.10755166
"Biar lbh semangat, timnas biar lolos ke 8 besar, harus di janjiin jadi anggota Kpps... Pasti bakal mati-matian mainnya..",semangat timnas lolos janjiin anggota kpps matimatian main,Negatif,0.19145107,0.5230261,0.28552285
"masih ga nyangka timnas indo bisa di level ini mainnya, gokil lu bang abang!",sangka timnas indonesia level main gila lu bang abang,Negatif,0.00403977,0.9743989,0.02156138
"@duyulopmii gue seperti melihat timnas belanda era world cup 2010, baru jg muji gtu udah ke golan wkw tp gak apa kren bgt mainnya",gue lihat timnas belanda era world cup muji gol wkw keren banget main,Negatif,0.057635073,0.6250148,0.31735012
timnas mainnya kek skrg lawan emyu pasti emyu yg kalah,timnas main kayak lawan emyu emyu kalah,Negatif,0.062683105,0.77114147,0.16617547
JUJUR MAINNYA BAGUS BGT  MINUS DI FINISHING😭😭😭 AUSIEE INI KEKNYA NUNGGU BLUNDERNYA TIMNAS,jujur main bagus banget minus finishing ausiee kayak tunggu blundernya timnas,Negatif,0.0075949375,0.80931973,0.18308535
Keren kali mainnya timnas kita ini. Tapi sekali keserang jebol 😅,keren kali main timnas serang jebol,Negatif,0.19829334,0.4346858,0.36702093
"Terserah dah lah, mau kalah 5-0 pun gapapa gw cuma pengin timnas mainnya bagus. #TimnasDay",serah deh kalah gapapa gue pengin timnas main bagus,Negatif,0.051817413,0.7450448,0.20313776
