full_text,processed,predicted_label,predicted_probability_netral,predicted_probability_negatif,predicted_probability_positif
@ainurohman Tetep suka timnas mainnya bagus  Semoga istiqomah main cantik,suka timnas main bagus moga istikamah main cantik,Positif,0.007818449,0.068744764,0.9234367
@ainurohman Sudah keren mainnya timnas.. lanjutkan anak muda!!,keren main timnas anak muda,Positif,0.035071008,0.13872027,0.8262087
"ndes gapapa timnas kalah karena mainnya uda bagus, yg penting kita mutualan ya sama m26. wajib followback ya",ndes gapapa timnas kalah main bagus mutualan wajib followback,Positif,0.013553259,0.09314311,0.89330375
@indosupporter Hasil akhir berbanding terbalik dgn jalannya permainnya. Timnas kita mainnya keren banget,hasil banding jalan main timnas main keren banget,Positif,0.043480907,0.16335315,0.79316586
Tp timnas good bgt mainnya (kecuali asnawi). Gw smpe kaget krn bisa ngimbangi. Btw ivar mainnya konsisten cakeup🥹,timnas good banget main kecuali asnawi gue kaget ngimbangi btw ivar main konsisten cakeup,Positif,0.06412818,0.4435208,0.49235097
@Indostransfer Serius itu tadi timnas kita yang main ndos? Lawan australia serasa lawan negara sebelah yang kuning tadi mainnya,serius timnas main ndos lawan australia serasa lawan negara belah kuning main,Positif,0.29662532,0.32156667,0.38180804
"Apresiasi buat tim yang datang dengan rank FIFA terendah dan rata rata usia termuda 🩷  Overall mainnya cantikkk banget. Lawannya udah level Jepang, Australia, Iraq broh 🤙  There will be many lessons learned during the Asian Cup Thank u, Timnas Indonesia!  #TimnasDay https://t.co/JpJYxHZifU",apresiasi tim rank fifa rendah usia muda overall main cantik banget lawan level jepang australia iraq broh there will be many lessons learned during the asi cup thank timnas indonesia,Positif,0.0048674108,0.064337485,0.9307951
timnas hari ini mainnya bagusss tp emang aussie jg bagus &amp  lebih banyak pengalaman sama kayak pas lawan jepang kemarin,timnas main bagus aussie bagus alam kayak pas lawan jepang kemarin,Positif,0.011512851,0.09307951,0.8954077
Keren bgt timnas mainnya Cuman kurang gol aja,keren banget timnas main cuman gol,Positif,0.0006571933,0.026485516,0.9728573
"walaupun kalah, tapi mainnya timnas dah oke sih, lumayan bisa menguasai pertandingan.",kalah main timnas deh oke lumayan kuasa tanding,Positif,0.009313785,0.121974155,0.86871207
"Terlepas Timnas Indonesia kalah tapi menurutku keren bgt tetepan mainnya, apalagi rata rata pemainya masih muda, ditambah suporter Indonesia yang ga kalah keren juga full support Indonesia apapun hasilnya. ✨✨",lepas timnas indonesia kalah keren banget tetepan main mai muda suporter indonesia kalah keren full support indonesia hasil,Positif,0.0011695771,0.03545782,0.96337265
"@SiaranBolaLive walaupun kalah tapi mainnya bagus banget, indonesia sekeren itu, proud of them, terimakasih timnas",kalah main bagus banget indonesia keren proud of them terimakasih timnas,Positif,0.0031948779,0.053168457,0.9436368
"Permainan Indonesia bner2 ga kaya dulu, enak banget sekarang mainnya.  Kurangnya cuma 1, penyerangnya plisss harus bisa memanfaatkan peluang   Tapi tetep bangga sama timnas yang sekarang 😍🥺 #TimnasDay 🇮🇩 https://t.co/16ZOywqEVr",main indonesia kayak enak banget main serang plisss manfaat peluang bangga timnas,Positif,0.005380709,0.065557845,0.9290614
"@25maggio_ @SiaranBolaLive lokal aja mainnya gitu visi gada main selalu bingung kalau udah sampai depan finishin ampas, shooting ampas terus buat apa juga kalau gk ngambil pemain diaspora? selagi buat timnas maju &amp  berkembang ya harus dilakukan",lokal main visi enggak ada main bingung finishin ampas shooting ampas ngambil main diaspora selagi timnas maju kembang laku,Positif,0.3061297,0.3277225,0.36614785
"@ayatsucii @idextratime @bliblidotcom sebagus apapun peak timnas, kalo ketemu king thai kemungkinan besar mainnya ngablu🙏🏻",bagus peak timnas ketemu king thai main ngablu,Positif,0.016920762,0.09777132,0.88530797
"tetep bangga sama timnas yg lolos piala asia murni dari pra kualifikasi dan mainnya bagus, bukan ngubah peraturan buat lolos kualifikasi dengan ngandelin orang dalem 🤭",bangga timnas lolos piala asia murni pra kualifikasi main bagus ngubah atur lolos kualifikasi ngandelin orang dalem,Positif,0.04402322,0.41622242,0.5397544
@idextratime Gue bangga sama timnas!!! Mainnya bagus cuman kurang killer the game. Sisanya mantap. Kita ada kualifikasi dunia dan kita doakan kita lolos piala dunia 2026!!!,gue bangga timnas main bagus cuman killer the game sisa mantap kualifikasi dunia doa lolos piala dunia,Positif,0.051499024,0.23689409,0.7116069
"Kalau udah lepas gini mainnya keren, sayang emang depannya bapuk banget. Permainan timnas terkeren sepanjang piala Asia, sayang emang kurang pengalaman aja. Masa depan timnas cerah di piala Asia 2027 Insyaa Allah",lepas main keren sayang bapuk banget main timnas keren piala asia sayang alam timnas cerah piala asia insyaa allah,Positif,0.0009039628,0.028266085,0.9708299
Australia lawan Timnas barusan mainnya seperti bus AKAP: Efesiensi.,australia lawan timnas barusan main bus akap efesiensi,Positif,0.32891822,0.3338531,0.33722875
"terlepas dari 4 gol tadi, timnas mainnya bagus dipertandingan ini daripada pas lawan jepang, udah keliatan PD, wajib diperpanjang ini STY",lepas gol timnas main bagus tanding pas lawan jepang lihat wajib sty,Positif,0.004061674,0.059099466,0.93683887
"@50percenthell @unmagnetism mainnya udah bagus, jauh lebih tenang daripada lawan jepang  sayangnya 3 lesbian di lini depan gabisa diandalkan.  asnawi jangan ditanya, kalau dia gapunya foto bugilnya STY kayaknya dia gaakan dipanggil timnas",main bagus tenang lawan jepang sayang lesbian lini enggak bisa andal asnawi enggak punya foto bugil sty kayak gaakan panggil timnas,Positif,0.12888467,0.26853922,0.60257614
"Overall, timnas mainnya udah naik kelas terlepas skor tadi. 3-5 tahun lagi bakal jadi solid banget. Percaya proses🔥",overall timnas main kelas lepas skor solid banget percaya proses,Positif,0.010088026,0.0800046,0.90990746
timnas mainnya dh bagus coba lagi team🥺🥺♥️ dh lolos 16 besar dh bangga apalagi ini lawan Australia trus belajar and fighting 🔥🔥🔥,timnas main deh bagus coba team deh lolos deh bangga lawan australia ajar and fighting,Positif,0.00044765387,0.022261333,0.97729105
yh hari ini timnas kalah tp tadi mainnya udh bagus udh keren tinggal  lini depannya aja sih... ball control and possession udh lumayan bagus tinggal cetak gol aja,timnas kalah main bagus keren tinggal lini ball control and possession lumayan bagus tinggal cetak gol,Positif,0.0026509394,0.04891505,0.94843394
"Yang bilang Timnas Indo bapuk mainnya lah, ngeHujat Asnawi lah. Eh kita baru pertama masuk Piala Asia 16 besar pula progress mainnya kalian liat bagus bgt coyyyy semua tuh berProgressss Expetasi lu ketinggian pada",timnas indonesia bapuk main hujat asnawi eh masuk piala asia progress main lihat bagus banget coyyyy berprogressss expetasi lu,Positif,0.00084698375,0.03500168,0.9641514
plis ya anak' Timnas besok kalian semua latihan finishing tadi mainnya udh bagus tapi finishing nya gak jelas 🙏🙏,plis anak timnas besok latih finishing main bagus finishing,Positif,0.11961173,0.21057062,0.66981757
gut job timnas Indonesia👍🏻😍mainnya udah keren bgttt bisa hampir 50% nguasain bola👏🏻tetep semangattttt🫶🏻,gut job timnas indonesiamainnya keren banget nguasain bolatetep semangattttt,Positif,0.001965195,0.049223933,0.9488108
"@SiaranBolaLive Timnas udh ada progres passing jga udh lumayan rapih, cmn penyelesaian finishing aja yg msh krg tenang, emg Australia keren bgt mainnya njirrr kga ada capeknya nguber bola press trusss wkwkwk😅, apapun itu timnas udh oke mainnya BRAVO TIMNAS 🔥🇲🇨",timnas progres passing lumayan rapi cuman selesai finishing krg tenang australia keren banget main anjir kga capek nguber bola press wkwkwk timnas oke main bravo timnas,Positif,0.017460063,0.103004724,0.87953526
Selain timnas yg bagus mainnya. Ucapin selamat juga buat Leo/Daniel! back to back Indonesia Masters,timnas bagus main selamat leodaniel back back indonesia masters,Positif,0.036680896,0.16242678,0.80089235
Timnas dipertandingan ini mainnya keren banget sumpahh..,timnas tanding main keren banget sumpah,Positif,0.023333954,0.16793574,0.80873036
"timnas mainnya udah kerenn, apalagi di babak pertamaa, sampe sempet lagi apes aja ngga sii kebobolan. pokoknya respect bangettt kerja kerasnya, 🔥",timnas main keren babak pertamaa apes bobol pokok respect banget kerja keras,Positif,0.011881082,0.0873215,0.90079737
Udah keren kok timnas Indonesia mainnya malam ini. Memang butuh proses sampai ke high level. Tolong buat manajemen jangan dirombak lagi pemain timnas yang sekarang,keren timnas indonesia main malam butuh proses high level tolong manajemen rombak main timnas,Positif,0.23371957,0.27388144,0.49239895
Terimakasih timnas atas perjuangan nya. Keren mainnya sampai saat terakhir. Tinggal cari striker sama kiper baru.,terimakasih timnas juang keren main tinggal cari striker kiper,Positif,0.06996547,0.18113603,0.74889845
@idextratime @bliblidotcom kardus bjir jelas jelas babak 1 timnas mainnya bagus bener loh,kardus bjir babak timnas main bagus,Positif,0.03557074,0.33562663,0.6288026
"Terakhir kali bangga nonton Timnas di tahun 2007 lawan Korsel, malam ini walaupun kalah 4-0 tapi mainnya cukup baik. Kalau kompetisi (trmasuk KU) dalam negeri dijalankan dgn baik, bukan tidak mgkin 10 tahun kdepan kita akan masuk ranking 10 besar negara Asia. Ewako #Garuda 🔥🔥🔥",kali bangga tonton timnas lawan korsel malam kalah main kompetisi masuk ku negeri jalan kdepan masuk ranking negara asia ewako,Positif,0.29588172,0.3491647,0.3549536
"Terimakasih Timnas, kalian keren bisa sampe sejauh ini dan perform kalian meningkat pesat. Asli mainnya cantik bgt. Enak bgt ditonton 🤗👏😭🙏",terimakasih timnas keren perform tingkat pesat asli main cantik banget enak banget tonton,Positif,0.00067591615,0.028670255,0.97065383
"@unmagnetism Saya dari dulu dukung timnas Indonesia, tapi saya tidak suka mainnya yg sering oper bola salah, terlalu lama bawa bola, terlalu lama mikir mau di oper ke siapa, selalu umpan jauh....kapan timnas bisa merubah setelan  pabrikan  itu..?",dukung timnas indonesia suka main oper bola salah bawa bola mikir oper umpan jauhkapan timnas rubah setel pabrikan,Positif,0.27318645,0.28160766,0.44520587
"Semoga penyakit pemain timnas sejak dahulu kala sudah tidak ada lagi skrg, muak liat pemain usia muda mainnya bagus lalu star syndrome dan habis di usia prime.",moga sakit main timnas muak lihat main usia muda main bagus star syndrome habis usia prime,Positif,0.1820293,0.35533795,0.4626328
"apresiasi setinggi-tinggi nya buat timnas, mainnya udah jauh lebih bagus! evaluate evaluate evaluate, Thank you Indonesia 🧘🏻‍♂️🇮🇩",apresiasi setinggitinggi timnas main bagus evaluate evaluate evaluate thank you indonesia,Positif,0.0026275998,0.04651192,0.95086044
@vincentrompies bangga pa pinsen liat timnas ada kemajuan gini mainnya,bangga pinsen lihat timnas maju main,Positif,0.3478541,0.26870742,0.3834385
"@Indostransfer Masuknya witan jd g greget timnas mainnya, coba td asnawi gantinya sama arhan...🤦‍♂",masuk witan greget timnas main coba asnawi ganti arhan,Positif,0.22331075,0.2093332,0.567356
Gilss walaupun kalah tapi mainnya timnas bagus bgt cuyy,gilss kalah main timnas bagus banget cuy,Positif,0.0075514833,0.08492573,0.9075229
"@neohistoria_id setidaknya mainnya timnas uda bagus bgt, dan yaa tinggal finishing ama kesalahan2 yg ga perlu aja yg masi ada wk",id main timnas bagus banget tinggal finishing salah,Positif,0.0007222681,0.033273384,0.9660044
"tengok timnas Indonesia main, msh gak percaya, bisa sebagus ini mainnya. Terlepas skor akhir kita harus akui Australia. Terima kasih yah Timnas Garuda, kalian sangat membanggakan 🙏 #TimnasDay #comebackstronger",tengok timnas indonesia main percaya bagus main lepas skor australia terima kasih timnas garuda bangga,Positif,0.032121394,0.13729906,0.8305795
"Walaupun hasilnya belum sesuai harapan, tp ttep bangga. Ga pernah nyangka kl timnas sekarang mainnya bs sebagus itu😭 Dr yg awalnya longball-longball ga jelas sekarang bs build up dan passing. Terbanglah lebih tinggi garuda muda. Percaya proses, sty stay🔥 #STYSTAY #PercayaProses https://t.co/tV10mdtRlh",hasil sesuai harap bangga sangka timnas main bagus longballlongball build up passing terbang garuda muda percaya proses sty stay,Positif,0.03248034,0.13568585,0.8318338
Timnas udah keren sih mainnya. Cuma mgkn karna masi muda2 jd kek gampang ilang fokus. Trs karna pengalaman blm banyak jg jd masi suka lama ngambil keputusan. Tp yg paling penting sih elkan baggot cakep bener pas dicloseup kamera😍,timnas keren main muda kayak gampang hilang fokus alam suka ngambil putus elkan baggot cakep pas dicloseup kamera,Positif,0.2803315,0.34645724,0.37321132
Puas melihat pertandingan 90 menit Timnas Indonesia. Mainnya rapih. Soon will be the “W”. Semangat!,puas lihat tanding menit timnas indonesia main rapi soon will be the semangat,Positif,0.30894285,0.30203146,0.38902566
"-dips! YUK TEMEN TEMEN KITA SUPPORT TIMNAS KITA YANG UDAH BERJUANG LAWAN AUSTRALIA, WALAUPUN KALAH MEREKA MAINNYA KEREN BANGETT KOKK!!",dips yuk teman teman support timnas juang lawan australia kalah main keren banget kokk,Positif,0.0076947752,0.08086906,0.9114361
"@idextratime @bliblidotcom Kerennn banget mainnya timnas Indonesia, build up dan possession nya udah ga kaleng2🔥🔥🔥 pengalaman dan modal berharga buat timnas👍  *Tolong itu Baggott match berikutnya dikonciin di kamar mandi, gol nya dari sisi kiri pertahanan semua🤬",keren banget main timnas indonesia build up possession kaleng alam modal harga timnas tolong baggott match dikonciin kamar mandi gol sisi kiri tahan,Positif,0.1605577,0.36259726,0.4768451
Still must be proud of Timnas sihh mainnya gk jelek tp emg belum rezeki aja... 16 besar pun udh syukur bgt sihhh. Keren👏👏👏,still must be proud of timnas main jelek rezeki syukur banget keren,Positif,0.19763467,0.3123866,0.48997864
"Nice Try Indonesia!  Thanks for the beautiful game tonight.   Yaa, kita kalah. Tapi permainan kita berkembang banget, di babak 1 udah kaya liat team eropa mainnya tenang,   Jadi ga sabar kalo liat full team Timnas yg udah mateng🤩  Terimakasih punggawa Garuda🇮🇩",nice try indonesia thanks for the beautiful game tonight kalah main kembang banget babak kayak lihat team eropa main tenang sabar lihat full team timnas mateng terimakasih punggawa garuda,Positif,0.037809238,0.15256117,0.8096296
@Indostransfer Ketambahan paes sama Ragnar plus haye...... Semangkin jadi ke depan mudah2an mainnya Timnas,paes ragnar plus haye semangkin mudah main timnas,Positif,0.2997834,0.26306903,0.4371476
"@GyuminiGirl_ Serius bun.. Tp gpp .. buat pengalaman , timnas gag kalah kog mainnya bagus hari ini",serius bun enggak apa alam timnas kalah main bagus,Positif,0.16146362,0.39624938,0.442287
"@idextratime @bliblidotcom Ini pertama kalinya gw bisa bilang timnas mainnya bagus banget walau kalah. Lawan viet kemaren aja gak sebagus ini loh mainnya. Lagi sue lagi aja itu sty, goal pertama bunuh diri, sisanya karena kiper sama Asnawi lagi jelek. Apresiasi lah buat timnas",kali gue timnas main bagus banget kalah lawan viet kemarin bagus main sue sty goal bunuh sisa kiper asnawi jelek apresiasi timnas,Positif,0.055885673,0.33852303,0.6055913
@SiaranBolaLive Liat timnas mainnya gak grusak-grusuk aja udah seneng,lihat timnas main grusakgrusuk senang,Positif,0.133829,0.3512892,0.51488173
"It's okay, thank you Timnas Indonesia. Tanpa liat poin, kalian mainnya udah bagus wehh, ada peningkatan, ga blunder. Keren banget loh rangking 25 vs rangking 146. Bisa dijadikan pembelajaran buat kedepannya. Proud of you guys, thank you jangan patah semangat 🔥🔥🫶 #TimnasDay",its okay thank you timnas indonesia lihat poin main bagus wehh tingkat blunder keren banget rangking vs rangking ajar proud of you guys thank you patah semangat,Positif,0.0012738226,0.038097616,0.9606285
"@olanfatah177 🤣🤣🤣 menurut om, timnas bagus ga tadi mainnya? kurang finishing aja sih",om timnas bagus main finishing,Positif,0.068530835,0.28050974,0.65095943
"@idextratime @bliblidotcom Terimakasih perjuangannya timnas, mainnya hari ini cukup bagus.   masuknya witan malah bikin sistem defence sama serangan ga jalan, ini orang terlalu roaming, Padahal di babak 1 tadi itu pemain posisinya stay di posnya masing-masing.   Defence jd ga compact, attack kopong.",terimakasih juang timnas main bagus masuk witan sistem defence serang jalan orang roaming babak main posisi stay pos masingmasing defence compact attack kopong,Positif,0.24331227,0.33930933,0.4173783
"It's okay timnas, good game. Babak pertama udh bagus mainnya, pas babak kedua mulai buyar. Tpi overall udh ada peningkatan buat permainan timnas. Kedepannya bisa lebih baik lagi.",its okay timnas good game babak bagus main pas babak buyar overall tingkat main timnas,Positif,0.007616011,0.08372614,0.9086579
"Permainan babak pertama udah cantik bgt , tapi seperti biasa timnas Indonesia kalo udah ketinggalan skor apalagi udah 2-0 pasti mainnya kacau  Tapi oke lah udah cukup baik permainannya Terimakasih sudah berjuang untuk Indonesia raya timnas 🇮🇩🇮🇩🇮🇩  #TimnasDay",main babak cantik banget timnas indonesia tinggal skor main kacau oke main terimakasih juang indonesia raya timnas,Positif,0.051692713,0.21743135,0.7308759
"@idextratime @bliblidotcom menurut gw timnas ini cuma kalah dari postur sama pengalaman aja, bisa diliat dari statistik jg kita bener2 bisa ngimbangin sebenernya selama pertandingan, terutama pas babak pertama kita bener2 dominan banget mainnya. Keren Garuda🔥🔥",gue timnas kalah postur alam lihat statistik ngimbangin tanding utama pas babak dominan banget main keren garuda,Positif,0.078237854,0.32875532,0.5930068
"@idextratime tetep bangga, karena mainnya keren. terima kasih timnas😭💖",bangga main keren terima kasih timnas,Positif,0.12520403,0.21029308,0.66450286
"Kekalahan ini bukan kejutan, justru bikin semangat karena Timnas Indonesia udah bisa main selevel ini.  Inget gak dulu kita sering ngeluh kalo Timnas mainnya crossing mulu, cepet cape, passingnya berantakan? Sekarang udah enggak!  GARUDA DI DADAKU! INDONESIA! ❤️  #AsianCup2023 https://t.co/TWpVEjcXdr",kalah kejut semangat timnas indonesia main level ngeluh timnas main crossing mulu cepat capek passingnya beranta garuda dada indonesia,Positif,0.3122861,0.3378105,0.34990335
"Diliat timnas yg awal"" dipegang sty mainnya bagus nyetak goal banyak juga sekarang keknya susah gitu nyetak goal. Ini teh timnasnya yg menurut perfomanya atau emg lawannya yg pada bagus?🙂""",lihat timnas pegang sty main bagus nyetak goal kayak susah nyetak goal teh timnasnya perfomanya lawan bagus,Positif,0.07333452,0.45724788,0.4694176
timnas Indonesia kalo mainnya bagus gini lawan barcelona mah pasti bantai-bantai,timnas indonesia main bagus lawan barcelona mah bantaibantai,Positif,0.20786247,0.3897619,0.4023757
"Aku lupa sih 2010 timnas mainnya gimana dan komposisinya gimana, hasil 4-0 mumgkin paling buruk, tapi cara main sama berani pegang bola udah oke, cuma balik lagi fokus pengmbangan pemain sendiri plis jangan naturalisasi mulu 🤡 https://t.co/LwRGOtv7pw",lupa timnas main komposisi hasil mumgkin buruk main berani pegang bola oke fokus pengmbangan main plis naturalisasi mulu,Positif,0.30702668,0.2888572,0.40411618
Tetap keren. Tetap juara di hati. Mainnya trengginas walaupun belum menang. Mantap Timnas Indonesia!!,keren juara hati main trengginas menang mantap timnas indonesia,Positif,0.01700463,0.10590527,0.8770901
@winnavadotcom yaaa kan setidaknya mainnya bener bener enak diliat. keren timnas kitaaa 🔥,main enak lihat keren timnas,Positif,0.003202844,0.05177735,0.9450198
"yak kebantai. tapi udah keren banget mainnya Timnas woy, gila. ngga mau tau pokoknya harus perpanjang kontrak STY. sampai jumpa lagi di Piala Asia 2028.",bantai keren banget main timnas woy gila pokok kontrak sty jumpa piala asia,Positif,0.008272083,0.47147495,0.520253
@PorosHalangID Pengalaman yang sangat berharga buat timnas main di 16 besar AFF terlepas kalah mainnya udah bagus banget ternyata timnas kita bisa main bagus kayak gini ya Allah 😭😭😭,alam harga timnas main aff lepas kalah main bagus banget nyata timnas main bagus kayak allah,Positif,0.013871113,0.09619068,0.8899382
MAIN BAGUS! GAPAPA GAPAPA GAPAPA!!! BANGGA EUY LIAT MAINNYA TIMNAS MAIN INI,main bagus gapapa gapapa gapapa bangga euy lihat main timnas main,Positif,0.0038017456,0.05144747,0.94475085
@idextratime @bliblidotcom Dah pada cape mainnya.... Btw baru ngeh pelatih ostrali itu mantan pelatih Brazil... Y sudah lah gapapa sudah berusaha max mereka... Tetep bangga dengan timnas sudah bermain sangat bagus,deh capek main btw engah latih ostrali mantan latih brazil gapapa usaha max bangga timnas main bagus,Positif,0.020162908,0.14174612,0.838091
"keren mainnya timnas, gapapa kalahh jadi pelajaran",keren main timnas gapapa kalahh ajar,Positif,0.03431042,0.13234791,0.8333417
"Timnas kita ga kalah ko, timnas kita menang, menang bikin sejarah baru, sejarah 16 besar pertama di piala asia bagi sepakbola kita. Ini proses yang terus berprogress, terimakasih timnas garuda, sumpah keren banget looo mainnya😭😭😭❤️  #TimnasDay #AsianCup2023",timnas kalah timnas menang menang sejarah sejarah piala asia sepakbola proses berprogress terimakasih timnas garuda sumpah keren banget main,Positif,0.21056579,0.37710685,0.41232735
"Kalah, tapi seneng banget liat mainnya timnas Indonesia malem ini....  Terimakasih @TimnasIndonesia",kalah senang banget lihat main timnas indonesia malam terimakasih,Positif,0.02594851,0.13315813,0.8408933
"Sedih? Pasti. Tapi gapapa, bisa masuk untuk pertama kalinya di Piala Asia tuh udah KEREN BANGET. Kalah tapi mainnya BAGUS BANGET juga ga bikin kecewa-kecewa banget. Terimakasih Timnas Indonesia, respect setinggi-tingginya, tetap semangat! ❤️",sedih gapapa masuk kali piala asia keren banget kalah main bagus banget kecewakecewa banget terimakasih timnas indonesia respect setinggitingginya semangat,Positif,0.0010907971,0.036037955,0.9628713
timnas udah oke banget mainnya tadi padahal😔🫶,timnas oke banget main,Positif,0.0025970761,0.057813976,0.93958884
"Walaupun hasil akhirnya terbantai 4-0 tapi patut dihargai perjuangan Timnas Indonesia yang mainnya udah bagus, memang jelas kalah efektivitas dibandingkan Australia yang jauh lebih berpengalaman 🤝🏽🇮🇩 #AsianCup2023",hasil bantai patut harga juang timnas indonesia main bagus kalah efektivitas banding australia alam,Positif,0.29158524,0.26005188,0.4483628
"padahal udah bagus mainnya timnas.. tapi, ahh udahlah",bagus main timnas ah,Positif,0.035380438,0.13050732,0.8341122
"Timnas bagus banget mainnya, cmn gk ada striker di finishing aja yang kurang. Better next time, we proud of you🇮🇩🇮🇩",timnas bagus banget main cuman striker finishing better next time we proud of you,Positif,0.0008285015,0.06148495,0.9376865
"Sebenernya mainnya udah lumayan, tapi efektivitas Indonesia beda jauh sama langganan pildun ini. Good job lah Timnas 👍",main lumayan efektivitas indonesia beda langgan pildun good job timnas,Positif,0.1793077,0.24977389,0.5709185
"@vincentrompies Mainnya udah bagus tapi pa pinsen, seneng ngeliat timnas main bagus gini",main bagus pinsen senang lihat timnas main bagus,Positif,0.0014532752,0.039104138,0.95944256
"Terima kasih timnas Indonesia.  gapapa, beneran gapapa mainnya udah bagus  😭😭😭",terima kasih timnas indonesia gapapa gapapa main bagus,Positif,0.30128536,0.25936872,0.43934596
Mainnya hebat timnas 💪,main hebat timnas,Positif,0.28306714,0.32422578,0.392707
"Nice Try timnas udah cakep banget mainnya, tinggal liganya aja nih di perbaiki",nice try timnas cakep banget main tinggal liga,Positif,0.014613248,0.3812122,0.6041745
"diluar itu, masuk 16 besar aja udah bersyukur. mereka baru bikin sejarah + di 16 besar ini langsung ketemu australia yg langganan pildun. thank you untuk sty yg udah menampilkan timnas yg berbeda. mainnya bagus kek bukan indi, tapi sayang finishing masih jadi pr.",masuk syukur sejarah langsung ketemu australia langgan pildun thank you sty tampil timnas beda main bagus kayak indi sayang finishing pr,Positif,0.26931685,0.28527024,0.4454129
ga kuattt😭 timnas mainnya bagus ga rela anjg,kuattt timnas main bagus rela anjg,Positif,0.05006729,0.1902952,0.7596375
"Gapapa Timnas kalah, mainnya udah oke banget. Tapi minimal nanti maleman MU gak ngecewain juga ya! Awas aja kalo tiba2 ngelawak lo @ManUtd 🫵🫵🫵 #TimnasDay",gapapa timnas kalah main oke banget minimal maleman mu ngecewain awas lawak lo,Positif,0.030159593,0.17731987,0.7925205
"Mantap. Semoga timnas bisa istiqomah, AFF mah ez kalo begini mainnya",mantap moga timnas istikamah aff mah ez main,Positif,0.01604692,0.09814692,0.88580614
Terimakasih timnas. Apapun ceritanya kalian hebat. Target tercapai. Mainnya bagus. Pengalaman dapat. Semangat. Kalah menang hal yang biasa. Salut buat timnas indonesia. Kecuali bang towel. Ajg,terimakasih timnas cerita hebat target capai main bagus alam semangat kalah menang salut timnas indonesia kecuali bang towel ajg,Positif,0.07960484,0.2026542,0.71774095
walaupun kalah tapi puas banget nontonin perjalanan timnas di AFC ini karena mainnya ajib pake banget.  cuma agak kesel karena kalahnya sama australia yang permainannya gak bagus-bagus amat itu.,kalah puas banget nontonin jalan timnas afc main ajib pakai banget kesel kalah australia main bagusbagus,Positif,0.005344958,0.07645945,0.91819566
"terima kasih timnas, harus diakui ini Australi mainnya tenang dan rapih bgt",terima kasih timnas australi main tenang rapi banget,Positif,0.013982941,0.092718765,0.8932983
"Belum perfect mainnya timnas, tapi sepanjang turnamen ini kolektivitas dan visi bermain nya harus diacungi banyak jempol. Progress yg luar biasa",perfect main timnas turnamen kolektivitas visi main acung jempol progress,Positif,0.26647297,0.21660814,0.5169189
"Ostrali mainnya tepat dan cerdas! Timnas main bagus kok bangettt malah, semoga konsisten serta lebih klinis",ostrali main cerdas timnas main bagus banget moga konsisten klinis,Positif,0.0043643513,0.061711732,0.9339239
"tapi biarpun kebantai indo ttp malam ini mainnya keren diawal 🥺🫶🏻 nice try timnas 💗 #TimnasDay""",biarpun bantai indonesia malam main keren nice try timnas,Positif,0.10963615,0.20902401,0.68133986
"ini timnas kalau lawan persib pun bakal kebantai wkwkwkw, jujur jujuran beda banget mainnya skrg sama dulu pas awal awal sty ngelatih, dulu pemain pada berani main one two, tiki taka transisi cepat skrg long ball FC brooo",timnas lawan persib bantai wkwkwkw jujur jujuran beda banget main pas sty ngelatih main berani main one two tik taka transisi cepat long ball fc brooo,Positif,0.015408854,0.10289972,0.88169146
timnas mainnya udah bagus lagi ga hoki 😔,timnas main bagus hoki,Positif,0.053376127,0.19496463,0.7516592
@idextratime @bliblidotcom Serius udah bagus mainnya. Udh bener ini. Terima kasih timnas,serius bagus main terima kasih timnas,Positif,0.12215761,0.30106884,0.5767735
"Setuju bgtttt mainnya udh bagus timnas huhu, kalian udh hebattt!!!🥺🥺🤍",tuju banget main bagus timnas huhu hebattt,Positif,0.0022878407,0.041966915,0.9557453
"Apapun hasilnya keren banget timnas mainnya, peningkatan yg oke 💯",hasil keren banget timnas main tingkat oke,Positif,0.0004905813,0.023551153,0.9759582
"Udah ahhh, bagus mainnya tapi aku belum terima lihat Timnas kalah 😭",ah bagus main terima lihat timnas kalah,Positif,0.11653124,0.29085097,0.5926178
"Ini kekalahan paling keren Indonesia seumur hidup saya nonton timnas.  Mainnya keren banget. Kerja samanya enak. Possession football-nya berhasil. Kalah di mental, wajar. Apalagi Indonesia rata2 pake skuad U-23.  Gapapa, KAMI BANGGA!  #TimnasDay #PialaAsia2023 #PSSI #Indonesia",kalah keren indonesia umur hidup tonton timnas main keren banget kerja enak possession footballnya hasil kalah mental wajar indonesia pakai skuad gapapa bangga,Positif,0.027518125,0.12935731,0.84312457
"Timnas mainnya keren, mudah2an STY diextend kontraknya dan tim ini dipertahankan",timnas main keren mudah sty diextend kontrak tim tahan,Positif,0.025369627,0.11514294,0.8594875
#TimnasDay keren si timnas malem ini mainnya.. Walaupun blm menang tp permainannya bisa mengimbangi tim tim gede😁,keren timnas malam main menang main imbang tim tim gede,Positif,0.010398584,0.08285783,0.90674365
Makasih timnas atas perjuangan kalian di piala Asia 🫂❤️❤️  Kalian mainnya hebat bgt ❤️❤️,terima kasih timnas juang piala asia main hebat banget,Positif,0.06653476,0.17144227,0.762023
thank you deh buat timnas. mainnya dah oke tp ya beda level jd gpp,thank you deh timnas main deh oke beda level enggak apa,Positif,0.0007178661,0.05241369,0.94686836
