text,label,processed
aplikasi susah dibuka suka close sendiri,negative,"['aplikasi', 'susah', 'dibuka', 'suka', 'close']"
apk berat bayak bug nunggu driver lama driver yg jemput jauhjauh harganya mahal layana buruk padahal banyak driver yg ngetime dan lalu lalang di hadapan saya ada promo tapi gk bisa di pakai ampunlah,negative,"['apk', 'berat', 'bayak', 'bug', 'menunggu', 'driver', 'driver', 'jemput', 'jauhjauh', 'harganya', 'mahal', 'layana', 'buruk', 'driver', 'ngetime', 'lalang', 'hadapan', 'promo', 'enggak', 'pakai', 'ampunlah']"
sangatt kecewaa sekali dengan gojekk karena drivernya sangat tidak jujur sekali tadi saya naik gojek saya tuh sudah bayar pake gopay tetapi saya kasih lagi uangnya ternyata tidak ada yang jujur saya sudah kali ternyata hasilnya sama dan ketika di chat si driver tersebut tidak membalas chat saya saya harap uang saya bisa kembali lagi ke gopay saya merasa di rugikan karena drivernya tidak jujurr kecewaaa dan sangat buruk untuk nama drivernya andri yansyah suryaman menggunakan motor mio gt,negative,"['sangatt', 'kecewaa', 'gojekk', 'drivernya', 'tidak', 'jujur', 'gojek', 'bayar', 'pakai', 'gopay', 'kasih', 'uangnya', 'tidak', 'jujur', 'kali', 'hasilnya', 'chat', 'driver', 'tidak', 'membalas', 'chat', 'harap', 'uang', 'gopay', 'rugikan', 'drivernya', 'tidak', 'jujurr', 'kecewaaa', 'buruk', 'nama-nama', 'drivernya', 'andri', 'yansyah', 'suryaman', 'motor', 'mio']"
udh ga bagus kaya dulu biyaya pemesanan jdi tambah mahal apa lagi klo tambah ongkirmana ga pernah ada voucherpromo ga kaya grab dan shopi bnyak voucher food nya,negative,"['enggak', 'bagus', 'kayak', 'biyaya', 'pemesanan', 'mahal', 'apa-apa', 'ongkirmana', 'enggak', 'voucherpromo', 'enggak', 'kayak', 'grab', 'shopi', 'voucher', 'food']"
transportasi paling nyaman dan pelayanan yang baik,positive,"['transportasi', 'nyaman', 'pelayanan']"
masih bagus aplikasi fitur yang lama lebih cepat dan lebih gampang ini malah lebih sulit lamban sering lemot jaringan nya sehingga transaksi sering terhambat,negative,"['bagus', 'aplikasi', 'fitur', 'cepat', 'gampang', 'sulit', 'lamban', 'lemot', 'jaringan', 'transaksi', 'terhambat']"
ini kenapa setelah di perbaharui malah tambah bermasalah ni aplikasi jadi gak lurus kerjaan juga tolong dong ini gimana setiap buka gojek selalu tidak menanggapi hallo setelah kemarin gak bisa masuk sekarang alhamdulillah sudah bisa buka aplikasi gojek tapi saldo saya hilang gimana nih solusi nya tolong dooooooooooooooong,negative,"['perbaharui', 'bermasalah', 'aplikasi', 'enggak', 'lurus', 'pekerjaan', 'tolong', 'buka', 'gojek', 'tidak', 'menanggapi', 'halo', 'kemarin', 'enggak', 'masuk', 'alhamdulillah', 'buka', 'aplikasi', 'gojek', 'saldo', 'hilang', 'solusi', 'tolong', 'dooooooooooooooong']"
suka kesel saya sama driver yang sudah pick order terus lama nunggu tiba tiba dia cansel tanpa confirmasi mau cansel ke penumpang,negative,"['suka', 'kesel', 'driver', 'pick', 'order', 'menunggu', 'cansel', 'confirmasi', 'cansel', 'penumpang']"
ntah hp   yg ram yg ga guna ntah aplikasinya yg terlalu canggih suruh update mulu dari customer makin lama makin kaya,negative,"['hp', 'ram', 'enggak', 'aplikasinya', 'canggih', 'suruh', 'update', 'mulu', 'customer', 'kayak']"
pelayanan kurang cepat terlalu lambat saya menunugu sudah jam masih tidak ada yang masok,negative,"['pelayanan', 'cepat', 'lambat', 'menunugu', 'jam', 'tidak', 'masok']"
di batalkan   oleh driver padahal udh nunggu lama dan pencariannya memakan waktu lama,negative,"['batalkan', 'driver', 'menunggu', 'pencariannya', 'memakan']"
aplikasi jmbut kbnyakan sistem eror perbaikan dll kotl,negative,"['aplikasi', 'jmbut', 'kbnyakan', 'sistem', 'eror', 'perbaikan', 'dll', 'kotl']"
paylater stlh update untuk beli pulsa harus masuk ke app providernya dulu bayar pakai gopay tidak bisa dari app gojek perlu adanya penjelasan aturan pakai yg lebih konkrit dan spesifik,positive,"['paylater', 'update', 'beli', 'pulsa', 'masuk', 'app', 'providernya', 'bayar', 'pakai', 'gopay', 'tidak', 'app', 'gojek', 'penjelasan', 'aturan', 'pakai', 'konkrit', 'spesifik']"
aplikasi ini sangat memudahkan saya jika butuh transportasi dan pembayaran transjogja,positive,"['aplikasi', 'memudahkan', 'butuh', 'transportasi', 'pembayaran', 'transjogja']"
mantap pertahankan pelayanan yg sudah bagus klo perlu ditingkatkan lagi,positive,"['mantap', 'pertahankan', 'pelayanan', 'bagus', 'ditingkatkan']"
sllu terjangkau dan selalu ramah,positive,"['terjangkau', 'ramah']"
ini kenapa yah sebagai pelanggan gojek khusus ny untuk pemesanan makanan udh hampir bulan diskon voucer makanan tidak bisa di pakek,negative,"['pelanggan', 'gojek', 'khusus', 'pemesanan', 'makanan', 'diskon', 'voucer', 'makanan', 'tidak', 'pakai']"
driver selalu ramahsering promosi jd lbh ekonomisdi bandara jg adajd ga repot,positive,"['driver', 'ramahsering', 'promosi', 'ekonomisdi', 'bandara', 'adajd', 'enggak', 'repot']"
minta diperbarui setelah diperbarui malah ilang limit gopyleter udh lama gak dipakai pas mau dipakai lagi udh gak ada udh limitnya dari tahun sampai segitu aja gak ada perubahan yg bagus jelek,negative,"['diperbarui', 'diperbarui', 'hilang', 'limit', 'gopyleter', 'enggak', 'dipakai', 'pas', 'dipakai', 'enggak', 'limitnya', 'tahun-tahun', 'segitu', 'enggak', 'perubahan', 'bagus', 'jelek']"
aplikasi anjdriver yg batalin sampe dua kali saldo gua tetep ilang juga alibi udah berhasi di saldo utama aja ga masukpikir kalo mau pake aplikasi ini ga layak bintang jg,negative,"['aplikasi', 'anjdriver', 'batalin', 'kali', 'saldo', 'gua', 'hilang', 'alibi', 'berhasi', 'saldo', 'utama', 'enggak', 'masukpikir', 'pakai', 'aplikasi', 'enggak', 'layak', 'bintang']"
aduh gimana ini om gojekbaru bukak aplikasi baru juga mau pesan malah aplikasinya eror blank diam tidak bisa di pijet apa harus keluar lagi masuk lagi ya udah deh gak papa terimakasih,negative,"['aduh', 'om', 'gojekbaru', 'buka', 'aplikasi', 'pesan', 'aplikasinya', 'eror', 'blank', 'diam-diam', 'tidak', 'pijet', 'apa-apa', 'masuk', 'deh', 'enggak', 'papa', 'terimakasih']"
gojek makin aneh gopaylater suruh tanda tangan perjanjianudh berhasil tanda tangantapi malah minta tanda tangan terus gopaylater ga bisa dipake buat apaan ada percuma sinyal bagus udh perbaharui yg baru juga padahal makin aneh,positive,"['gojek', 'aneh', 'gopaylater', 'suruh', 'tanda', 'tangan', 'perjanjianudh', 'berhasil', 'tanda', 'tangantapi', 'tanda', 'tangan', 'gopaylater', 'enggak', 'dipakai', 'sinyal', 'bagus', 'perbaharui', 'aneh']"
sangat bagus drivernya ramah,positive,"['bagus', 'drivernya', 'ramah']"
saya sangat kecewakenapa saya tidak dapat mengajukan gopay pinjampadahal saya pengguna aplikasi go jek sudah ada tahun lebihdisaat saya sedang membutuhkan kenapa dari go jek tidak membantu,positive,"['kecewakenapa', 'tidak', 'mengajukan', 'gopay', 'pinjampadahal', 'pengguna', 'aplikasi', 'go', 'jek', 'tahun-tahun', 'lebihdisaat', 'membutuhkan', 'go', 'jek', 'tidak', 'membantu']"
aplikasi error not respondingstopped working tiap kali mau order sejak update awal oktober ini tolong perbaiki,negative,"['aplikasi', 'error', 'not', 'respondingstopped', 'working', 'kali', 'order', 'update', 'oktober', 'tolong', 'perbaiki']"
aplikasinya semakin parah di update terus tp malah tambah lemot dan sering gak respon apalagi setelah perubahan tampilan sistem saat driver menuju resto tidak keluar maps driver jadi semakin seenaknya banyak orderan gofood yg masuk tp tidak ada respon dr driver cstmr menunggu konfirmasi terlalu lama tp endingnya driver yg tidak bertanggung jawab malah membatalkan semakin parah harusny ada batas konfirmsi driver,negative,"['aplikasinya', 'parah', 'update', 'lemot', 'enggak', 'respon', 'perubahan', 'tampilan', 'sistem', 'driver', 'resto', 'tidak', 'maps', 'driver', 'orderan', 'gofood', 'masuk', 'tidak', 'respon', 'driver', 'cstmr', 'menunggu', 'konfirmasi', 'endingnya', 'driver', 'tidak', 'bertanggung', 'membatalkan', 'parah', 'harusny', 'batas', 'konfirmsi', 'driver']"
email saya belum di tautkan lgsg engak bisa guna kan aplikasi cukup nomor saja dan aplikasi mau pesan makanan pun susah ribet tunggu saya daftar semua ny selesailapar sudah kecewa,negative,"['email', 'belum', 'tautkan', 'langsung', 'engak', 'aplikasi', 'nomor', 'aplikasi', 'pesan', 'makanan', 'susah', 'ribet', 'tunggu', 'daftar', 'selesailapar', 'kecewa']"
tolong lah bener kan lagi masalah gofood dan lain nya terutama ongkir yang gak ngotak masak jarak rumah dengan yang di tuju gak sampai km ongkir nya   dan itu pun belum juga biaya aplikasi nya tolong di benerin lagi masalah ongkir nya dan biaya aplikasi nya,negative,"['tolong', 'gofood', 'ongkir', 'enggak', 'ngotak', 'masak', 'jarak', 'rumah', 'tuju', 'enggak', 'ongkir', 'belum', 'biaya', 'aplikasi', 'tolong', 'benerin', 'ongkir', 'biaya', 'aplikasi']"
saya punya kendala sewaktu hendak melakukan pembayaran dan saya punya buktinya tolong segera selesaikan masalah saya,positive,"['kendala', 'pembayaran', 'buktinya', 'tolong', 'selesaikan']"
aneh ya kenapa ketika buka gojek malah hang di logo gojek terus keluar sendiri android,negative,"['aneh', 'buka', 'gojek', 'hang', 'logo', 'gojek', 'android']"
tolong ya gojek driver orderan jangan orderan belum selesai driver bisa nerima orderan yang lainnya makanan pelanggan diajak muter lebih jauh keburu dingin yang ada kembalikan ke settingan awal,negative,"['tolong', 'gojek', 'driver', 'orderan', 'jangan-jangan', 'orderan', 'belum', 'selesai', 'driver', 'menerima', 'orderan', 'makanan', 'pelanggan', 'diajak', 'muter', 'keburu', 'dingin-dingin', 'kembalikan', 'settingan']"
saya sangat suka dn puas menggunakan aplikasi gojek terimakasih gojek semoga lebih mantap lg untk kedepannya,positive,"['suka', 'puas', 'aplikasi', 'gojek', 'terimakasih', 'gojek', 'semoga', 'mantap', 'kedepannya']"
udh masukin lokasi alamat betul tapi tiba berubah dan perbedaan harganya jauh banget yg dari   jadi   sakit hati banget gua keluarin duitnya,negative,"['memasukkan', 'lokasi', 'alamat', 'berubah', 'perbedaan', 'harganya', 'banget', 'sakit', 'hati-hati', 'banget', 'gua', 'mengeluarkan', 'duitnya']"
yang jelas sering nge freeze force close sesuai sama ulasan yg lainnya,negative,"['jelas-jelas', 'nge', 'freeze', 'force', 'close', 'sesuai', 'ulasan']"
diupdate bukan makin bagus malah makin nurun,positive,"['diupdate', 'bukan', 'bagus', 'nurun']"
kenapa tidak ada fitur komplain buat resto karena saya sudah beberapa kali pesen goodfoot gak sesuai pesanan itu kan merugikan dan tidak memuaskan,negative,"['tidak', 'fitur', 'komplain', 'resto', 'kali', 'pesan', 'goodfoot', 'enggak', 'sesuai', 'pesanan', 'merugikan', 'tidak', 'memuaskan']"
setelah update aplikasi sering lag sinyal udh bagus ram hp gede yg ngerasain bukan saya saja banyak juga teman saya,positive,"['update', 'aplikasi', 'lag', 'sinyal', 'bagus', 'ram', 'hp', 'gede', 'merasai', 'bukan', 'teman']"
sangat membantu dalam transportasi cepat dan amanah,positive,"['membantu', 'transportasi', 'cepat', 'amanah']"
gimana nihhh akun mau ganti email berhari setelah nunggu jam mulu gbs di change mohon bantuan nya dong pihak gojek aku masi baik ngasi bintang,positive,"['akun', 'ganti', 'email', 'berhari', 'menunggu', 'jam', 'mulu', 'enggak bisa', 'change', 'mohon', 'bantuan', 'gojek', 'mengasih', 'bintang']"
sukaaa bangettt kalau pesan makanan di gojek cepet dan murahh soalnya banyak voucher nya,positive,"['suka', 'banget', 'pesan', 'makanan', 'gojek', 'cepat', 'murahh', 'voucher']"
hanya untuk gofood terus nambah mahal ongkir naik ada tambahan biaya layanan jadinya ongkir gofood dibawah km rp mending beli langsung dong mungkin msih membantu buat kalangan mnengah ke atas kali mnengah ke bawah malah rugi,negative,"['gofood', 'bertambah', 'mahal', 'ongkir', 'tambahan', 'biaya', 'layanan', 'ongkir', 'gofood', 'dibawah', 'rp', 'mending', 'beli', 'langsung', 'membantu', 'kalangan', 'mnengah', 'kali', 'mnengah', 'rugi']"
datang cepat dan sampaipun tepat,positive,"['cepat', 'sampaipun']"
aplikasi udah parah bgt di adain promo tapi ada yg di korbankan yaitu driver gojek sendiri padahal gw milih bkn mode hemat tapi pengantaran biasa tapi dengan ada promo opsi pengantaran malahan berubah jadi mode hemat yg harusnya cmn menit makanan di anter ini jadi jam menit sampe gunta ganti driver,negative,"['aplikasi', 'parah', 'banget', 'mengadakan', 'promo', 'korbankan', 'driver', 'gojek', 'gue', 'memilih', 'bukan', 'mode', 'hemat', 'pengantaran', 'promo', 'opsi', 'pengantaran', 'berubah', 'mode', 'hemat', 'cuman', 'menit', 'makanan', 'anter', 'jam', 'menit', 'gunta', 'ganti', 'driver']"
lebih mudah nyaman driver baik,positive,"['mudah', 'nyaman', 'driver']"
tolong disediakan fitur untuk melihat no hp driver pesanan saya kurang tapi tidak bisa menghubungi driver,negative,"['tolong', 'disediakan', 'fitur', 'no', 'hp', 'driver', 'pesanan', 'tidak', 'menghubungi', 'driver']"
ini kenapa sering ngefreeze ya apk nya kadang di situasi penting malah ngefreeze sendiri tolong dibenahi,positive,"['ngefreeze', 'apk', 'kadang', 'situasi', 'ngefreeze', 'tolong', 'dibenahi']"
makin hari makin mahal aja promonya jg kagak ada lebih murah pake maxim klo kemana klo pesan makan promo nya gk bisa dipake giliran gk ada gopay ada promo untuk yg bayar pake gopay giliran isi gopay promonya hilang wkwkwkkwkw udah gitu lemot banget tiba bsa kluar sndiri klo pke grab food promo bsa dimasukin ke pesanan klo di gofood cuma bsa plih satu oh iya klo bisa biaya ongkir jgn trllu mahal apalgi biaya aplikasinya semakin hari smakin naik aja dipapua skrg maxim yg sering dipke,negative,"['mahal', 'promonya', 'kagak', 'murah', 'pakai', 'maxim', 'kemana', 'pesan', 'makan', 'promo', 'enggak', 'dipakai', 'giliran', 'enggak', 'gopay', 'promo', 'bayar', 'pakai', 'gopay', 'giliran', 'isi', 'gopay', 'promonya', 'hilang', 'wkwkwkkwkw', 'lemot', 'banget', 'pakai', 'grab', 'food', 'promo', 'dimasuki', 'pesanan', 'gofood', 'plih', 'oh', 'iya', 'biaya', 'ongkir', 'jangan', 'trllu', 'mahal', 'biaya', 'aplikasinya', 'dipapua', 'maxim', 'dipke']"
halo kenapa ini di device saya crash dari kemarin ya tiba tiba ter logout lalu untuk masuk lagi sangat amat susah padahal jaringan wifi ataupun kuota saya kencang sudah saya update dan install ulang masih saja saya kesusahan untuk memesan layanan ataupun pakai gopaynya tolong ditindaklanjuti,negative,"['halo', 'device', 'crash', 'kemarin', 'ter', 'logout', 'masuk', 'susah', 'jaringan', 'wifi', 'kuota', 'kencang', 'update', 'install', 'ulang', 'kesusahan', 'memesan', 'layanan', 'pakai', 'gopaynya', 'tolong', 'ditindaklanjuti']"
aplikasi gajelas driver banyak tapi pesen lama sekali bahkan tdk dapat hapus saja aplikasinya kalo seperti itu merugikan sekali,negative,"['aplikasi', 'enggak jelas', 'driver', 'pesan', 'tidak', 'hapus', 'aplikasinya', 'merugikan']"
pakai pickup tp malah diarahin ke gangpadahal sudah jelas tidak bisatolong di perbaiki,positive,"['pakai', 'pickup', 'diarahin', 'gangpadahal', 'jelas-jelas', 'tidak', 'bisatolong', 'perbaiki']"
layanan pengaduannya tidak bagus tidak ada tracking pengaduan dari laporan yg dibuat cs menginfokan bisa di track lewat email tapi dicek diemail tidak ada saya mengadukan gofood yg sudah dibayar pakai gopay tetapi tidak saya terima chat dg cs malahan dibalas bahwa makanan secara sistem sdh diterima trus laporan pengaduannya ditutup sepihak oleh cs,negative,"['layanan', 'pengaduannya', 'tidak', 'bagus', 'tidak', 'tracking', 'pengaduan', 'laporan', 'cs', 'menginfokan', 'track', 'email', 'dicek', 'diemail', 'tidak', 'mengadukan', 'gofood', 'dibayar', 'pakai', 'gopay', 'tidak', 'terima', 'chat', 'cs', 'dibalas', 'makanan', 'sistem', 'diterima', 'laporan', 'pengaduannya', 'ditutup', 'cs']"
gojek saya sering crash di hp samsung galaxy   tolong bugs nya di perbaiki device saya sudah aman updatean terbaru software nya dan app gojek juga yg terbaru,negative,"['gojek', 'crash', 'hp', 'samsung', 'galaxy', 'tolong', 'bugs', 'perbaiki', 'device', 'aman', 'updatean', 'terbaru', 'software', 'app', 'gojek', 'terbaru']"
woy ini kenapa jadi lola sama sering eror sih aplikasinya pada pindah tau rasa dah,negative,"['woy', 'lola', 'eror', 'aplikasinya', 'pindah', 'deh']"
gojek sekarang jelek tiba hang bisa tutup sendiridl sebelum update   gituserver kalian sudah mau meledak tujgn cuman cari cuan nambah tu kapasitas serverg enak banget makenyamalah promo semakin sedikitkacau la pokoknya,negative,"['gojek', 'jelek', 'hang', 'tutup', 'sendiridl', 'update', 'gituserver', 'meledak', 'tujgn', 'cuman', 'cari', 'cuan', 'bertambah', 'kapasitas', 'serverg', 'enak', 'banget', 'makenyamalah', 'promo', 'sedikitkacau', 'pokoknya']"
jangan pakai gojek untuk yg ke tiga kali nya bayar indihome gak saldo kepotong tapi gak masuk di status pembayaran minta hubungi costumer gak ada respon,negative,"['jangan-jangan', 'pakai', 'gojek', 'kali', 'bayar', 'indihome', 'enggak', 'saldo', 'kepotong', 'enggak', 'masuk', 'status', 'pembayaran', 'hubungi', 'costumer', 'enggak', 'respon']"
sangat aman dan nyaman untuk transportasi darurat sangat akurat sangat puas menggunakan aplikasi ini,positive,"['aman', 'nyaman', 'transportasi', 'darurat', 'akurat', 'puas', 'aplikasi']"
titik map tidak akurat dan sudah saya kritik lama gak da perubahan beda sama aplikasi sebelah titik map jauh lebih akurat dan menanggapi balasan dari aplikasi isin akses lokasi pasti sadah di ijinkan karna jika tidak maka juga gak bisa di gunakan aplikasinya dan pengaturan tidak saya bedakan dengan aplikasi sebelah namun tetap saja titik lokasi kurang akurat,positive,"['titik', 'map', 'tidak', 'akurat', 'kritik', 'enggak', 'perubahan', 'beda', 'aplikasi', 'sebelah', 'titik', 'map', 'akurat', 'menanggapi', 'balasan', 'aplikasi', 'isin', 'akses', 'lokasi', 'sadah', 'ijinkan', 'tidak', 'enggak', 'aplikasinya', 'pengaturan', 'tidak', 'bedakan', 'aplikasi', 'sebelah', 'titik', 'lokasi', 'akurat']"
gojek sangat membantu sebagai sarana transportasi baik itu perjalanan sendiri atau penghantaran makananminuman membantu memudahkan urusan kita cepat tepat dan mudah,positive,"['gojek', 'membantu', 'sarana', 'transportasi', 'perjalanan', 'penghantaran', 'makananminuman', 'membantu', 'memudahkan', 'urusan', 'cepat', 'mudah']"
gofood kenapa sih skrg kalo driver nelpon cuma notif lagu sm getar doang   bisa angkat telp karena ga ada tandanya hp geter doang kalo gdriver blm matiin masih geter aja tu hape,positive,"['gofood', 'driver', 'nelpon', 'notif', 'lagu', 'getar', 'doang', 'angkat', 'telp', 'enggak', 'tandanya', 'hp', 'geter', 'doang', 'gdriver', 'belum', 'matiin', 'geter', 'hape']"
tracking oke untuk promo bagi pengguna setia apalagi buat level juragan anak sultan tolong di perbanyak lagi dong terimakasih gojek,positive,"['tracking', 'oke', 'promo', 'pengguna', 'setia', 'level', 'juragan', 'anak-anak', 'sultan', 'tolong', 'perbanyak', 'terimakasih', 'gojek']"
makin di update makin nggk jelas sering keluar macet dan yakin ini dari aplikasi nya bukan masalah jaringan cobalah kalau di update itu lebih baik bukan di update malah makin buruk bikin kita yang pesan dengan driver carian kalau nggk niat perbaiki mending nggk usah update,negative,"['update', 'enggak', 'jelas-jelas', 'macet', 'aplikasi', 'bukan', 'jaringan', 'cobalah', 'update', 'bukan', 'update', 'buruk', 'pesan', 'driver', 'carian', 'enggak', 'niat', 'perbaiki', 'mending', 'enggak', 'update']"
verifikasi yang ribet dan tidak praktis,negative,"['verifikasi', 'ribet', 'tidak', 'praktis']"
good aplikasi yg sangat membantu buat emak yg punya baby ga sempat masak dan perlu beli ini itu sat set pakai gojek aja,positive,"['good', 'aplikasi', 'membantu', 'emak', 'baby', 'enggak', 'masak', 'beli', 'sat', 'set', 'pakai', 'gojek']"
kebanyakan update jadi loding terus gak bisa bayar pake bca ahhhh,negative,"['kebanyakan', 'update', 'loding', 'enggak', 'bayar', 'pakai', 'baca', 'ah']"
perjalanan yg menyenangkan komunikasi yg baik dg pak sopir,positive,"['perjalanan', 'menyenangkan', 'komunikasi', 'sopir']"
aplikasi kok malah semakin kurang nyaman dipakemohon untuk ditingkatkan agar lebih baik lagi,negative,"['aplikasi', 'nyaman', 'dipakemohon', 'ditingkatkan']"
keren pokoknya murah dan cepat,positive,"['keren-keren', 'pokoknya', 'murah', 'cepat']"
enakk bgtbuat memesan makanantidak ada lag,positive,"['enakk', 'bgtbuat', 'memesan', 'makanantidak', 'lag']"
kalau kasih tip chating ke drivernya yaaa suka telat masuknya,positive,"['kasih', 'tip', 'chating', 'drivernya', 'suka', 'telat', 'masuknya']"
kenapa tidak bisa ubah pin kode otp sudah masuk secara otomatis namun selalu ketetangannya salah otp,negative,"['tidak', 'ubah', 'pin', 'kode', 'otp', 'masuk', 'otomatis', 'ketetangannya', 'salah', 'otp']"
untuk sekarang cukup baik pelayanan nya juga oke untuk harga netral aja lah sesuai pelayanan juga semoga kedepannya tetap baik dan tidak ada masalah,positive,"['pelayanan', 'oke', 'harga', 'netral', 'sesuai', 'pelayanan', 'semoga', 'kedepannya', 'tidak']"
pesanan tiba batal dan otomatis pesan ulang dengan pesanan tanpa promo bener aplikasi aneh di batalkan sudah gak bisa,negative,"['pesanan', 'batal', 'otomatis', 'pesan', 'ulang', 'pesanan', 'promo', 'aplikasi', 'aneh', 'batalkan', 'enggak']"
betapa bahagianya bisa jalanjalan tanpa ada hambatan beeeetaapaaaa bahagianya bisa mamam enak tanpa ada halangan beeeetaapaaaa bahagianya empattujuhtujuh udah gak ada bugsnya beeeetaapaaaa betapa bahagianya lancar pakai gojek lagi ayo semua apdet versinyaaaaaaaaaaaa,positive,"['betapa', 'bahagianya', 'jalanjalan', 'hambatan', 'beeeetaapaaaa', 'bahagianya', 'mamam', 'enak', 'halangan', 'beeeetaapaaaa', 'bahagianya', 'empattujuhtujuh', 'enggak', 'bugsnya', 'beeeetaapaaaa', 'betapa', 'bahagianya', 'lancar', 'pakai', 'gojek', 'ayo', 'apdet', 'versinyaaaaaaaaaaaa']"
knp pake mode hemat promo nya ga bisa di pake maless ah ga jadi beli,negative,"['pakai', 'mode', 'hemat', 'promo', 'enggak', 'pakai', 'maless', 'ah', 'enggak', 'beli']"
gak jelas nih aplikasi sebelum langganan gofoodplus hampir semua restoran berlogo plus setelah langganan malah semua logo plus di hilangin truss langganan gofoodplus apa gunanya tailah buat kalian yg mau langganan gofoodplus mending gak usah soalnya pasti kalian menyesal promo penipuan ini mahh,negative,"['enggak', 'jelas-jelas', 'aplikasi', 'langganan', 'gofoodplus', 'restoran', 'berlogo', 'plus', 'langganan', 'logo', 'plus', 'menghilangkan', 'truss', 'langganan', 'gofoodplus', 'apa-apa', 'gunanya', 'tailah', 'langganan', 'gofoodplus', 'mending', 'enggak', 'menyesal', 'promo', 'penipuan', 'mah']"
habis update diplaystore mau bayar tagihan digopaypinjma kenapa   bisa muncul tagihan padahal besok uda jatuh tempo sinyal kuat tp katanya tagihan blm muncul tolong benai biar saya   kena denda,positive,"['habis', 'update', 'diplaystore', 'bayar', 'tagihan', 'digopaypinjma', 'muncul', 'tagihan', 'besok', 'jatuh', 'tempo', 'sinyal', 'kuat', 'tagihan', 'belum', 'muncul', 'tolong', 'benai', 'kena', 'denda']"
udah set bahasa indonesia tapi ada beberapa yang berubah jadi bhs inggris bad update,negative,"['set', 'bahasa', 'indonesia', 'berubah', 'bahasa', 'inggris', 'bad', 'update']"
aku sangat suka dengan goofod praktis dan tidak perlu ke luar rumah bagi yang forclose jngn salahin aplikasinya liat hp kalian dulu saya ga pernah tuh forclose,positive,"['suka', 'goofod', 'praktis', 'tidak', 'rumah', 'forclose', 'jangan', 'salahkan', 'aplikasinya', 'lihat', 'hp', 'enggak', 'forclose']"
enakan sistem yg kemaren dri findaya yg klo udh bayar bisa dipake lagi skrng udh pergantian sistem udh dibayar ehhhh diphp katanya bisa naik limit dan bisa dipake lagi ternyata oh ternyata zonk,negative,"['enakan', 'sistem', 'kemarin', 'findaya', 'bayar', 'dipakai', 'pergantian', 'sistem', 'dibayar', 'ehhhh', 'diphp', 'limit', 'dipakai', 'oh', 'zonk']"
ga bisa dibuka sama sekali padahal jaringan bagus beberapa kali install ulang masih sama ga bisa dibuka,negative,"['enggak', 'dibuka', 'jaringan', 'bagus', 'kali', 'install', 'ulang', 'enggak', 'dibuka']"
pelayanan sangat baikmembantu banget,positive,"['pelayanan', 'baikmembantu', 'banget']"
tambahin fitur dark mode biar sejalan sama tema hp sama tolong benerin widgetnya masa widget ukuran kecil tapi makan space besar gak bisa dikecilin juga ukurannya,positive,"['tambahkan', 'fitur', 'dark', 'mode', 'sejalan', 'tema', 'hp', 'tolong', 'benerin', 'widgetnya', 'widget', 'ukuran', 'kecil-kecil', 'makan', 'space', 'besar-besar', 'enggak', 'dikecilin', 'ukurannya']"
ini layanan lama kaya grab konsumen cancel itu karena kelamaan dan diluar batas normal lalu siapa yang harus disalahkan costumer harga gopud beda sampe per item udah gitu kalian minta ongkos kirim kalian ada nomor darurat bebas pulsa yang bisa dihubungi kalau terjadi hal demikian udah diemail pun gak terselesaikan masalah saya makanya jangan pikir untung terus donk pelayanan perbaiki jangan jadi penjajah di negeri sendiri,negative,"['layanan', 'kayak', 'grab', 'konsumen', 'cancel', 'diluar', 'batas', 'normal', 'disalahkan', 'costumer', 'harga', 'gopud', 'beda', 'item', 'ongkos', 'kirim', 'nomor', 'darurat', 'bebas', 'pulsa', 'dihubungi', 'diemail', 'enggak', 'terselesaikan', 'jangan-jangan', 'pikir-pikir', 'untung', 'pelayanan', 'perbaiki', 'jangan-jangan', 'penjajah', 'negeri']"
makan nya mahal mahal diliran yang mahal di kasih ongkir nya murah cuma ribu diliran yang murah ongkir nya lebih mahal dari pada makanannyaharga nya beda di gojek mahal di tempat nya murah kenapa sih di mahalin cari voucher aja ribet amat ga recomed sih ni apk,negative,"['makan', 'mahal', 'mahal', 'diliran', 'mahal', 'kasih', 'ongkir', 'murah', 'ribu', 'diliran', 'murah', 'ongkir', 'mahal', 'makanannyaharga', 'beda', 'gojek', 'mahal', 'murah', 'mahalin', 'cari', 'voucher', 'ribet', 'enggak', 'recomed', 'apk']"
sangat mudah dan cepat pastinya membantu banget untuk transportasi,positive,"['mudah', 'cepat', 'pastinya', 'membantu', 'banget', 'transportasi']"
kok upgrad dokumen go pay plus susah bener ya sdh berkali ga bisa mau nya apa apl ini mau transfer jadi ga bisa klo top up kayaknya mudah sekali ga hrs foto ektp dan selfi seolaholah kita di jebak pantes aja orderan gojek sepi wong cs pada ngeluh dan kecewa aplikasi nya lemot   ribet mungkin cs gojek pada pindah   aplikasi sebelah yg lebih praktis,negative,"['upgrad', 'dokumen', 'go', 'pay', 'plus', 'susah', 'berkali', 'enggak', 'apa-apa', 'apl', 'transfer', 'enggak', 'top', 'up', 'kayaknya', 'mudah', 'enggak', 'foto-foto', 'ektp', 'selfi', 'seolaholah', 'jebak', 'orderan', 'gojek', 'sepi', 'cs', 'ngeluh', 'kecewa', 'aplikasi', 'lemot', 'ribet', 'cs', 'gojek', 'pindah', 'aplikasi', 'sebelah', 'praktis']"
