text,label,processed
Setia pada #AHY sebab politik Indonesia perlu ada regenerasi yg MATANG agar jgn ada lagi kutu loncat,positive,"['setia', 'politik', 'indonesia', 'regenerasi', 'matang', 'jangan', 'kutu', 'loncat']"
#Setia HinggAHY akhir #Harapan #MasaDepanBangsa @PDemokrat @SBYudhoyono @hincapandjaitan @ranabaja @hariswijaya1975 @Edhie_Baskoro,positive,"['hinggahy', 'baskoro']"
#AHY menyapa #Selamatpagi INDONESIA @PDemokrat @SBYudhoyono @hincapandjaitan @edhiewibowo_55 @Edhie_Baskoro @isari68 @ranabaja,positive,"['menyapa', 'indonesia', 'baskoro']"
#AHY Harapan & masa dpn Bangsa @hincapandjaitan @SBYudhoyono @AgusYudhoyono @PDemokrat @hariswijaya1975 @ranabaja @isari68 @didiklpambudi,positive,"['harapan', 'bangsa']"
#Puisi Putri #AHY dan Para Wanita Penginspirasi http://obsessionnews.com/puisi-putri-ahy-dan-para-wanita-penginspirasi/ â€¦ #SBY #Demokrat,positive,"['putri', 'wanita', 'penginspirasi']"
Keren #AHY,positive,['keren-keren']
"Wartawan tanya apa u Pilkada 2018 mendatang, Mas @AgusYudhoyono akan ikut? Dijawab Mas #AHY sampai skg belum terpikir u ikut Pilkada lainnya",positive,"['wartawan', 'apa-apa', 'pilkada', 'mas', 'mas', 'belum', 'terpikir', 'pilkada']"
Mas Agus kasih kuliah umum nih #AHY,positive,"['mas', 'agus', 'kasih', 'kuliah']"
"Kuliah umum ""mahasiswa perspektif untuk masa depan"" #AHY (at UMRAH DOMPAK) â€”",positive,"['kuliah', 'mahasiswa', 'perspektif', 'at', 'umrah', 'dompak']"
insya allah tidak mendahului Tuhan..bakal ada yg nglamar #AHY ...,positive,"['insya', 'allah', 'tidak', 'mendahului', 'tuhanbakal', 'nglamar']"
Hmmmm calon tokoh dunia #AHY,positive,"['hmmmm', 'calon', 'tokoh', 'dunia']"
Kini #AHY Lebih Gembira,positive,['gembira']
Terimakasih kpada pendukung #AHY yang tlah memberikan suaranya kepada @aniesbaswedan | @sandiuno #SemogaAmanah #JakartauntukRakyat,positive,"['terimakasih', 'pendukung', 'tlah', 'suaranya']"
bisa dipastikan sebagian besar voter #AHY akhirnya memilih @aniesbaswedan #pilkadaDKI #indonesia #saveNKRI,positive,"['besar-besar', 'voter', 'memilih']"
Dan kita tetap #AHY,positive,[]
"Logikanya pemilih #AHY putaran ke1 dipastikan punya psikologis yang sama dengan pemilih paslon 3, mereka ingin gubernur baru di Jakarta.",positive,"['logikanya', 'pemilih', 'putaran', 'psikologis', 'pemilih', 'paslon', 'gubernur', 'jakarta']"
Suara pemilih #AHY pada putaran ke 1 terlihat memilih paslon no 3 pada puataran ke dua kali ini. Selamat Jakarta punya gubernur baru.,positive,"['suara', 'pemilih', 'putaran', 'memilih', 'paslon', 'no', 'puataran', 'kali', 'selamat', 'jakarta', 'gubernur']"
"Olahraga dulu, AHY datang ke TPS siang hari https://goo.gl/fb/ht6PDZ  #nasional #ahy #datang #dulu #hari #ke #olahraga #siang #tps",positive,"['olahraga', 'ahy', 'tps', 'siang']"
AHY Bergaya Sporty  ke TPS #AHY #TPS #PilkadaDKI #lampost,positive,"['ahy', 'bergaya', 'sporty', 'tps']"
"Saat #PilkadaDKI Putaran Pertama, kita melihat bgm #AHY menunjukkan kelasnya sbg pemimpin yg berbesar hati",positive,"['putaran', 'bgm', 'kelasnya', 'pemimpin', 'berbesar', 'hati-hati']"
Setelah sebelumnya tidak pernah peduli #AHY,positive,"['tidak', 'peduli']"
Sebagian kecil pendukung #AHY ada yg dukung Ahok. Basis massa mayoritas kemungkinan lebih pilih Anies. Kunci kemenangan tipis bagi Anies.,positive,"['kecil-kecil', 'pendukung', 'dukung', 'ahok', 'basis', 'massa', 'mayoritas', 'pilih', 'anies', 'kunci', 'kemenangan', 'tipis', 'anies']"
Bagaimana pun suara Pendukung #AHY akan menentukan kemenangan salah satu Paslon.,positive,"['suara', 'pendukung', 'menentukan', 'kemenangan', 'salah', 'paslon']"
Semoga pemilih #AHY di putaran 1 di Kebon Kacang dan Kp. Bali beralih ke Anies-Sandi. #JakartaCoblos3,positive,"['semoga', 'pemilih', 'putaran', 'kebon', 'kacang', 'kp', 'bali', 'beralih', 'aniessandi']"
Yuk #AHY Fans dukung dan menangkan #GubernurMuslim,positive,"['yuk', 'fan', 'dukung', 'menangkan']"
"Bismillah, semoga esok Hari Jakarta memiliki pemimpin yang sesuai tuntunan AlQuran, diridhai Alloh swt",positive,"['bismillah', 'semoga', 'esok', 'jakarta', 'memiliki', 'pemimpin', 'sesuai', 'tuntunan', 'alquran', 'diridhai', 'allah', 'swt']"
"bu Sylvi adalah contoh keberanian betawi utk dalam bersikap, ngga ngambang atau banci. Contoh perempuan betawi tulen !",positive,"['bu', 'sylvi', 'contoh', 'keberanian', 'betawi', 'bersikap', 'enggak', 'ngambang', 'banci', 'contoh', 'perempuan', 'betawi', 'tulen']"
"saya putaran pertama dukung ibu dan mas agus,, yah lebih baik kalah dengan terhormat daripada menang karena curang",positive,"['putaran', 'dukung', 'mas', 'agus', 'kalah', 'terhormat', 'menang', 'curang']"
"Begitu tulus, begitu menyenangkan... Insyaallah ada jalan bu @sylviana_murni",positive,"['tulus', 'menyenangkan', 'insyaallah', 'jalan', 'bu', 'murni']"
"#AHY Pemimpin, harapan, masa depan Bangsa. @SBYudhoyono @AgusYudhoyono @Edhie_Baskoro @hincapandjaitan @isari68",positive,"['pemimpin', 'harapan', 'bangsa', 'baskoro']"
#ahy terbaik,positive,['terbaik']
"Postingan 28 Januari 2017, meneduhkan. Tetep #AHY",positive,"['postingan', 'januari', 'meneduhkan']"
"Salam ""Wallahulmuwafiq IlaAqwamithoriq @sandiuno mencerminkan beliau NU sejak itu saya jatuh hati meski waktu itu saya #AHY @AgusYudhoyono",positive,"['salam', 'wallahulmuwafiq', 'ilaaqwamithoriq', 'mencerminkan', 'beliau', 'nu', 'jatuh', 'hati-hati']"
Saya selalu suka dengan orang yang berjiwa besar #AHY,positive,"['suka', 'orang-orang', 'berjiwa', 'besar-besar']"
@AhyCenter AHY R1 2019.. boleh kalah di Pilgub #AHY @Agus_Yudhoyono,positive,"['ahy', 'kalah', 'pilgub', 'yudhoyono']"
"WalauPun kau kalah,Kami tetap bangga sekali padamu #AHY,JalanMu masih panjang,Kesuksesan yang lebih baik menantimu Disaat yang tepat.",positive,"['kau', 'kalahkami', 'bangga', 'padamu', 'jalanmu', 'panjangkesuksesan', 'menantimu', 'disaat']"
#ahy aku pribadi kagum atas pribadi mu yes #bangga atas sikapmu,positive,"['pribadi', 'kagum', 'pribadi', 'mu', 'yes', 'sikapmu']"
"Prananda Sebut #AHY Demokrat Sejati, Saya Kagum dan Salut  https://goo.gl/fb/8fH7wi  #nasional",positive,"['prananda', 'demokrat', 'sejati', 'kagum', 'salut']"
Waktu itu .... ah sudahlah <Frowning Face> @didienAZHAR: #AHY No. 1 <THUMBS UP> <THUMBS UP> <THUMBS UP>,positive,"['ah', 'frowning', 'face', 'no', 'thumbs', 'up', 'thumbs', 'up', 'thumbs', 'up']"
Aku dari dulu Agus Harimurti Yudhoyono Lovers #AHYLovers Dari dulu Annisa Larasati Pohan Lovers  #ALPLovers Bukan mendadak #AHY,positive,"['agus', 'harimurti', 'yudhoyono', 'lovers', 'annisa', 'larasati', 'pohan', 'lovers', 'bukan', 'mendadak']"
Terkadang sikap dewasa justru diajarkan oleh yang paling muda <THUMBS UP> <SMILING FACE WITH HEART-EYES> #A1 #AHY  #Awesome,positive,"['terkadang', 'sikap-sikap', 'dewasa', 'diajarkan', 'muda', 'thumbs', 'up', 'smiling', 'face', 'with', 'hearteyes']"
Bangga melihat pernyataan #AHY ini. Ksatria.,positive,"['bangga', 'pernyataan', 'ksatria']"
"Hayoo siapa aja yang sekarang sibuk hapus2in twit mereka sebelumnya, yang jelek2in #AHY?  <FACE WITH STUCK-OUT TOUNGES> <FACE WITH TEARS OF JOY> ",positive,"['hayoo', 'sibuk', 'hapuskan', 'twit', 'menjelek-jelekkan', 'face', 'with', 'stuckout', 'tounges', 'face', 'with', 'tears', 'of', 'joy']"
#AHY juga bagus programnya mengenai Persija,positive,"['bagus', 'programnya', 'persija']"
Pingin lihat mas #AHY debat <FACE WITH STUCK-OUT TOUNGES> ,positive,"['pengin', 'lihat', 'mas', 'debat', 'face', 'with', 'stuckout', 'tounges']"
Wah.diam2 mereka jadi *tersepona dengan pesonanya  #AHY dan akhirnya.. #GagalFokus deh! <FACE WITH STUCK-OUT TOUNGES> #AyoAgusYudhoyono https://Twitter.com/ZaraZ,positive,"['wahdiam', 'tersepona', 'pesonanya', 'deh', 'face', 'with', 'stuckout', 'tounges']"
#AHY dukung #HariSantriNasional ,positive,['dukung']
"Dengan kecerdasan, nasionalisme dan jiwa pancasilais yang dimiliki, #AHY bisa dikatakan memiliki Jiwa Santri, walaupun belum pernah mondok",positive,"['kecerdasan', 'nasionalisme', 'jiwa', 'pancasilais', 'dimiliki', 'memiliki', 'jiwa', 'santri', 'belum', 'mondok']"
Marasa beruntung sekali <SIGN OF THE HORNS> #ahy,positive,"['marasa', 'beruntung', 'sign', 'of', 'the', 'horns']"
Walaupun aku pendukung Anies Sandi <OK HAND> Tapi bangga dengan jiwa besar AHY Silvy Masih ada 2019 Prabowo AHY <FOLDED HANDS> <FOLDED HANDS>,positive,"['pendukung', 'anies', 'sandi', 'ok', 'hand', 'bangga', 'jiwa', 'besar-besar', 'ahy', 'silvy', 'prabowo', 'ahy', 'folded', 'hands', 'folded', 'hands']"
"AHY Sylvi selalu menang dalam hati kami pendukungnya, dengan adanya AHYSylvi membuat panik dan ketar ketir luar biasa di kubu sana  <FOLDED HANDS> <FOLDED HANDS>",positive,"['ahy', 'sylvi', 'menang', 'hati-hati', 'pendukungnya', 'ahysylvi', 'panik', 'ketar', 'ketir', 'kubu', 'folded', 'hands', 'folded', 'hands']"
Kemenangan Anis Sandi  <OK HAND> Adalah Kemenangan AHY Silvy dan Kaum Pribumi <HUGGING FACE> <HUGGING FACE>,positive,"['kemenangan', 'anis', 'sandi', 'ok', 'hand', 'kemenangan', 'ahy', 'silvy', 'kaum', 'pribumi', 'hugging', 'face', 'hugging', 'face']"
Masih banyak yang bisa diperbuat AHY Silvy untuk kemaslahatan bangsa ini... ,positive,"['ahy', 'silvy', 'kemaslahatan', 'bangsa']"
benar kata mas #ahy @AgusYudhoyono #AniesTidakKonsisten #boongYa #DebatFinalPilkadaJKT #menolaklupa,positive,"['benar-benar', 'kata-kata', 'mas']"
"[HEBOH] Pentolan band Coldplay asal Inggris, Chris Martin, memberikan dukungan pada pasangan Agus-Sylvi #AHY di Pilkada Jakarta 2017.",positive,"['heboh', 'pentolan', 'band', 'coldplay', 'inggris', 'chris', 'martin', 'dukungan', 'pasangan', 'agussylvi', 'pilkada', 'jakarta']"
#SekjenPartaiDemokrat@HincaPandjaitan: DiskusiPolitik&Bola Kami akan turunkan yang Terbaik untuk NKRI Kedepan #AHY@WeAreTheNextLeader#,positive,"['diskusipolitikbola', 'turunkan', 'terbaik', 'nkri', 'kedepan']"
Karena politik adalah bagian dari kehidupan... meski jangan terlalu banyak <Smiling Face With Smiling Eyes>,positive,"['politik', 'kehidupan', 'jangan-jangan', 'smiling', 'face', 'with', 'smiling', 'eyes']"
#Djarot Apresiasi #AHY Relakan Relawannya Dukung #Ahok <Clapping Hands> <Clapping Hands> http://merahputih.com #merahputih #Indonesia #Jakarta #PilgubDKI #2017,positive,"['apresiasi', 'relakan', 'relawannya', 'dukung', 'clapping', 'hands', 'clapping', 'hands']"
Kemenangan yang tertunda. Belajar dari segala kekalahan.Pernyataan yang bijaksana #AHY,positive,"['kemenangan', 'tertunda', 'belajar', 'kekalahanpernyataan', 'bijaksana']"
Politik santun dan bermartabat. <FOLDED HANDS> #AHY,positive,"['politik', 'santun', 'bermartabat', 'folded', 'hands']"
"Heboh, AHY muncul dengan penampilan baru @AgusYudhoyono http://beritahati.com #BERITAHATI #heboh #ahy #baru #tampilan #pilkada #nasional",positive,"['heboh', 'ahy', 'muncul', 'penampilan']"
Gunawan dan Freely anggota DPRD Talaud ini mau pasang spanduk AHY di perbtasan Indonesia-Filipina. Lanjutkan,positive,"['gunawan', 'freely', 'anggota', 'dprd', 'talaud', 'pasang', 'spanduk', 'ahy', 'perbtasan', 'indonesiafilipina', 'lanjutkan']"
[ A H Y ] untuk semua ! . . . . . . . . #AHY #AHY4all #AHYforAll #AHYhargaMati #TNI… https://www.instagram.com,positive,[]
"yang buat polling mbak, kami terbuka pemilih #AHY secara pribadi untuk bergabung, karena mbak bukan pengambil keputusan di timses <Smiling Face With Smiling Eyes>",positive,"['polling', 'mbak-mbak', 'terbuka', 'pemilih', 'pribadi', 'bergabung', 'mbak-mbak', 'bukan', 'pengambil', 'keputusan', 'timses', 'smiling', 'face', 'with', 'smiling', 'eyes']"
Sambutan hangat buat pendukung #AHY yang mau bergabung dengan kami <Smiling Face With Smiling Eyes> <FOLDED HANDS>,positive,"['sambutan', 'hangat', 'pendukung', 'bergabung', 'smiling', 'face', 'with', 'smiling', 'eyes', 'folded', 'hands']"
12. #AHY dan SBY di puji dan dibela tanpa mereka merasa malu dan merasa bersalah demi mengharapkan dukungan politik dan massa demokrat! ,positive,"['surabaya', 'puji', 'dibela', 'malu', 'bersalah', 'mengharapkan', 'dukungan', 'politik', 'massa', 'demokrat']"
"diberi nikmat bersyukur, diberi ujian bersabar.. selamat malam semuanya.. <Face Blowing a Kiss> <Face Blowing a Kiss>",positive,"['nikmat', 'bersyukur', 'ujian', 'bersabar', 'selamat', 'malam', 'face', 'blowing', 'kiss', 'face', 'blowing', 'kiss']"
Bangga menjadi bagian dari perjuangannya <Face Blowing a Kiss> <Face Blowing a Kiss> #AHY,positive,"['bangga', 'perjuangannya', 'face', 'blowing', 'kiss', 'face', 'blowing', 'kiss']"
Jiwa besarnya teladan bagi kita semua... <Oncoming Fist>  <Oncoming Fist>  <Face Blowing a Kiss>,positive,"['jiwa', 'besarnya', 'teladan', 'oncoming', 'fist', 'oncoming', 'fist', 'face', 'blowing', 'kiss']"
Saya juga dan tidak pernah nyesal dukung beliau <Face Blowing a Kiss> <Face Blowing a Kiss> malah bngga sekali kehadirannya di Republik ini #AHY,positive,"['tidak', 'nyesal', 'dukung', 'beliau', 'face', 'blowing', 'kiss', 'face', 'blowing', 'kiss', 'bngga', 'kehadirannya', 'republik']"
Pemimpin muda masa depan #AHY  <Raising Hands> <Raising Hands> <Raising Hands>,positive,"['pemimpin', 'muda', 'raising', 'hands', 'raising', 'hands', 'raising', 'hands']"
Siapapun pemenang nya AHY tetap no 1 dan selalu dihati <Smiling Face With Open Mouth & Closed Eyes> <Smiling Face With Open Mouth & Smiling Eyes> <Smiling Face With Smiling Eyes> <Face Savouring Delicious Food> <Kissing Face With Closed Eyes> <Face Blowing a Kiss> <SMILING FACE WITH HEART-EYES>  @agusyudhoyono #AHY #ahy… https://www.instagram.com,positive,"['pemenang', 'ahy', 'no', 'dihati', 'smiling', 'face', 'with', 'open', 'mouth', 'closed', 'eyes', 'smiling', 'face', 'with', 'open', 'mouth', 'smiling', 'eyes', 'smiling', 'face', 'with', 'smiling', 'eyes', 'face', 'savouring', 'delicious', 'food', 'kissing', 'face', 'with', 'closed', 'eyes', 'face', 'blowing', 'kiss', 'smiling', 'face', 'with', 'hearteyes']"
Saya yakin rencana dan keputusan Allah selalu benar dan selalu lebih baik dari keputusan manusia. <Smiling Face With Smiling Eyes> <Smiling Face With Smiling Eyes> #AHY,positive,"['rencana', 'keputusan', 'allah', 'benar-benar', 'keputusan', 'manusia', 'smiling', 'face', 'with', 'smiling', 'eyes', 'smiling', 'face', 'with', 'smiling', 'eyes']"
Mas #Agus Tetap Semangat . Pendukung #Ahy Jangan Tidur . #Basuki Maju Terus InsyaAllah Menang,positive,"['mas', 'semangat', 'pendukung', 'jangan-jangan', 'tidur', 'maju', 'insyaallah', 'menang']"
keikhlasan berkorban #AHY tak bakal sia2 non,positive,"['keikhlasan', 'berkorban', 'sia', 'non']"
@AgusYudhoyono tetep semangat mendharma baktikan jiwa dan raga untuk negeri ini  <Smiling Face With Smiling Eyes> <Smiling Face With Smiling Eyes>  #ahy #wpap #art,positive,"['semangat', 'mendharma', 'baktikan', 'jiwa', 'raga', 'negeri', 'smiling', 'face', 'with', 'smiling', 'eyes', 'smiling', 'face', 'with', 'smiling', 'eyes']"
"AHY, Mundur Selangkah Untuk Melompat Tinggi   https://goo.gl/2LMaBG  #News #AHY",positive,"['ahy', 'mundur', 'selangkah', 'melompat']"
Semua tetap berharap pada #AHY. Semoga semakin bersinar. Aamiin! <Smiling Face With Smiling Eyes> <Smiling Face With Smiling Eyes>,positive,"['berharap', 'semoga', 'bersinar', 'amin', 'smiling', 'face', 'with', 'smiling', 'eyes', 'smiling', 'face', 'with', 'smiling', 'eyes']"
"Jika sudah waktu nya, akan datang untuk nya ... #AHY",positive,[]
Membaca Strategi Politik SBY dalam Pencalonan Agus Yudhoyono #AHY,positive,"['membaca', 'strategi', 'politik', 'surabaya', 'pencalonan', 'agus', 'yudhoyono']"
Nunggu skenario selanjutnya..... #AHY,positive,"['menunggu', 'skenario']"
Jangan kira skenario AHY cuma untuk menang Pilgub saja? AHY sudah pikirkan matang skenario jika kalah. Kalah pun dia menang sejatinya. <Smiling Face With Smiling Eyes> <Smiling Face With Smiling Eyes>,positive,"['jangan-jangan', 'skenario', 'ahy', 'menang', 'pilgub', 'ahy', 'pikirkan', 'matang', 'skenario', 'kalah', 'kalah', 'menang', 'sejatinya', 'smiling', 'face', 'with', 'smiling', 'eyes', 'smiling', 'face', 'with', 'smiling', 'eyes']"
"Bukan kah #AHY sdh menunjukkan Jiwa besar dalam hasil Pilkada yang sulit, sungguh tidak sulit untuk deklarasi ini",positive,"['bukan', 'kah', 'jiwa', 'besar-besar', 'hasil', 'pilkada', 'sulit', 'sungguh', 'tidak', 'sulit', 'deklarasi']"
"Catat, Warga DKI Bakal Segera Merasa Kehilangan Ahok #PilkadaDKI2017",negative,"['catat', 'warga', 'dki', 'kehilangan', 'ahok']"
"Kalau saja #AhokMenang dalam #PilkadaDKI2017 maka jelas warga DKI cukup cerdas, tak mudah diprovokasi isue SARA, tapi kok..#GombalinAhok",negative,"['jelas-jelas', 'warga', 'dki', 'cerdas', 'mudah', 'diprovokasi', 'isue', 'sara']"
"Hari ini kalah di #pilkadadki2017 , besok kalah dipengadilan. #penjarakanahok",negative,"['kalah', 'besok', 'kalah', 'dipengadilan']"
"Sedih, kehilangan sosok gubenur yang jujur dan pekerja keras untuk melayani warganya.@basuki_btp #pilkadadki2017 #AhokKalah",negative,"['sedih', 'kehilangan', 'sosok', 'gubenur', 'jujur', 'pekerja', 'keras', 'melayani', 'warganya', 'btp']"
Ahok Kalah Telak Diseluruh TPS yang Berada di Wilayah FPI https://goo.gl/fb/KzryMF  #seruji #fokus #pilkadadki2017,negative,"['ahok', 'kalah', 'telak', 'diseluruh', 'tps', 'wilayah', 'fpi']"
Ahok Menang Tipis di TPS Tempat Habib Rizieq Mencoblos https://goo.gl/fb/4FdYTd  #seruji #fokus #pilkadadki2017,negative,"['ahok', 'menang', 'tipis', 'tps', 'habib', 'rizieq', 'mencoblos']"
"Langsung deh, cuitan curang lah, black campaign lah, nongol.. Katanya legowo, itu demokrasi bukan namanya hahaa #pilkadadki2017",negative,"['langsung', 'deh', 'cuitan', 'curang', 'black', 'campaign', 'nongol', 'legowo', 'demokrasi', 'bukan', 'namanya', 'hahaa']"
Hasil TPS RT 011/010 RW 002 di kelurahan Pela Mampang saya sedih lihatnya. #pilkadadki2017 #ahokdjarot,negative,"['hasil', 'tps', 'rw', 'kelurahan', 'pela', 'mampang', 'sedih', 'lihatnya']"
"#pilkadadki2017 masa tenang aja masih ada yang curang, apalagi pemilihan yaa hati2 aja, awasin tuh yang kemarin ketahuan bagi2 sembako",negative,"['tenang', 'curang', 'pemilihan', 'hati-hati', 'awasin', 'kemarin', 'ketahuan', 'sembako']"
Tidak akan diberi petunjuk orang-orang zalim. Tetap HARAM pemimpin kafir. #PilkadaDKI #pilkadadki2017 #IslamRahmatanLilAlamin,negative,"['tidak', 'petunjuk', 'orangorang', 'zalim', 'haram', 'pemimpin', 'kafir']"
Jangan harap Jakarta bebas korupsi kalau suaramu saja masih bisa dibeli #muslimvotemuslim #OTTSembakoAhok #pilihanmumasadepanmu #pilkadadki2,negative,"['jangan-jangan', 'harap', 'jakarta', 'bebas', 'korupsi', 'suaramu', 'dibeli']"
"Syukur, lembar C6 sudah di tangan. Tidak sabar mau colok matanya Ahok. #PilkadaDKI2017",negative,"['syukur', 'lembar', 'tangan', 'tidak', 'sabar', 'colok', 'matanya', 'ahok']"
Penista Agama #ahok,negative,"['penista', 'agama']"
"#Sembako itu kan rejeki #ahoker , kasihan mereka yang sudah dukung #ahokdjarot tapi tidak dapat #sembako . #pilkadadki2017.",negative,"['rejeki', 'kasihan', 'dukung', 'tidak']"
Ahokers tukang plintir...lihat nehh!! @basuki_btp @AhokDjarot @WagubDKI @VivaRevolusi @tempodotco @republikaonline #PilkadaDki2017,negative,"['ahokers', 'tukang', 'plintirlihat', 'nehh', 'btp']"
"#SelamatHariSembako kepada warga #Jakarta yang merayakannya. Terima sembakonya, jangan pilih pemberinya. #pilkadadki2017 @GunRomli @sahaL_AS",negative,"['warga', 'merayakannya', 'terima', 'sembakonya', 'jangan-jangan', 'pilih', 'pemberinya', 'as']"
Tidak rumit membedakan antara yang hitam dan putih dalam #PilkadaDKI2017 Sangat jelas siapa yang paling doyan gaduh,negative,"['tidak', 'rumit', 'membedakan', 'hitam', 'putih', 'jelas-jelas', 'doyan', 'gaduh']"
Harus dan pasti Gubernur baru... Yang lama udah bosan #pilkadadki2017,negative,"['gubernur', 'bosan']"
"Kalau saya warga DKI, maka saya akan ikut pesan Rasulullah SAW untuk menyerahkan segala sesuatu pada ahlinya. #pilkadadki2017 cc @PartaiSocm",negative,"['warga', 'dki', 'pesan', 'rasulullah', 'saw', 'menyerahkan', 'ahlinya', 'cc']"
"Kalau Ahok lawannya Djarot, aku mungkin pilih Djarot karena memang Ahok perlu belajar lebih baik mengenai humas dan diplomasi #PilkadaDKI201",negative,"['ahok', 'lawannya', 'djarot', 'pilih', 'djarot', 'ahok', 'belajar', 'humas', 'diplomasi']"
"#Apakah ini hoaks Ingat, Muktamar NU Sudah Wajibkan Nahdliyin Pilih Pemimpin Muslim #PilkadaDKI2017",negative,"['hoaks', 'muktamar', 'nu', 'wajibkan', 'nahdliyin', 'pilih', 'pemimpin', 'muslim']"
Jangan biarkan ini terjadi!! #Gue2 #BaDjaUntukJakarta #pilkadadki2017,negative,"['jangan-jangan', 'biarkan']"
#Djarot Beberkan Kronologi Pengusiran Dirinya Setelah Sholat Jumat http://bit.ly/2pgp5M1 #AhokDjarot #PilkadaDki2017,negative,"['beberkan', 'kronologi', 'pengusiran', 'sholat', 'jumat']"
Hanya iblis yang ingin menghalang-halangi manusia yang mau beribadah di masjid. Tetap semangat ya pak Djarot...!! #garagaraPILKADA #pilkadaD,negative,"['iblis', 'menghalanghalangi', 'manusia', 'beribadah', 'masjid', 'semangat', 'djarot']"
Dilarang Pilih Cagub Nonmuslim? Habib: Pilih Djarot! #PilkadaDKI2017,negative,"['dilarang', 'pilih', 'cagub', 'nonmuslim', 'habib', 'pilih', 'djarot']"
Aneh dan makin aneh.. Sesama umat sendiri di usir #PILKADA #pilkadadki2017,negative,"['aneh', 'aneh', 'umat', 'usir']"
bagi2 sembako gratis tim @basuki_btp itu melanggar Pasal 73 Ayat 1 UU No.10 Thn 2016 #pilkadadki2017,negative,"['sembako', 'gratis', 'tim', 'btp', 'melanggar', 'pasal', 'ayat', 'uu', 'no']"
MUI Sesalkan Pemberian Gelar Sunan untuk Ahok http://dlvr.it/NtX57V  #Nasional #MUI #PilkadaDKI2017,negative,"['mui', 'sesalkan', 'pemberian', 'gelar', 'sunan', 'ahok']"
"kemungkinan yang saya lihat, #Ahok kalah di #pilkadadki2017 lebih besar daripada menang.",negative,"['lihat', 'kalah', 'besar-besar', 'menang']"
Pengamat: Polisi Terkesan Berpihak Pada Ahok https://goo.gl/fb/lcnUH2 #seruji #fokus #pilkadadki2017,negative,"['pengamat', 'polisi', 'terkesan', 'berpihak', 'ahok']"
Kubu BaDja Sindir Anies Soal Spanduk Jakarta Bersyariah - #PilkadaDki2017 #Ahok-Djarot #AniesBaswedan #Ahok #Jakarta,negative,"['kubu', 'badja', 'sindir', 'anies', 'spanduk', 'jakarta', 'bersyariah', 'djarot']"
http://youtu.be/NkMX90Am3aY  Virall.bocah ini injak2 baju kotak2 karena merasa kecewa #WINGSTourInJakarta #pilkadadki2017 #FreeAhok,negative,"['virallbocah', 'injak', 'baju', 'kotak', 'kecewa']"
"Turun pangkat saja @ahok, Jakarta tidak butuh penista agama seperti kamu iya kamu",negative,"['turun', 'pangkat', 'jakarta', 'tidak', 'butuh', 'penista', 'agama', 'iya']"
Mulut #ahokers semakin jorok itu pertanda suara Anies semakin kuat di #pilkadaDKI2017 #YangBikinBerantem,negative,"['mulut', 'jorok', 'pertanda', 'suara', 'anies', 'kuat']"
Jika PKB dukung #AhokPenistaAgama di #PilkadaDKI2017 putaran ke2 maka siap-siap saja ditinggalkan pemilih umat Islam di pemilu 2019.,negative,"['pkb', 'dukung', 'putaran', 'siapsiap', 'ditinggalkan', 'pemilih', 'umat', 'islam', 'pemilu']"
"Waduh! , Ahok-Djarot Gunakan APBD Untuk Alat Kampanye Putaran Kedua http://dlvr.it/NTY5vW",negative,"['ahokdjarot', 'apbd', 'alat', 'kampanye', 'putaran']"
"Sedihnya hari ini, Indonesia hanya sebatas Jakarta, Bhinneka hanya sebatas soal Ahok semata #SaveJakarta #SaveNKRI #1000lilin #AhokDjarot",negative,"['sedihnya', 'indonesia', 'sebatas', 'jakarta', 'bhinneka', 'sebatas', 'ahok']"
"Pak Djarot menangis, @addiems pimpin #NyanyianUntukAhok. Ada apa ya? Cek http://goo.gl/7iUqa0  #AhokDjarot #BalaiKota #VisuallyYours",negative,"['djarot', 'menangis', 'pimpin', 'apa-apa', 'cek']"
Kami sangat rasa kehilangan bapak ahok #ahok #ahokdjarot #teman #temanahokfair #temanahok https://www.instagram.com/p/BT8dsSfhP3L/,negative,"['kehilangan', 'ahok']"
"Ohh jadi mereka itu tertib karena #AhokDjarot ya, terus ada gub baru mereka tidak tertib lagi",negative,"['oh', 'tertib', 'gub', 'tidak', 'tertib']"
"Kafirrrrrr dan menista ya??!#SaveAhok #RIPJUSTICEINDONESIA #Ahok #AhokDjarot â€” iqra, iqra, iqra !!! http://www.nu.or.id",negative,"['kafirrrrrr', 'menista', 'iqra', 'iqra', 'iqra']"
Lihat raut wajah bpk Djarot bikin miris. Sabar & kuatkan @AhokDjarot @basuki_btp #IndonesiaBerkabung #AhokDjarot,negative,"['lihat', 'raut', 'wajah', 'bpk', 'djarot', 'miris', 'sabar', 'kuatkan', 'btp']"
"Remuk, negara nyata dalam ""pembohongan"". Sangat nyata.... masih belum terasa? Sejak dulu dan saat ini. Mulai Pakai OTAK. #Ahok #AhokDjarot",negative,"['remuk', 'negara', 'nyata', 'pembohongan', 'nyata', 'belum', 'pakai', 'otak']"
Orang2 tidak tahu diri.Ikut pakai sarana umum tapi hina gubernurnya sendiri! #riphukum #RIPJusticeInIndonesia #AhokDjarot #AhokIsHope,negative,"['orang-orang', 'tidak', 'diriikut', 'pakai', 'sarana', 'hina', 'gubernurnya']"
Remuk hatiku lihat Beliau  #riphukum #RIPJusticeInIndonesia #freeahok #AhokDjarot #Ahok #AhokIsHope,negative,"['remuk', 'hatiku', 'lihat', 'beliau']"
