text,score,label
aplikasinya makin berat kadang sering tidak menanggapi terus mohon untuk dioptimalkan aplikasinya,2,Negatif
makin kesini makin jelek ni aplikasi kirain hp nya yg bermasalah ga tau ny setelah upgrade makin bobrok suka ngefreeze sm ngelag parah padahal jaringan stabil mengecewakan sekali,1,Negatif
ini gimana yaklw customer salah klik alamat dan makanan sedang dibuat sblm driver antar ke alamat seharusnya anda bisa ganti alamatnyamasa driver harus antar ke alamat yg salahtrus makanan itu buat siapa jawab siapa yg mau makan kecuali statusnya driver sedang menuju ke alamatseharusnya itu pun bisa cs chat di tutuptidak bisa sempurna untuk keluhanaplikasi ini seharusnya lebih smart lgbukan gak ada solusinya,2,Negatif
kek mn sih mesen gak bisa orderan banyak malah gambar robot yg muncullgak bisa di pesenmohon tunggu nnti kami akan melayani andaudh hari aku tunggu ku tes lagi msh kek gitu dasar apkk gak jelas,1,Negatif
kenapa nih belakangan sering hang aplikasinya pelayanan juga tidak gercep pake ongkir mahal konfirmasi dan pengantaran lama,3,Netral
makin mahal promonya gofood ga ada yg menarik,1,Negatif
pesan gofood bermasalah di restoran tapi tidak bisa dibatalkan sistem cs pake robot tapi permasalahan gak ada di opsi wow banget si udah taun begini aja,1,Negatif
bintang aja dulu habis di perbarui apk nya luemot poll gk bisa dibuka padahal jaringan stabil pake wifi,1,Negatif
bagus sekali tambahan mision tagihan dan voucher promo gamepulsa,5,Positif
sering gangguan perbaikan nya lama banget,2,Negatif
dulu ngasih rating full tapi setelah ada perubahan tambah susah bukan tambah membantu,1,Negatif
aplikasi gajelas update terus tapi sistem scan qris lewat galerry gabisa bisa,1,Negatif
mohon maaf saya mesan makanan sudah dipesan dan ternyata stack terus saya pesan lagi dan tanpa saya ketahui pesanan yang saya buat sebelumnya masih ada dan jadinya dua pesanan ini sangat merugikan saya tolong jangan dikorupsi uang saya,1,Negatif
sering ngfreze skrg stlah update trs mau topup gopay jg cmn layar putih gebleg bet org mah update makin bagus ini jadi abal abal,1,Negatif
minta update melulu selalu eror aplikasi gangguan pas mau order payah deh makin menurun saja sinyal paket data pribadiwifi full masih aja lemot,1,Negatif
tambah lama tambah bikin kecewaselalu dikasi driver yg terlalu jauhujung nya cancel jugamempertimbangkan uninstal lagiedit bintang nya,3,Netral
tolong dong servernya di stabilin lagi,4,Positif
setelah update terbaru kok makin sulit dipake ya utk pemesanan pembayarandan sering aplikasi not respondingmasa mesti bolak balik nutup aplikasi sihtlg gojek diperbaikiiiiiiiiiii,2,Negatif
tolong mapnya di perbaik lagi karena map di gojek sama di google map berbeda sekali,1,Negatif
suka crash lagi pesen makanan aplikasinya hang gajelas padahal udh update appsnya,1,Negatif
maaf terkadang untuk login ulg sangat sulit karena harus makai kode otp dari sms dan terkadang sms ngebut coba ada opsi memakai email hadeh,1,Negatif
jika driver telepon tidak muncul cm terdengar nada sajapadahal aplikasi sudah di update,1,Negatif
sudah mendaftar driver secara online lebih dari tahun hingga kini belum ada panggilan,1,Negatif
kali ini bikin kecewa gopaylater ada limit gak bisa dipake apa apa sinyal bagus tapi katanya gangguan apa apaan itu,1,Negatif
tuh justru aplikasi baru sering vote clouse berat   hp ram gb aj ngelek gmn klo ram ya kecil kebanyakan perubahan bukan ya malah bagus malah tambah berat aplikasi ya padahal pake wifi dan internet kenceng,1,Negatif
cara pemakaian kupon tidak jelas saya harus memiliki saldo gopay yang melebihi jumlah pembayaran baru saya bisa memakai kupon nya aneh,1,Negatif
ini sy pesan gocar gimana titik yg pesan dimana yg titik dimana pdahal   loe sy cobah biar hati sesuai titik antar selalu sj apl ini titik antar tak sesuai yg diingini mana sistem mesannya ribet tolong pecat saja karyawanny yg tdk kompeten dr bawa sampe atas spy sistem yg baru nanti lebih mudah di gunakan gak belibet,1,Negatif
makin lama gojek makin parahmasa driver nya ngantarin makanan yg lain dlubaru ngantar pesanan sayangambil untung aja sebesar besarnyadriver nya ga sejahteramalah di kasih ongkos ribu,1,Negatif
ni aplikasi habis update napa jadi sering crash babik,1,Negatif
apk gajelas blok gua download mau pake aplikasi sampah ini udah kali minta otp tapi ga muncul jadi nyesel gua download,1,Negatif
setelah di updatemalah ga bisa di pake paylaternya,3,Netral
setiap saya mau beli makan selalu ga ada diskon jd mahal,1,Negatif
voucher goride nya di perbanyak lagi dan jam masukin nya kalo bisa lebih siangan lagi,4,Positif
aplikasi sering ngelag gajelas lagi laper bikin emosi,1,Negatif
pengaduan tidak bisa diinput ke sistem saya akan melaporkan soal ongkos edit tujuan yg besarannya hampir dari totalongkos yang harus saya keluarkan sementara saya diantar sudab sesuaidengan tujuan order tujuan perjalanan tidak diketahui oleh sistem,1,Negatif
pake aplikasi gocar memang praktis dan cepatserta kemudahan pemesanan,5,Positif
biasa sering pake gopay or gopaylater ga pernah ada masalah tp udh minggu gak bisa di pakai krn tulisan tdk ada jaringan pdhal jaringan lg ga ada masalah paket aplikasi lain bisa aja,1,Negatif
ini kenapa setelah diupdate malah buat cek saldo doang aja gabisa sih padahal abis top up alesannya sinyal jelek dimana jeleknya sih kalo di pusat kota sinyal full,1,Negatif
setelah di update gopaylater nya malah makin gak jelasmau isi pulsa pake paylater gak bisa,3,Netral
setelah di update gopaylater nya malah makin gak jelasmau isi pulsa pake paylater gak bisa,3,Netral
paling suka sama fitur gopaynya lancar dan mudah buat transaksi apapun,5,Positif
rute dekat ada di ambil rute jauh supaya lebih mahal bayar gila gojek udah memang lebih jos transportasi kuning maxim,1,Negatif
lah pegimna ini sistem pembagian orderan nyamasa udh minggu orderan nya jarang banget jeda nya bahkan sampe jam blum di kasih lagi,1,Negatif
gak jadi ngasih bintang karena lg kecewa sm goride saya pelanggan prioritas tapi anehnya setiap kali pesen goride di stasiun sering dikasihnya lama dan dapetnya yg jemputnya jauuuh padahal depan stasiun masih banyak yg goride nya nganggur nunggu dijemputnya aja menitan dimana prioritas nya kalau kayak gitu,3,Netral
ini apk di perbaharui tp malah bikin pusing masa sekarang pembayaran gopaylater harus pas jatuh tempo sebelum jatuh tempo ga bisa bayar gmn kalo duit kepake coba ribet bgttt,1,Negatif
karena sinyal error saya memesan kali makanan yang sama dan anehnya gofood tidak bisa batalkan pesanan yang sama,1,Negatif
aplikasi luar biasa mudah dan praktid,5,Positif
aplikasi luar biasa mudah dan praktid,5,Positif
sumpah gajelas banget apk lost sinyal mulu mana udah pas lagi pesen sering lost sinyal padahal apk lain lancar aja tolong fiturnya dipermudah lagi,1,Negatif
entah kenapa akhir akhir ini aplikasi gojek pas buka gofood malah ngefreze dan akhirnya reload aplikasi sangat merepotkan mohon di perbaiki,4,Positif
limit paylater saya gabisa dipakai gimana tuh buat apa dikasih limit kalau tidak bisa dipakai,1,Negatif
makin kesini makin mengecewakan dari segala hal saya pengguna gojek sdh lama tp kenapa gopay later saya tdk bs di gunakan cuma gara telat bayar saya tetap tiap bulan tetapi di bulan ini tidak bs menggunakan pembayaran gopay later meskipun saldony masih banyak ingat bos aplikasi bukan gojek doang masih bnyk yg lainny yg lbh baik dan ramah,1,Negatif
setiap transaksi pembayaran qris gagal truss code barcode tidak dikenal,1,Negatif
kenapa applikasinya ngelag terus padahal jaringanya stabil ruang penyimpanan nya jg masi banyak,1,Negatif
kenapa pembayaran pakai gopay di indomaret sering error muncul notif tidak ada jaringan padahal jaringan internet lancar,2,Negatif
parah bgt ngefreeze terus app nya,1,Negatif
nyaman aja selama ini pakainya cuma kadang ngrasa aneh sama supir go ride kenapa beberapa orang yang saya ucapin terimakasih tapi gak di jawab padahal saya on time tidak menyebalkan kukira telinga nya bermasalah atau gak denger ternyata beberapa orang sama aja gak di jawab balik ucapan nya supir go food juga ada yang begitu tetep tak kasih bintang apa mungkin upahnya terlalu kekecilan jadi dia keselnya ke customer,5,Positif
kok skrang udah gabisa login kirim kode ke whatsapp,1,Negatif
semuga selaluaman bagi pengguna disabilitas khususnya tunanetra dan selamat saat perjalanan,5,Positif
hallo kakak biasanya saya beli pulsa lewat aplikasi mytelkomsel via gopay itu lancar saja tetapi baru ini pembayaran via gopay begitu di buka malah di arahkan ke playstore,2,Negatif
sumpah ga biasanya gojek kek gini aku udh laper nunggu dari set nih gojek ga bisa di pakai muter muter trus padahal ak buka apk lain tuh lancar jaringan kek ya allah udh laper nunggu lama bgt tolong dong diperbaiki,2,Negatif
cepat dan murah,5,Positif
mohon itikad baik dari admin aplikasi gojek aplikasi kerap kali error not responding ini sangat mengganggu kenyamanan saat menggunakan layanan gojek aplikasi sering error pada saat selesai melakukan pembayaran,3,Netral
sejak di upgrade kok sering error aplikasinya,1,Negatif
makin lama promo nya banyak yg gak jelas resto nya juga banyak yg abal,1,Negatif
sering banget tiba terhenti mau pesen jd nggk nyaman mulai lg pesen dr awal bikin emosi kecewaa,2,Negatif
sangat bermanfaat apalagi dikala waktu mepet saat ingin berpergian ke tempat yang ingin dikunjungi,5,Positif
pesan makanan aplikasi error nutup sendiri pesan ulang malah jadi double pesanan nya dan gak bisa di cancel parah gopay saya jadi tekor,1,Negatif
min aplikasinya kurang optimal min berat banget kyk ngelek gitu,3,Netral
aplikasi tak bermutu masa pake data internet gak bisa harus pake wifi aduh aduh gojek,2,Negatif
gopay ku nyangkut juta dengan alasan data berbeda dengan data dukcapil terlalu ribet ngurusin nya padahal duit sendiri kalo gak karena nyangkut udah males pake aplikasi ini,1,Negatif
et dah gojek gw bolak balik error mulu sering banget ngestuck ga jelas trs tiba keluar sendri dan juga lemot banget pas di buka cuman keluar logo gojek aj ga masuk ke aplikasinya padahal kuota gw ada kecewa gw sama gojek bukannya makin bagus malah makin buruk,1,Negatif
setelah update gopay pinjam ke gpay later angsuran saya hilang dan tidak bisa mengaktifkan gpay later bagaimana saya membayar angsurannya sedangkan saya tidak bisa mengaktifkan gopay laternya ini merugikan karna sudah jatuh tempo hari yg lalu bagaimna membayarnya,1,Negatif
tolong bisa buat chat resto dengan customer dong tanpa harus pihak resto dlu yg chat klo ada kesalahan driver gamau disalahin trus harus salahin siapa,2,Negatif
gimana sih pas saya buka satu resto ada diskon giliran saya udh masukin ke keranjang makanan yg mau saya beli diskonnya hilang ga bener nih tolong di perbaiki segera dong gojek saya mau pesen makan tapi gegara promo hilang saya jadi ganti resto,1,Negatif
ini gopaylater udah minggu lebih tidak bisa di gunakan pas dipakek tulisan gangguan terus udah di laporin tapi ga ada solusi kapan bisa digunakan lagi kayak udah ribet semenjak di pegang mab,1,Negatif
ngeleg masa lagi chat driver tiba tiba susah di ketik,1,Negatif
kenapa sih aplikasinya jadi suka eror ngelag gitu suka keluar sendiri padahal memo ga penuh dan kalau order mknn kenapa bs beda yaa jaraknya diantara aplikasi gojek sama grab pdhal lokasi sama tp beda jarak alhasil beda ongkir,1,Negatif
enak terjangkau dan bahkan mempersingkat waktu,3,Netral
upgrade ke versi baru tambah parah biasanya saya bisa pakai gopaylater skarang tidak bisa padahal tanggal lahir dan thunya sdh benar,1,Negatif
aplikasi yg error sinyal yg disalahin,1,Negatif
saran buat menu gofood mending di geser kanankiri ketimbang slide ke bawah,5,Positif
semenjak diupdate ketika buka gofood dan lagi pilih pilih menu malah nyangkut ga bisa discroll harus kembali keberanda terus dihapus baru dibuka lagi aplikasinya kirain hp saya yang bobrok taunya aplikasinya,1,Negatif
bagus cuma sekarang ga ada vocer yang bisa di pakai,3,Netral
abis di upgrade suka ngefreeze gtuh alhasil keluar masuk aplikasi mulu mohon di perbaiki,5,Positif
loading mulu padahal jaringan stabil,1,Negatif
masa sekarang jadi gabisa transfer ke sesama gopay siiii ini akunku aja yg gabisa sedangkan akun temenku bisa buat tf ke sesama gopay tolong dong ini kenapa,4,Positif
versi baru malah suka berhenti trus force close,5,Positif
sepertinya setiap pengantaran semakin lambat kalau dilihat dari pantau di aplikasi restonya dimana driver nya datang dari mana apa karena driver bisa terima beberapa orderan jadi pengantaran selalu terlambat apa boleh seperti ini yaaaa,3,Netral
sekarang aplikasinya benerbener ampas yang lain tuh pembaharuan aplikasi makin bagus lah ini makin buruk not responding terus gangguan terus ini kalo tidak ada perbaikan dari pihak gojek nanti pada pindah loh penggunanya,1,Negatif
gajelas ngga bisa login sama sekali udah berharihari ga bisa login atau sign up pake no terbaru,1,Negatif
sangat risih mau tf ke bank bri malah layaan nya terhenti tapi ke bank lain malah bisa gmn ini,1,Negatif
oktober setelah update terakhir sering ngefreeze tolong segera di perbaiki ga enak banget,3,Netral
kadang ada driver yg ramah tapi ada driver yang kaku tolong diperbaiki lagi sikap driver online ini admin,5,Positif
kebanyakan gangguan ngak seperti aplikasi lain lancar pelayanan bagus aplikasi jelek ngak guna buat teman teman jagan download aplikasi jelek ini ingat,1,Negatif
kyknya promo gofood makin lama makin ilang aja percuma udh langganan go food plus tp boro boro ada promo kalo gapake promo total harganya sampai   harga aslinya di resto mengecewakan,2,Negatif
aplikasi sering ngefreese bikin ribet mending pindah ke grab,1,Negatif
kok melakukan transfer ke bank gak bisa padahal semua sudah di update,1,Negatif
setelah update aplikasi kq malah sering hang,3,Netral
makin kecewa dengan aplikasinya update baru malah ga jelas paylater malah dibikin rumit yg awalnya aplikasi ini membantu malah dibikin kesel setiap di gunainnya,1,Negatif
pembayaran selalu sibuk aneh banget jaringan aman update ke versi baru udah sampe bolak balik instal uninstal chat cs jawabannya gak ngebantu sama sekali,1,Negatif
gojek loading doang tapi tidak bisa digunakan udah diuninstal   download versi terbaru malah gabisa masuk karna loading mulu padahal jaringan bagus pake banget niat tidak sih udah hampir sebulan loh ini error masa belum ada perbaikan sama sekali gojek berenti beroperasi atau gimana,1,Negatif
sy biasa pakai go ride cepat pelayanannya drivernya ramah dan sabar terhadap lansia dan penyandang disabilitas,5,Positif
tidak tau kenapa gopaylater bulan sept bisa digunakanitupun gak habis dananya begitu utuh lagi dana gopaylater di okt eehhh malah gak bisa digunakan gak paham saya apa maksudnya gojek ituanehh,1,Negatif
dalam pengisian saldo gopay masih terdapat error saya melakukan pengisian dari oktober hingga kini saldo tidak masuk cs juga slow respond,1,Negatif
sekelas gojek bisa mengalami kesalahan sistem yang sangat panjang jadi telat banget gue masuk kerja telat banget gue sarapan pesanan saya oleh handphone error semua seharusnya kalau ada masalah sistem layanan langsung ditutup utk sementara jangan buat costumer berharap,5,Positif
akun aman tapi tidak bisa dipakai untuk transaksi,1,Negatif
aplikasi tidak jelasstiap hari ada notif gopay pinjamtp stelah masuk aplikasi ternyata tidak bisa diaksesaplikasi sampah,1,Negatif
sangat cepat respondan drivernya mengutamakan keselamatansukses selaluok,5,Positif
sering not respond app nya semenjak sering digunakan komunikasi sama driver jadi amburadul kasihan drivernya nunggu lama,1,Negatif
aplilaksinya yg makin buruk setelah update tampilan yg buat orang bingung sering stuck blank jgn nyalahin internet org mawas diri woi,1,Negatif
versi terbaru sering error dan aplikasi nya udah kali freeze dan harus di reopen terus dan ada bug pada pengisian gopay menggunakan finger print jika ke click kali tampilan finger print nya tidak keluar melainkan aplikasi nya malah freeze dan harus di reopen lagi,3,Netral
setelah diupdate sering bug,3,Netral
keren terus tingkatkan,5,Positif
rotinya enakharga murahpelayanan ramah,5,Positif
sudah minggu aplikasi sering hang dan tidak respon,2,Negatif
ga bisa pakai promo dan ga bisa dicancel jadi rugi gw auto uninstall sumpah,1,Negatif
di update malah semakin lemot aplikasinya makanya jadi lebih pake aplikasi sebelah,1,Negatif
aplikasinya sangat membantu pokoknya harus ada tgl aplikasi gojek di hp fixx,5,Positif
udah lama gak pake gojek pas install kirain makin bagus malah makin ampas mau masukin akun nunggu notif kode otp setengah mampus gak muncul muncul buang buang waktu ngurusin ni apk,1,Negatif
sangat membantu kebutuhan rumah tangga baik untuk transportasibelanja dll,5,Positif
mohon bantuannya team gojek aplikasi ketika di gunakan sering sekali tidak respon sangat mengganggu sekali harus keluar masuk aplikasi berkalikali hanya untuk pesan gojek terimakasih,4,Positif
aplikasi yg sangat membantu sekali mau pergi kemanamana jadi mudah tinggal pesan via aplikasi dijemput dehh malam laperr sudah tidak perlu keluar rumah cari makan sendiri ada gofood,5,Positif
gila emng capek gue se jam gagal mulu nyari alamatmalah kerumah orang muluyng bnr dong klo bikin apkpdhl maps udh di aktif kan ttp aja mlh kerumah orng,1,Negatif
setelah suruh upgred malah paylater saya ng bisa pakai padahal selalu bayar ng telat masih mending paylater shope,1,Negatif
sangat praktis dan membantu kita bertransportasi dan memesan makanan,5,Positif
sgt cepet dan efisien,5,Positif
pdhl saya sudah batalkan pesanan di awal dan sudah hilang notif nya tiba datang driver bawa pesanan yg sudah saya batalkan gila apk,1,Negatif
sangat membantu dan banyak promo mantep,5,Positif
semenjak update malah gakbs ngecek progress driver udh sampe mana lemot pula hp jd panas too bad,1,Negatif
sangat berguna dan membantu segala aktivitas dan kebutuhan,5,Positif
sering ngelag dan eror tambah berat aplikasinya,1,Negatif
sekarang lelet banyak kendala setiap pembelian selalu dapet notif jaringan tidak tersedia padahal internet selalu lancar,1,Negatif
pesan makin lama dapat drifernya kualitas aplikasi buruk,1,Negatif
lebih murah dan cepat,5,Positif
apikasi buwat membayar ketika mau masukin pin kox di klik baru satu angka tapi udah angka alias doble angka tolong perbaiki aplikasi dan aplikasi gopay indonesia juga,1,Negatif
gopaylater tibatiba gk bisa dipakai padahal limit msh ada dan byr selalu tepat waktu,1,Negatif
harga murah dan nyaman,5,Positif
sistem marketing budak korporat selicin belut di awal nya gg minta ampun di akhir nya gak di kasih ampun,1,Negatif
knpa ini nda bsa akses masuk nda bsa apa sdh uninstall bru install ulang lg ttp sama,1,Negatif
yg penting berfungsi sesuai fungsinya aja udah sih,5,Positif
sumpah gak ngerti knpa server eror lokasi pdahl udah fix bner lokasinya di hp nya suruh aktifin terus gak jlas bgt,4,Positif
nintang satu duluh krn sering susah sampai malam gak bisa memsan dan sering jadi gak jadi,1,Negatif
selalu cepat dan driver nya sopan,5,Positif
bagus membantu semua orang hanya saja cari untungnya kebanyakan,5,Positif
setelah di upgrade gopay leter jadi mengecewakansudah bayar lunas dan bayar denda pun masih di tangguhkandendanya sudah gedepertransaksi juga ada bunganya chat bantuan pun tidak ada kejelasan hanya di suruh nunggusudah hubungi bagian penagihan kenapa masih di tangguhkan cuma di baca doang sudah bayar masih di email soal penagihan di upgrad bukannya lebih baik tp mengecewakan,1,Negatif
saran untuk aplikasi gofood kalau bisa setiap restoran halal diberi logo halal yg sudah terverifikasi agar tidak ragu untuk memesan direstoran tersebut,4,Positif
saran untuk aplikasi gofood kalau bisa setiap restoran halal diberi logo halal yg sudah terverifikasi agar tidak ragu untuk memesan direstoran tersebut,4,Positif
diupdate jd fresh tampilannya dan lucu bgt pas pesan makanan ada visualisasi gambarnya gtu sukak,5,Positif
paket goceng tolong di hilangkan kan kasian driver nya nunggu terlalu lama ongkir pendapatan bersih nya cuma perak jarak nya lumayan jauh kg,1,Negatif
gopay pinjaman yang aneh tagihan sudah muncul tapi saldo atm tidak bertambah mau nipu atau gimana,1,Negatif
maling berkedok online saya lihat di apk pelanggan ongkir biaya layanan sementara masuk ke driver hanya rupiah itu udah habis kena parkir,1,Negatif
sangat membatu segala kebutuhan dan aktifitas seharihari mantap,5,Positif
developer jangan korupsi ya saya yakin sekelas gojek sudah menganggarkan dana yang besar untuk server dan pengembangan aplikasi saya ingin info disampaikan ke atasan aplikasi sering error ngestuck dan tiba force closed setelah satu transaksi dan akan beralih ke transaksi berikutnya tidak lucu kalau saya harus keluar dan terminate sesi aplikasi terlebih dahulu setiap mau transaksi lebih dari satu kali ini jelas pengembang perlu diaudit dengan tegas,1,Negatif
kagak jelas saya sudah cust udah thn kenapa gopaylater ndk terverifikasi dan   tolak padahal selama ini gua bayar cicilan ndk pernah telat pasti   bayar unistall aja,2,Negatif
mohon maaf baru pakai gojek lagi setelah pakai kenapa ada kendala tutup aplikasi terus yah jadi hasilnya saya malah terlihat order beberapa kali di gocar padahal posisinya saya sudah dapat mobil mohon di perbaiki kasihan driver nya jadi bingung,1,Negatif
kenapa ni apl nya kok dari kemaren mau tf kok slalu kembali ke branda padahal sinyal ok saldo juga ada tapi kenapa trus aq coba uninstal dan instal kembali kok gak bisa,2,Negatif
ehh babi coba tolong dong iklan apl ini jngn muncul terus di hp gw jadi kacau,2,Negatif
tiba tiba ada notif sign   email inipdahal saya tidak pernah mendaptar memaakai email ini,1,Negatif
penjemputan cepat saat mengemudikan sangat sopan,5,Positif
tolong ya cara nonaktifkan tabungan bang jago saya bagai manamasak order makanan bayar pakai gopay harganya lebih murah giliran ud di aktifkan bang jago beda nya rbtujuan pakai gojek biar order makan gampang sesilih dikit dari pada pergi sendiri ini pakai tabungan jago gila aja,2,Negatif
untuk gofood sangat hancur voucer afa dan minimal memesan   saya pesan makan lebih dari   tetap gak bisa digunakan rusak betul bah gila sih untuk apa ada voucher kalau gak bisa dipakai,1,Negatif
hapus sistem order gabungan bikin lama aja ketauan udah laper juga,3,Netral
gimana nih min tagihan mau jatuh tempo tapi transaksi dgn gopay maupun gopaylater selalu gagal udah coba berkali ttp gagal parahhh,1,Negatif
aplikasi gila tiba akun di bekukan padahal jarang digunakan apalagi untuk hal aneh gak usah di bekukan bos langsung aja blokir permanenblokir device gak akan sya pakai juga ni aplikasi sampah mu,1,Negatif
ini ngasih otp ga bisa gitu pake wa email aplikasi lain aja udah update bisanya cuma sms kan terkadang kartunya ga di perangkat yg sama tolong diperbaharui untuk ini,2,Negatif
gopay later saya dibekukan scr sepihak gk bs dipakai lagi padahal saya saya gk punya sisa tunggakan tagihan gk ada tunggakan tagihan terlihat limit saya tersedia tp gk bs dipakai ini benar aplikasi asuuuuu bangsaaatttttttttt,1,Negatif
tolong diperbaiki aplikasinya sering patah patah habis update padahal dulu lancar,2,Negatif
kenapa aplikasi gojek saya jadi gak bisa masukpadahal gopay saya masih ada isi banyak,1,Negatif
tolong dong aplikasi nya diperbaikilelet kali aplikasi nyaa jaringan saya sudah bagus mbpps apakah kurang bagus itusudah update versi terbaruuhp spek tinggijadi salah nya di mana lagi,1,Negatif
aplikasi aneh lag bukan main alamat rubah ganti sendiri ada indikasi developer bermain dengan akses gps dan data pengguna hati guys selalu pantau dan lihat izin aplikasi,1,Negatif
mantap drivernya ramah dan cepat ketempat penjemputan mantapgojek memang mantap,5,Positif
pengalaman pertama naik gocar udah tunggu lama di tempat titik jemput tapi lama lama makin jauh dari titik jemput pertama tama saya tunggu dulu tapi kelama lamaan malah makin jauh sudah saya chat dan telpon tidak dijawab masa saya harus sampai tunggu jam sampai dijemput driver lain kecewa,1,Negatif
aplikasi sampah udah update udah install ulang sama aja mau masuk apk nya aja susah ngestuk dimenu masuk respon cuman maaf doang tapi gak ada perubahan nya sama sekali sampah memang,1,Negatif
sering ilang sinyal padahal sinyal bagus,1,Negatif
update yang terakhir ini kok si hp xiaomi malah nyangkut terus ga bisa gerak aplikasinya jd di tutup paksa baru di buka lagi ngulang terus kek gitu,3,Netral
habis di update malah sering close perbaiki lagi,1,Negatif
entah kenapa gopay sekarang jadi pelit dan pembayarannya jadi banyak admin dll cma yg point minus untuk paylater menurut saya sekarang malah jdi makin ribet dan sulit mau dibayar malah ditahan harus nunggu tgl jatuh tempo nya sedangkan saya biasanya kalau dana sudah pegang langsung saya lunasin tpi kek nya ini malah bikin ribet karena harus nunggu dlu sisi terlihat menguntungkan bagi yg suka menunda pembayaran tpi bagi saya malah merugikan,2,Negatif
semakin kesini biaya aplikasinya tinggi sekali parah bahkan untuk gofood juga biayanya naik,1,Negatif
kenapa habis update ga bisa sama sekali dibuka dan digunakan aplikasinya,3,Netral
sekarang lemot sekali tidak seperti sebelum nya pesanan tidak bisa dipantau dan susah sekali melakukan pesanan mohon ditingkatkan lagi supaya bisa meningkatkan pesanan,5,Positif
tolong diperbaiki lagi sistemnya saya order goride tapi order tidak masuk ke driver ini membuat saya menunggu cukup lama sampai saya akhirnya menghubungi driver itu pun saya tidak bisa membatalkan order karena sistem yang sibuk,2,Negatif
sering eror lagi buru buru gabisa di andalkan,2,Negatif
setelah di upgrade sering ngelag pas ditelpon driver juga gak bisa diangkat mau pasang promo sering gak muncul fitur pakainya,2,Negatif
mantap apk nya cocok buat transaksi,5,Positif
cepat sampai driver ramah thanks go car,5,Positif
nich kenapa terhenti terus pdahal semua saran udah dilakuin tetep saja sama aja trus saldo ini gimana klo terhenti terus,1,Negatif
setelah diupdate yang terbaru malah sering ngestuk harus close apl baru dibuka lagi supaya normal gitu aja trus,1,Negatif
apaan sih dlu bisa bisa aja sekarang suka erorr dan ngecrash sendiri bikin esmosi tau,1,Negatif
sudah sering pake tp tetep aja kadang bingung rubah tampilan orderanya jd lebih sederhana dan kolomnya jelas dgn dibedakan warna anter jemput orderan sedang berlangsung,3,Netral
aplikasi makin update makin bnyak eror nya ngga kaya dulu simple,1,Negatif
kenapa ya gopaylaternya setelah di upgrade gabisa digunain padahal sebelumnya bisa bisa aja ga pernah telat bayar juga pas udh di upgrade malah belum di setujui gajelas banget padahal aku pengguna setia gojek kecewa banget sih asli,3,Netral
aplikasinya sering ke tutup sendiri,1,Negatif
sdh lama selalu pakai gojek pesan makanankirim barang dan transportasi,5,Positif
minimal kalau mau perubahan yang lebih bagus napa ini kagak perubahan semakin gak jelas yg biasa saya pakai juga ilang buat pesen go food juga jaringan eror padahal jaringan masih stabil dan kuat aja lain kali maximalin kalau mau uji coba perubahan bro thanks,1,Negatif
sering kendala di input alamat sudah dipilih alamat   malah di sistemnya pindah dengan sendirinya ke alamat   sangat merepotkan saya sehingga merasa berdosa terhadap driver sudah cek sebelum klik namun sistemnya tetap saja secara otomatis berpindah alamat,1,Negatif
sangat loding tidak lancarr pahal sinyalll baguss,2,Negatif
semoga lebih di tingkatkan pelayanannyadan untuk ogkir serta hrg bisa lebih murah dari yg lain,5,Positif
gojek kenapa sih diperbaharui malah tambah aneh tolong lah sistemnya diperbaiki dulu lagi ada limit biasa dipake bisa sekarang cuma buat tontonan doang gak bisa dipake,2,Negatif
update bisa   blg keseringan terkadang kita pesan gocar go ride sdh   terima driver tiba   cancel sama driver sndiri tolong tambahakan botton utk penilaian bagi driver yg cancel orderan tanpa konfirmasi tdk ada peningkatan yg signifikan bahkan dlm penentuan titik koordinat msh srg salah beban biaya layanan biaya kemasan dan biaya lain nya yg bkn shrus nya dr warung atau bisa   kata dr pt gojek itu sndiri promo yg   berikan tdk sesuai saat promo itu   ambil   pakai,1,Negatif
gopay skrg udah mulai banyak fiturnya salah satunya ada gopay later juga,5,Positif
aplikasi bagus yang dulu stabil makin di update malah makin kacau contoh map sering rubah sendiri pengantaran lokasi tidak akurat,4,Positif
banyak promo dan titik driver jalan gampang memantaunya,5,Positif
gojek bisa kasih promo lagi ngga soalnya aku lagi magang di luar daerah dan aku transport pp setiap hari pake gojek jadi kalau bisa cuman bulan kedepan aja sampai saya beres magang nya tolong dikasih promo gede gede an ya terima kasih,5,Positif
turunin bintang dah kalau gak terpaksa saya gak pesen gofood gila makin mahal jarak cuma km ongkirnya ribu dtambah biaya layanan ribu,1,Negatif
sangat membantu dengan berbagai layanan nya saat ini,5,Positif
sy kasih star dulu   min cobalah sering kasih dong kupon promo buat top up game masa kupon gosrnd goride gacar mulu yg di kasih da brp puluh hangus di pake jg tidak hmmm sy pake apps gojek ini cm buat tu dan isi pulsa atw kuota blm pernah dpt bonus atw cb lama jd bosen jg pake apps gojek ini cobalah bikin perubahan dong,3,Netral
gopaylateromong kosong gk ada info seenaknya blokir dasar kurang ajar dimn pakai di bln ini bayar di bln dpn bknnya di bln sama paylater apaanprettt,1,Negatif
perubahan tampilan ketika pesan gofood tampilan nya bukan map lagiterus kalo lagi pilih mau order gofood sering lag lalu tiba apk forced closengaco update yg skrg,2,Negatif
sistem gopay jelek bayar parkir saldo sudah terpotong tapi belum masuk ke sistem parkir nyaa sistem abal abal,1,Negatif
