text,label,processed
top up terus tiba ketransfer ke gopay tabungan tanpa notifikasi udah gitulama sekali masuknya sampe skrg saldonya gajela kemana diriwayat transaksi juga statusnya hanya menunggu doang,positive,"['top', 'up', 'ketransfer', 'gopay', 'tabungan', 'notifikasi', 'gitulama', 'masuknya', 'saldonya', 'gajela', 'kemana', 'diriwayat', 'transaksi', 'statusnya', 'menunggu', 'doang']"
jaringan bermasalah padahal mau bayar gopay latter untung ada apk gopay,positive,"['jaringan', 'bermasalah', 'bayar', 'gopay', 'latter', 'untung', 'apk', 'gopay']"
bulan stlh upgrade gopaylater ke versi terbaru baru deh bisa dipake makasih mimin dan tim semua,positive,"['upgrade', 'gopaylater', 'versi', 'terbaru', 'deh', 'dipakai', 'terima kasih', 'admin', 'tim']"
aplikasinya suka ngelag jdinya kt harus close dlu baru buka aplikasi lagi jaringan sy hidup ditengah kota jaringan stabil aman jaya trus skrng driver gojek bs dpt double order kt yg pesan makanan panas nyampe rumah udh gak panas makanan yg crispy jd melempem,positive,"['aplikasinya', 'suka', 'ngelag', 'jdinya', 'close', 'buka', 'aplikasi', 'jaringan', 'hidup', 'ditengah', 'kota', 'jaringan', 'stabil', 'aman', 'jaya', 'driver', 'gojek', 'double', 'order', 'pesan', 'makanan', 'panas', 'rumah', 'enggak', 'panas', 'makanan', 'crispy', 'melempem']"
pngantaran makanan skrng lama bgt estimasi wktunya jampadahal dketpadahal gk ngntri,positive,"['pngantaran', 'makanan', 'banget', 'estimasi', 'jampadahal', 'dketpadahal', 'enggak', 'ngntri']"
min kenapa saya top up tapi saldo nya tidak masuk sudah kali saya top up min,positive,"['min', 'top', 'up', 'saldo', 'tidak', 'masuk', 'kali', 'top', 'up', 'min']"
senang banget melakukan transportasi dengan gojek sangat mudah dan menyenangkan,positive,"['senang', 'banget', 'transportasi', 'gojek', 'mudah', 'menyenangkan']"
selalu bagus pelayanan drivernya mau gimanapun situasi kondisinya mau pake promo gak pake promo jos pokonya beda banget sama aplikasi sebelah grab mantap pokonya gojek,positive,"['bagus', 'pelayanan', 'drivernya', 'gimanapun', 'situasi', 'kondisinya', 'pakai', 'promo', 'enggak', 'pakai', 'promo', 'jos', 'pokoknya', 'beda', 'banget', 'aplikasi', 'sebelah', 'grab', 'mantap', 'pokoknya', 'gojek']"
sering ngeblenklemottlpon internet gk ada suaranyaada jasa aplikasitp aplikasi mlah semakin burukhilangin aja jasa aplikasinya,positive,"['ngeblenklemottlpon', 'internet', 'enggak', 'suaranyaada', 'jasa', 'aplikasitp', 'aplikasi', 'burukhilangin', 'jasa', 'aplikasinya']"
makasih antar jemput cepat dan banyak diskonnya,positive,"['terima kasih', 'jemput', 'cepat', 'diskonnya']"
harganya cukup mahal   banding aplikasi ojek lainnya,positive,"['harganya', 'mahal', 'banding', 'aplikasi', 'ojek']"
aplikasi hanya saya pakai untuk pembayaran ewallet bakal kasih bintang lima kalau buka pelayanan di kabupaten belitung timur,positive,"['aplikasi', 'pakai', 'pembayaran', 'ewallet', 'kasih', 'bintang', 'buka', 'pelayanan', 'kabupaten', 'belitung', 'timur']"
sangat membantu dalam menemukan transportasi dan makanan,positive,"['membantu', 'menemukan', 'transportasi', 'makanan']"
bagus lebih bagus lagi banyakin promonya,positive,"['bagus', 'bagus', 'membanyaki', 'promonya']"
gojek the best the best pelayanan the best aplikasinya the best waktu penjemputan the best drivernya ramah the best data ada bukti transaksi bisa di pakai sebagai laporan bonnota bukti perjalanan,positive,"['gojek', 'the', 'best', 'the', 'best', 'pelayanan', 'the', 'best', 'aplikasinya', 'the', 'best', 'penjemputan', 'the', 'best', 'drivernya', 'ramah', 'the', 'best', 'data', 'bukti', 'transaksi', 'pakai', 'laporan', 'bonnota', 'bukti', 'perjalanan']"
drivernya sopan dan bersih rapih berpakaia driver cepat tanggap cepat datang harga kompetitif banyak bonus,positive,"['drivernya', 'sopan', 'bersih', 'rapi', 'berpakaia', 'driver', 'cepat', 'tanggap', 'cepat', 'harga', 'kompetitif', 'bonus']"
mungkin perangkat motor yg   belakang bs   lepas biar penumpang nyaman,positive,"['perangkat', 'motor', 'lepas', 'penumpang', 'nyaman']"
pelayanan bagus cepat dan dapat dipercaya terima kasih,positive,"['pelayanan', 'bagus', 'cepat', 'dipercaya', 'terima', 'kasih']"
ayoo jangan lupa selalu berlangganan go ride dan fitur lain nya di aplikasi ini yaaa,positive,"['ayo', 'jangan-jangan', 'lupa', 'berlangganan', 'go', 'ride', 'fitur', 'aplikasi']"
pelayanan cepat dan akurat,positive,"['pelayanan', 'cepat', 'akurat']"
oke sih cuma sering ngelag dan jaringan ga stabil pdhal di rumah sinyal dan wifi selalu stabil,positive,"['oke', 'ngelag', 'jaringan', 'enggak', 'stabil', 'rumah', 'sinyal', 'wifi', 'stabil']"
pesanan saya sampai lebih cepat dibandingkan estimasi waktu yang diterakan,positive,"['pesanan', 'cepat', 'dibandingkan', 'estimasi', 'diterakan']"
good app sangat membantu membantu pengiriman hasil produksi saya dengan tepat waktudan aman tentunya sampai dilokasi pengantaran,positive,"['good', 'app', 'membantu', 'membantu', 'pengiriman', 'hasil', 'produksi', 'waktudan', 'aman', 'dilokasi', 'pengantaran']"
tolong tambah kan fitur pesan sebelum mendapatkan driver di fitur gofood karena saya malas harus menunggu restaurant memasak makanan dan mendapat pengirim terlebih dahulu baru dapat mengirim pesan saat saya terima telepon dari driver kenapa tidak ada di notif saya yah setiap kali saya denger suara telpon masuk tidak ada notifikasi sama sekali atau tanda itu berasal dari aplikasi gojek mohon di fix yah permasalahan ini,positive,"['tolong', 'fitur', 'pesan', 'driver', 'fitur', 'gofood', 'malas', 'menunggu', 'restaurant', 'memasak', 'makanan', 'pengirim', 'mengirim', 'pesan', 'terima', 'telepon', 'driver', 'tidak', 'notif', 'kali', 'dengar', 'suara', 'telpon', 'masuk', 'tidak', 'notifikasi', 'tanda', 'berasal', 'aplikasi', 'gojek', 'mohon', 'fix', 'permasalahan']"
awal pakai gojek sih ga ada masalah malah sangat membantu tp setelah terakhir kali update maps jd ga akurat alamat yg sudah tersimpan berubah titik tolong diperbaiki sistem nya,positive,"['pakai', 'gojek', 'enggak', 'membantu', 'kali', 'update', 'maps', 'enggak', 'akurat', 'alamat', 'tersimpan', 'berubah', 'titik', 'tolong', 'diperbaiki', 'sistem']"
oktober dan armia ik ilmu   uk   ini untuk area dlm ini   ini ikuti lomba paper dalam rangka menurunkan tekanan,positive,"['oktober', 'armia', 'ik', 'ilmu', 'uk', 'area', 'ikuti', 'lomba', 'paper', 'rangka', 'menurunkan', 'tekanan']"
akhirakhir ini sering ngelag aku kira punyaku aja setelah bacabaca ulasan banyak jg yg mengalami,positive,"['akhirakhir', 'ngelag', 'punyaku', 'bacabaca', 'ulasan', 'mengalami']"
aplikasi yang memudahkan banget aku gak perlu lagi susah susah nyari angkutan umum kalau pulang sekolah sekarang udah jaman nya pake ginian walaupun aku agak kangen sama pete pete wkwkkwkwkw,positive,"['aplikasi', 'memudahkan', 'banget', 'enggak', 'susah', 'susah', 'mencari', 'angkutan', 'pulang', 'sekolah', 'jaman', 'pakai', 'kangen', 'pete', 'pete', 'wkwkkwkwkw']"
mantabh da ga usah cape mau pesen apa az ada tigl klik yg di butuhkan langsung di kabulinhahaa,positive,"['mantabh', 'enggak', 'capek', 'pesan', 'apa-apa', 'az', 'tigl', 'klik', 'butuhkan', 'langsung', 'kabulinhahaa']"
teman aman dan nyaman dalam setiap perjalanan,positive,"['teman', 'aman', 'nyaman', 'perjalanan']"
aplikasi nya berjalan dengan lancar tanpa kendala ataupun error jadi saya nyaman deh bisa memakai gojek soalnya bisa belanja dll jadi buat yang ngomongin apk nya sulit ataupun error mungkin terkendala jaringan nya mungkin makasih team surverisuer semoga makin berkembang dan jaya selalu salam sukses dari lampung,positive,"['aplikasi', 'berjalan', 'lancar', 'kendala', 'error', 'nyaman', 'deh', 'memakai', 'gojek', 'belanja', 'dll', 'mengomongkan', 'apk', 'sulit', 'error', 'terkendala', 'jaringan', 'terima kasih', 'team', 'surverisuer', 'semoga', 'berkembang', 'jaya', 'salam', 'sukses', 'lampung']"
sering kali saat melakukan pembayaran qris terkonfirmasi bahwa tidak ada internet padahal kualitas data seluler dan jaringan normal dan tidak ada gangguan,positive,"['kali', 'pembayaran', 'qris', 'terkonfirmasi', 'tidak', 'internet', 'kualitas', 'data', 'seluler', 'jaringan', 'normal', 'tidak', 'gangguan']"
mantul pelayanannya memuaskan sekali dan orgnya sopan dan rama,positive,"['mantul', 'pelayanannya', 'memuaskan', 'orgnya', 'sopan', 'rama']"
gojek salah satu transportasi alternatif yang praktis dan cepat,positive,"['gojek', 'salah', 'transportasi', 'alternatif', 'praktis', 'cepat']"
sangat membantu dalam belanja makanan di tengah malam saat di landa laper heheheh,positive,"['membantu', 'belanja', 'makanan', 'malam', 'landa', 'laper', 'heheheh']"
kok ini udh di update pas selesai update kenapa pas dibuka apk gojek nya gabisa ya admin ini knpa toh jaringan saya lancar terus ntn ig dll pas buka gojek malah keluar terus masuk nya lama cuman tulisan gojek doang daritadi ini mohon diperbaiki lah ya seharusnya kalo udh di update lebih baik ga ngeleg,positive,"['update', 'pas', 'selesai', 'update', 'pas', 'dibuka', 'apk', 'gojek', 'enggak bisa', 'admin', 'jaringan', 'lancar', 'menonton', 'ig', 'dll', 'pas', 'buka', 'gojek', 'masuk', 'cuman', 'tulisan', 'gojek', 'doang', 'daritadi', 'mohon', 'diperbaiki', 'update', 'enggak', 'ngeleg']"
suka nya pake gojek itu cepat aman dan akurat titik anter jemputnya,positive,"['suka', 'pakai', 'gojek', 'cepat', 'aman', 'akurat', 'titik', 'anter', 'jemputnya']"
bantu dong min kenapa saya ga bisa ganti nama akun ya dari aplikasi nya tunggu sampai jam tapi saya udah   jam mungkin ini masih belum bisa,positive,"['bantu', 'min', 'enggak', 'ganti', 'nama-nama', 'akun', 'aplikasi', 'tunggu', 'jam', 'jam', 'belum']"
koq akhir ini sering eror ngelag yh hrs ditutup dlu aplikasi nya bru bs jalan tolong pihak gojek diperbaiki ditingkatkan performa aplikasinya krn sebelumnya sering pakai tdk ada masalah begini lancar aja mengoperasikan aplikasinya,positive,"['eror', 'ngelag', 'ditutup', 'aplikasi', 'jalan', 'tolong', 'gojek', 'diperbaiki', 'ditingkatkan', 'performa', 'aplikasinya', 'pakai', 'tidak', 'lancar', 'mengoperasikan', 'aplikasinya']"
sangat bwemanfaat karena memudahkan kita dalam segala hal seperti pesan makanan antaran ke tempat tujyan jadi mydah dan tak perlu ke mana mana cukup dengan memesan lewat aplikasi ini semoga ke depannya nanti akan lebih baik dan lebih sempurna,positive,"['bwemanfaat', 'memudahkan', 'pesan', 'makanan', 'antaran', 'tujyan', 'mydah', 'memesan', 'aplikasi', 'semoga', 'depannya', 'sempurna']"
hemat waktu hemat tenagahemat biaya,positive,"['hemat', 'hemat', 'tenagahemat', 'biaya']"
titik suka tidak sesuai driver malah complainnya ke saya anehh,positive,"['titik', 'suka', 'tidak', 'sesuai', 'driver', 'complainnya', 'anehh']"
mantap luar biasa bisa mengatasi masalah antrian dan hemat waktu,positive,"['mantap', 'mengatasi', 'antrian', 'hemat']"
mantap pelayanan nya cepat,positive,"['mantap', 'pelayanan', 'cepat']"
aplikasi yg sangat berguna dapat di andalkan untuk menyelesaikan berbagai macam kesulitan karna di gojek semua ada maju terus gojek,positive,"['aplikasi', 'berguna', 'andalkan', 'menyelesaikan', 'kesulitan', 'gojek', 'maju', 'gojek']"
mantap sangat membantu saya tapi tolong pada driver nya bila yg sering mesan gojek bila dijln tolonglah jgn selalu membatalkan sendiri tanpa pemberitahuan dan dr aplikasi gojek sendiri kalay bisa jgn membiarkan driver menolak pesanan pelanggan terakhir pelanggan tidak bisa pulang kerumah terimakasih tolong dicek kembali para driver nya untuk aplikasi gojek sendiri,positive,"['mantap', 'membantu', 'tolong', 'driver', 'mesan', 'gojek', 'dijln', 'tolonglah', 'jangan', 'membatalkan', 'pemberitahuan', 'aplikasi', 'gojek', 'kalay', 'jangan', 'membiarkan', 'driver', 'menolak', 'pesanan', 'pelanggan', 'pelanggan', 'tidak', 'pulang', 'kerumah', 'terimakasih', 'tolong', 'dicek', 'driver', 'aplikasi', 'gojek']"
bisa tambahkan fitur notifikasi tagihan gak min sebelumnya bisa loh,positive,"['tambahkan', 'fitur', 'notifikasi', 'tagihan', 'enggak', 'min']"
ekonomis aman nyaman tepat waktu pokoke gojek is the best,positive,"['ekonomis', 'aman', 'nyaman', 'pokoke', 'gojek', 'is', 'the', 'best']"
tepat waktu driver semuanya sopan,positive,"['driver', 'sopan']"
tracking penjemputan suka tdk sesuai dgn lokasi penjemputan,positive,"['tracking', 'penjemputan', 'suka', 'tidak', 'sesuai', 'lokasi', 'penjemputan']"
sangat aman buat nyimpan uangtransaksi lancar,positive,"['aman', 'nyimpan', 'uangtransaksi', 'lancar']"
kalo ada promo bisa ngebantu uang jajan sekolah terima kasih gojek,positive,"['promo', 'membantu', 'uang', 'jajan', 'sekolah', 'terima', 'kasih', 'gojek']"
gojek menguntungkan saya yg tdk brani bw sepeda motor pesan saya jangan menaikkan tarik   lipat saat saya balik dari tujuan,positive,"['gojek', 'menguntungkan', 'tidak', 'berani', 'bawa', 'sepeda', 'motor', 'pesan', 'jangan-jangan', 'menaikkan', 'tarik', 'lipat', 'tujuan']"
update ga abis abis memori sampe habis,positive,"['update', 'enggak', 'habis', 'habis', 'memori', 'habis']"
driver nya tepat waktu dan bawa kendaraan nya juga enak,positive,"['driver', 'bawa-bawa', 'kendaraan', 'enak']"
kemanapun nyaman gak kawatir salah alamat,positive,"['kemanapun', 'nyaman', 'enggak', 'kawatir', 'salah', 'alamat']"
emang paling murah kalo soal diskon mantap terimakasih,positive,"['murah', 'diskon', 'mantap', 'terimakasih']"
aplikasi nya bagus dan driver nya ramah dn sabar gud job,positive,"['aplikasi', 'bagus', 'driver', 'ramah', 'sabar', 'gud', 'job']"
dengan jogek jdi mudah melayani keinginan apalagi klo buat jajan,positive,"['jogek', 'mudah', 'melayani', 'jajan']"
app ini cukup bagus dan cukup bantu jg gtu,positive,"['app', 'bagus', 'bantu']"
ngedrop lebih dri pesanan keterangan ngedrop pesanan searah tp aktual di maps ny jauh bgt jd pesanan skrng lebih lama tdk sat set seperti awal mana biaya aplikasi jg nambah mahal pula,positive,"['ngedrop', 'pesanan', 'keterangan', 'ngedrop', 'pesanan', 'searah', 'aktual', 'maps', 'banget', 'pesanan', 'tidak', 'sat', 'set', 'biaya', 'aplikasi', 'bertambah', 'mahal']"
laperorder tunggu sebentar pesanan datang langsung makan dechrasa sopnya mantap,positive,"['laperorder', 'tunggu', 'sebentar', 'pesanan', 'langsung', 'makan', 'dechrasa', 'sopnya', 'mantap']"
aplikasi bagus untuk gofood and transportasi,positive,"['aplikasi', 'bagus', 'gofood', 'and', 'transportasi']"
aplikasi nya cepat dan tanggap,positive,"['aplikasi', 'cepat', 'tanggap']"
biaya aplikasinya sama ongkirnya makin mahal aja tapi aplikasinya ga begitu banyak perkembangan,positive,"['biaya', 'aplikasinya', 'ongkirnya', 'mahal', 'aplikasinya', 'enggak', 'perkembangan']"
gopay perubahan makin ngk jelas paylater sebelumnya limit jt bunganya tetap sekarang limitnya cuman   ngk bisa lagi paylater di go pulsa hadehhhh mestinya berubah ke yg lebih baik dong semenjak ganti pt nih,positive,"['gopay', 'perubahan', 'enggak', 'jelas-jelas', 'paylater', 'limit', 'juta', 'bunganya', 'limitnya', 'cuman', 'enggak', 'paylater', 'go', 'pulsa', 'hadehhhh', 'mestinya', 'berubah', 'semenjak', 'ganti', 'pt']"
sangat membantu apalagi ada paylater nya membantu sekali,positive,"['membantu', 'paylater', 'membantu']"
sangat membantu dalam pengiriman barang,positive,"['membantu', 'pengiriman', 'barang']"
aplikasi yang sangat membantu ga ribet pesan transportasi,positive,"['aplikasi', 'membantu', 'enggak', 'ribet', 'pesan', 'transportasi']"
banyak masalah bayar gopaylater lelet sering forceclose,positive,"['bayar', 'gopaylater', 'lelet', 'forceclose']"
mantap lah ga ribet kya aplikasi sebelahcuma mau ngojek aja pke verifikasi mukaemangnya mau pinjol apa pke ribet amatkalau gojek simple ga kebanyakan ribet,positive,"['mantap', 'enggak', 'ribet', 'kaya', 'aplikasi', 'sebelahcuma', 'ngojek', 'pakai', 'verifikasi', 'mukaemangnya', 'pinjol', 'apa-apa', 'pakai', 'ribet', 'amatkalau', 'gojek', 'simple', 'enggak', 'kebanyakan', 'ribet']"
sangat membantu memudahkan terutama memesan makanan ttp harganya berbeda jauh belum ongkir belum administrasi jd saya maaf bintang nya tidak full,positive,"['membantu', 'memudahkan', 'memesan', 'makanan', 'harganya', 'berbeda', 'belum', 'ongkir', 'belum', 'administrasi', 'maaf', 'bintang', 'tidak', 'full']"
senang naik go ride driver nya ramah dan cepat dan nyaman,positive,"['senang', 'go', 'ride', 'driver', 'ramah', 'cepat', 'nyaman']"
mudah cepat tepat sangat membantu perjalanan saya dan usaha saya,positive,"['mudah', 'cepat', 'membantu', 'perjalanan', 'usaha']"
di sini saya menemuka driver baik bgt bahkan ke sasar sekalipun masih baik dan sabar,positive,"['menemuka', 'driver', 'banget', 'sasar', 'sabar']"
error gak bisa buat pembayaran,positive,"['error', 'enggak', 'pembayaran']"
untuk goride lebih mudah dulu,positive,"['goride', 'mudah']"
saya sdh hampir satu tahun pakai gojek gopae letersaya sangat sangat puastapi sekarang ini saya di nonaktifkan saya jadi kecewa,positive,"['tahun-tahun', 'pakai', 'gojek', 'gopae', 'letersaya', 'puastapi', 'nonaktifkan', 'kecewa']"
semoga slalu ada promo promo nya hehehe,positive,"['semoga', 'promo', 'promo', 'hehehe']"
gojek sering ngeblank   error belum diproses ehhh mroses sendiri jd pesen dengan menu yg sama,positive,"['gojek', 'ngeblank', 'error', 'belum', 'diproses', 'eh', 'mroses', 'pesan', 'menu']"
sebelum upgrade saya bisa kirim pesan via aplikasi sama driver kalo ada pesan tambahan sekarang selalu tulisannya you can not connect terus padahal order masih jalan kecewa banget padahal saya pelanggan setia jadi males,positive,"['upgrade', 'kirim', 'pesan', 'via', 'aplikasi', 'driver', 'pesan', 'tambahan', 'tulisannya', 'you', 'can', 'not', 'connect', 'order', 'jalan', 'kecewa', 'banget', 'pelanggan', 'setia', 'malas']"
kerennn tanggapannya cepat kalau ada driver yg bermasalah pengembalian dana pertahanin yaaa gojek,positive,"['keren', 'tanggapannya', 'cepat', 'driver', 'bermasalah', 'pengembalian', 'dana', 'pertahanin', 'gojek']"
membantu sekali untuk perjalanan aman pokok nya,positive,"['membantu', 'perjalanan', 'aman', 'pokok']"
transportasi masa kini yang sangat mempermudah aktivitas saya saat ini,positive,"['transportasi', 'mempermudah', 'aktivitas']"
mau tanya dong kalau pesan gofood via antar dengan via pickup harganya koq sama ya minimal harus ada discount lagi,positive,"['pesan', 'gofood', 'via', 'via', 'pickup', 'harganya', 'minimal', 'discount']"
baguss banyak promo murah jg lu orang kalo nilai sesuatu asal jelek nya aja gantian bagus baik gak di nilai goblokkk,positive,"['bagus', 'promo', 'murah', 'lu', 'orang-orang', 'nilai', 'jelek', 'gantian', 'bagus', 'enggak', 'nilai', 'goblok']"
di era digital ini gojek memberikan kemudahan untuk aktifitas sehari hari sungguh sangan membantu siapapun bisa menggunakannya,positive,"['era', 'digital', 'gojek', 'kemudahan', 'aktifitas', 'sehari', 'sungguh', 'sangan', 'membantu', 'menggunakannya']"
sejauh ini sih bagus tapi kenapa ini letak alamat saya kdg berubah sendiri aneh tolong di bantu,positive,"['bagus', 'letak', 'alamat', 'kadang', 'berubah', 'aneh', 'tolong', 'bantu']"
dengan gojek mudahkan kita dalam berbagai hal transportasifinancial maupun food drink,positive,"['gojek', 'mudahkan', 'transportasifinancial', 'food', 'drink']"
memudahkan untuk akomodasi jika tidak ada transport bisa sekalian beli makan belanja kebutuhan kirim barang tanpa harus keluar rumah,positive,"['memudahkan', 'akomodasi', 'tidak', 'transport', 'beli', 'makan', 'belanja', 'kebutuhan', 'kirim', 'barang', 'rumah']"
gojek merupakan aplikasi yang mempermudah kehidupan saya dengan goride gofood go transit dll interface yang mudah dipahami dan simpel,positive,"['gojek', 'aplikasi', 'mempermudah', 'kehidupan', 'goride', 'gofood', 'go', 'transit', 'dll', 'interface', 'mudah', 'dipahami', 'simpel']"
gampang aplikasiy mudah ordery siap antar jemput pas bgget jam terbany the best,positive,"['gampang', 'aplikasiy', 'mudah', 'ordery', 'jemput', 'pas', 'bgget', 'jam', 'terbany', 'the', 'best']"
aplikasi nya bgus bngt stiap kli pesan goride psti dpat potongan harga lebih murah trus sering juga dpat discount smpai di gofood terimakasih gojek,positive,"['aplikasi', 'bagus', 'banget', 'kali', 'pesan', 'goride', 'dpat', 'potongan', 'harga', 'murah', 'dpat', 'discount', 'gofood', 'terimakasih', 'gojek']"
pesen gofood sekarang kok   ada maps nya ya buat pantau driver agak lemot juga kok penurunan kualitas knp iki padahal cuma transportasi online ini aja yg saya pakai,positive,"['pesan', 'gofood', 'maps', 'pantau', 'driver', 'lemot', 'penurunan', 'kualitas', 'iki', 'transportasi', 'online', 'pakai']"
alhamdulillah membantu banget di saat kita gak punya motor dan di tempat yg padat,positive,"['alhamdulillah', 'membantu', 'banget', 'enggak', 'motor', 'padat']"
transportasi paling nyaman dan pelayanan yang baik,positive,"['transportasi', 'nyaman', 'pelayanan']"
paylater stlh update untuk beli pulsa harus masuk ke app providernya dulu bayar pakai gopay tidak bisa dari app gojek perlu adanya penjelasan aturan pakai yg lebih konkrit dan spesifik,positive,"['paylater', 'update', 'beli', 'pulsa', 'masuk', 'app', 'providernya', 'bayar', 'pakai', 'gopay', 'tidak', 'app', 'gojek', 'penjelasan', 'aturan', 'pakai', 'konkrit', 'spesifik']"
aplikasi ini sangat memudahkan saya jika butuh transportasi dan pembayaran transjogja,positive,"['aplikasi', 'memudahkan', 'butuh', 'transportasi', 'pembayaran', 'transjogja']"
mantap pertahankan pelayanan yg sudah bagus klo perlu ditingkatkan lagi,positive,"['mantap', 'pertahankan', 'pelayanan', 'bagus', 'ditingkatkan']"
sllu terjangkau dan selalu ramah,positive,"['terjangkau', 'ramah']"
driver selalu ramahsering promosi jd lbh ekonomisdi bandara jg adajd ga repot,positive,"['driver', 'ramahsering', 'promosi', 'ekonomisdi', 'bandara', 'adajd', 'enggak', 'repot']"
gojek makin aneh gopaylater suruh tanda tangan perjanjianudh berhasil tanda tangantapi malah minta tanda tangan terus gopaylater ga bisa dipake buat apaan ada percuma sinyal bagus udh perbaharui yg baru juga padahal makin aneh,positive,"['gojek', 'aneh', 'gopaylater', 'suruh', 'tanda', 'tangan', 'perjanjianudh', 'berhasil', 'tanda', 'tangantapi', 'tanda', 'tangan', 'gopaylater', 'enggak', 'dipakai', 'sinyal', 'bagus', 'perbaharui', 'aneh']"
sangat bagus drivernya ramah,positive,"['bagus', 'drivernya', 'ramah']"
saya sangat kecewakenapa saya tidak dapat mengajukan gopay pinjampadahal saya pengguna aplikasi go jek sudah ada tahun lebihdisaat saya sedang membutuhkan kenapa dari go jek tidak membantu,positive,"['kecewakenapa', 'tidak', 'mengajukan', 'gopay', 'pinjampadahal', 'pengguna', 'aplikasi', 'go', 'jek', 'tahun-tahun', 'lebihdisaat', 'membutuhkan', 'go', 'jek', 'tidak', 'membantu']"
saya punya kendala sewaktu hendak melakukan pembayaran dan saya punya buktinya tolong segera selesaikan masalah saya,positive,"['kendala', 'pembayaran', 'buktinya', 'tolong', 'selesaikan']"
saya sangat suka dn puas menggunakan aplikasi gojek terimakasih gojek semoga lebih mantap lg untk kedepannya,positive,"['suka', 'puas', 'aplikasi', 'gojek', 'terimakasih', 'gojek', 'semoga', 'mantap', 'kedepannya']"
diupdate bukan makin bagus malah makin nurun,positive,"['diupdate', 'bukan', 'bagus', 'nurun']"
setelah update aplikasi sering lag sinyal udh bagus ram hp gede yg ngerasain bukan saya saja banyak juga teman saya,positive,"['update', 'aplikasi', 'lag', 'sinyal', 'bagus', 'ram', 'hp', 'gede', 'merasai', 'bukan', 'teman']"
sangat membantu dalam transportasi cepat dan amanah,positive,"['membantu', 'transportasi', 'cepat', 'amanah']"
gimana nihhh akun mau ganti email berhari setelah nunggu jam mulu gbs di change mohon bantuan nya dong pihak gojek aku masi baik ngasi bintang,positive,"['akun', 'ganti', 'email', 'berhari', 'menunggu', 'jam', 'mulu', 'enggak bisa', 'change', 'mohon', 'bantuan', 'gojek', 'mengasih', 'bintang']"
sukaaa bangettt kalau pesan makanan di gojek cepet dan murahh soalnya banyak voucher nya,positive,"['suka', 'banget', 'pesan', 'makanan', 'gojek', 'cepat', 'murahh', 'voucher']"
datang cepat dan sampaipun tepat,positive,"['cepat', 'sampaipun']"
lebih mudah nyaman driver baik,positive,"['mudah', 'nyaman', 'driver']"
ini kenapa sering ngefreeze ya apk nya kadang di situasi penting malah ngefreeze sendiri tolong dibenahi,positive,"['ngefreeze', 'apk', 'kadang', 'situasi', 'ngefreeze', 'tolong', 'dibenahi']"
pakai pickup tp malah diarahin ke gangpadahal sudah jelas tidak bisatolong di perbaiki,positive,"['pakai', 'pickup', 'diarahin', 'gangpadahal', 'jelas-jelas', 'tidak', 'bisatolong', 'perbaiki']"
sangat aman dan nyaman untuk transportasi darurat sangat akurat sangat puas menggunakan aplikasi ini,positive,"['aman', 'nyaman', 'transportasi', 'darurat', 'akurat', 'puas', 'aplikasi']"
titik map tidak akurat dan sudah saya kritik lama gak da perubahan beda sama aplikasi sebelah titik map jauh lebih akurat dan menanggapi balasan dari aplikasi isin akses lokasi pasti sadah di ijinkan karna jika tidak maka juga gak bisa di gunakan aplikasinya dan pengaturan tidak saya bedakan dengan aplikasi sebelah namun tetap saja titik lokasi kurang akurat,positive,"['titik', 'map', 'tidak', 'akurat', 'kritik', 'enggak', 'perubahan', 'beda', 'aplikasi', 'sebelah', 'titik', 'map', 'akurat', 'menanggapi', 'balasan', 'aplikasi', 'isin', 'akses', 'lokasi', 'sadah', 'ijinkan', 'tidak', 'enggak', 'aplikasinya', 'pengaturan', 'tidak', 'bedakan', 'aplikasi', 'sebelah', 'titik', 'lokasi', 'akurat']"
gojek sangat membantu sebagai sarana transportasi baik itu perjalanan sendiri atau penghantaran makananminuman membantu memudahkan urusan kita cepat tepat dan mudah,positive,"['gojek', 'membantu', 'sarana', 'transportasi', 'perjalanan', 'penghantaran', 'makananminuman', 'membantu', 'memudahkan', 'urusan', 'cepat', 'mudah']"
gofood kenapa sih skrg kalo driver nelpon cuma notif lagu sm getar doang   bisa angkat telp karena ga ada tandanya hp geter doang kalo gdriver blm matiin masih geter aja tu hape,positive,"['gofood', 'driver', 'nelpon', 'notif', 'lagu', 'getar', 'doang', 'angkat', 'telp', 'enggak', 'tandanya', 'hp', 'geter', 'doang', 'gdriver', 'belum', 'matiin', 'geter', 'hape']"
tracking oke untuk promo bagi pengguna setia apalagi buat level juragan anak sultan tolong di perbanyak lagi dong terimakasih gojek,positive,"['tracking', 'oke', 'promo', 'pengguna', 'setia', 'level', 'juragan', 'anak-anak', 'sultan', 'tolong', 'perbanyak', 'terimakasih', 'gojek']"
good aplikasi yg sangat membantu buat emak yg punya baby ga sempat masak dan perlu beli ini itu sat set pakai gojek aja,positive,"['good', 'aplikasi', 'membantu', 'emak', 'baby', 'enggak', 'masak', 'beli', 'sat', 'set', 'pakai', 'gojek']"
perjalanan yg menyenangkan komunikasi yg baik dg pak sopir,positive,"['perjalanan', 'menyenangkan', 'komunikasi', 'sopir']"
keren pokoknya murah dan cepat,positive,"['keren-keren', 'pokoknya', 'murah', 'cepat']"
enakk bgtbuat memesan makanantidak ada lag,positive,"['enakk', 'bgtbuat', 'memesan', 'makanantidak', 'lag']"
